match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_keyPass,stat_goals,stat_totalTackle,stat_bigChanceCreated,stat_wonTackle,stat_totalOffside,captain,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11406828,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,41.0,38.0,10.0,7.0,0.0,34.0,36.0,4.0,5.0,3.0,1.0,1.0,1.0,90.0,44.0,6.7,3.0,0.00082882,0,-0.2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406828,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,62.0,54.0,11.0,5.0,0.0,34.0,35.0,20.0,27.0,4.0,,,,73.0,71.0,6.9,8.0,0.0089161,0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406828,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,72.0,64.0,4.0,3.0,0.0,46.0,50.0,18.0,22.0,7.0,,,,90.0,80.0,7.0,8.0,0.00767535,0,,3.0,2.0,3.0,3.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406828,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,D,30,30,False,85.0,77.0,4.0,2.0,0.0,52.0,52.0,26.0,34.0,5.0,,,,90.0,114.0,6.8,15.0,0.0243602,2,,5.0,7.0,6.0,2.0,,1.0,,1.0,,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0674,0.0971,,,,,,,,,,,,,,,,
11406828,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,8.0,6.0,1.0,,0.0,3.0,4.0,3.0,5.0,,,,,45.0,13.0,6.4,5.0,0.00220275,0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
11406828,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,70.0,63.0,10.0,7.0,0.0,21.0,21.0,43.0,51.0,4.0,,,,90.0,88.0,7.0,14.0,0.115296,3,,1.0,5.0,6.0,,,,4.0,1.0,,,,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,0.4578,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
11406828,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,KristjanAsllani,996820,EUR,1015632000,M,21,21,False,77.0,77.0,5.0,5.0,0.0,46.0,46.0,31.0,36.0,9.0,,,,90.0,96.0,7.9,8.0,0.0282216,2,,,2.0,3.0,2.0,,1.0,2.0,,,,1.0,5.0,,,,,1.0,,2.0,0.114,0.2189,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,
11406828,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,60.0,54.0,6.0,6.0,0.0,17.0,19.0,37.0,42.0,8.0,,,,90.0,81.0,7.2,10.0,0.0546663,2,,2.0,6.0,8.0,4.0,,,3.0,,,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,0.1267,0.0339,2.0,1.0,,,1.0,,2.0,1.0,,,,,,,,
11406828,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,43.0,39.0,4.0,2.0,0.0,28.0,30.0,12.0,16.0,2.0,,,,65.0,56.0,7.0,8.0,0.0516016,1,,1.0,1.0,4.0,1.0,,,1.0,,,,,3.0,1.0,,1.0,,,,1.0,0.0253,,,,1.0,,2.0,,2.0,,2.0,1.0,,,,,,
11406828,home,Inter,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,AlexisS,34120,EUR,598492800,F,70,70,False,18.0,16.0,2.0,2.0,1.0,5.0,6.0,11.0,12.0,,,,,65.0,28.0,8.2,7.0,0.116078,1,,,3.0,1.0,,,,,,,,2.0,,,1.0,,,1.0,,4.0,0.7884,0.9863,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,
11406828,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,21.0,15.0,1.0,,0.0,2.0,2.0,14.0,21.0,3.0,,,,76.0,37.0,6.7,14.0,0.173063,2,,1.0,6.0,2.0,,,,1.0,1.0,,,,2.0,1.0,3.0,3.0,,,1.0,1.0,0.1384,,,,1.0,,2.0,,,1.0,,,True,,,,,
