match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_fouls,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed
12441709,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,58.0,43.0,26.0,11.0,0.0,39.0,44.0,4.0,14.0,7.0,1.0,3.0,5.0,1.0,1.0,90.0,66.0,8.2,15.0,0.00277023,0,0.5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441709,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,31.0,25.0,6.0,2.0,0.0,14.0,16.0,11.0,16.0,3.0,,,,,,90.0,53.0,7.5,8.0,0.0190144,0,,,,True,1.0,1.0,7.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,
12441709,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,50.0,46.0,6.0,5.0,0.0,37.0,38.0,9.0,12.0,2.0,,,,,,90.0,63.0,7.7,4.0,0.00683692,0,,,,,,4.0,5.0,,,10.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12441709,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,69.0,58.0,2.0,1.0,0.0,49.0,54.0,9.0,15.0,5.0,,,,,,90.0,82.0,7.1,13.0,0.280713,0,,,,,,2.0,4.0,,,4.0,1.0,1.0,2.0,,2.0,,1.0,4.0,1.0,2.0,,,,,,,,,,,,
12441709,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175,109,M,1133233,EUR,1068422400,D,29,29,False,31.0,26.0,4.0,1.0,0.0,18.0,19.0,10.0,14.0,,,,,,,90.0,52.0,7.1,9.0,0.114002,0,,,,,2.0,1.0,4.0,1.0,,1.0,,1.0,1.0,,3.0,1.0,,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
12441709,home,Go Ahead Eagles,Robbin Weijenberg,robbin-weijenberg,R. Weijenberg,M,15,180,45,M,1386182,EUR,1099872000,M,15,15,False,28.0,24.0,5.0,2.0,0.0,16.0,17.0,8.0,11.0,2.0,,,,,,64.0,39.0,6.7,5.0,0.0140806,0,,,,,,,5.0,1.0,,2.0,,,,1.0,4.0,3.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,
12441709,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,52.0,47.0,8.0,6.0,0.0,31.0,31.0,18.0,23.0,2.0,,,,,,90.0,62.0,7.4,6.0,0.135674,1,,,,,2.0,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,2.0,1.0,,2.0,1.0,,,2.0,1.0,0.0106,,,,,
12441709,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,32.0,25.0,3.0,2.0,0.0,12.0,13.0,14.0,21.0,7.0,,,,,,90.0,51.0,7.5,12.0,0.0620512,3,,,,,2.0,,4.0,4.0,2.0,2.0,,,2.0,2.0,,,,2.0,,,1.0,,1.0,,1.0,1.0,0.1656,1.0,1.0,0.3906,,
12441709,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173,318,M,909960,EUR,996105600,M,17,17,False,24.0,18.0,1.0,,0.0,9.0,10.0,9.0,14.0,4.0,,,,,,90.0,33.0,7.5,6.0,0.271995,4,,,,,,,3.0,,,,1.0,,,2.0,1.0,,1.0,2.0,,1.0,,,,,2.0,2.0,0.2801,1.0,1.0,0.6115,1.0,
12441709,home,Go Ahead Eagles,Oskar Siira Sivertsen,oskar-siira-sivertsen,O. S. Sivertsen,M,11,177,192,M,1022552,EUR,1076803200,M,11,11,False,15.0,11.0,,,0.0,5.0,6.0,6.0,9.0,1.0,,,,,,61.0,22.0,6.6,9.0,0.163421,0,,,,,,,1.0,1.0,1.0,1.0,,,4.0,,,,1.0,3.0,1.0,,,1.0,,,1.0,,,,,,,
