match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_outfielderBlock,stat_errorLeadToAShot,player_firstName,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_blockedScoringAttempt,stat_keyPass,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_accurateCross
13473409,home,Botafogo,John Victor,john-victor,John,G,12,197.0,3318,M,840103,EUR,824169600,G,12,12,False,33.0,24.0,17.0,8.0,0.0,20.0,22.0,4.0,11.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,5.0,2.0,90.0,47.0,8.5,9.0,0.0009229,0,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175.0,3615,M,914477,EUR,932688000,D,2,2,False,26.0,20.0,1.0,,0.0,11.0,12.0,9.0,14.0,,8.0,7.0,3.0,1.0,,,,,90.0,64.0,7.9,9.0,0.00433656,1,,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,0.0998,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Jair,jair-paula,Jair,D,23,198.0,2965,M,1170722,EUR,1110153600,D,32,32,False,52.0,40.0,9.0,2.0,0.0,31.0,37.0,9.0,15.0,,3.0,4.0,3.0,,,,,,90.0,64.0,7.0,14.0,0.00501532,0,,1.0,1.0,2.0,1.0,,,,1.0,3.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
13473409,home,Botafogo,David Ricardo,david-ricardo,D. Ricardo,D,57,188.0,941,M,1186587,EUR,1040428800,D,57,57,False,47.0,40.0,6.0,2.0,0.0,33.0,36.0,7.0,11.0,4.0,5.0,6.0,5.0,,,,,,90.0,57.0,7.1,7.0,0.00147948,0,,,,6.0,2.0,,,,1.0,1.0,,,4.0,,,2.0,,David Ricardo,,,,,,,,,,,,,,
13473409,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181.0,7625,M,312110,EUR,724377600,D,13,13,False,25.0,20.0,1.0,,0.0,10.0,13.0,10.0,12.0,,,1.0,2.0,,,,,,77.0,41.0,7.3,8.0,0.0106773,1,,1.0,,1.0,,,,,2.0,,,1.0,,,0.0244,,,,alextelles13,1.0,1.0,1.0,0.2587,,,,,,,,,
13473409,home,Botafogo,Jeffinho,jeffinho,Jeffinho,M,47,177.0,1438,M,1016948,EUR,946512000,M,47,47,False,22.0,18.0,1.0,1.0,1.0,2.0,4.0,16.0,18.0,,,1.0,2.0,,,,,,45.0,25.0,6.9,4.0,0.0188149,1,,,,1.0,1.0,,,,1.0,,,,,,0.2285,,,,,,,,,,1.0,1.0,,,,,,
13473409,home,Botafogo,Gregore,gregore,Gregore,M,26,181.0,1634,M,840276,EUR,762566400,M,26,26,False,49.0,42.0,6.0,3.0,0.0,24.0,28.0,18.0,21.0,2.0,9.0,2.0,5.0,,,,,,90.0,63.0,7.2,9.0,0.0157144,0,,,1.0,6.0,3.0,,,,1.0,7.0,3.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,
13473409,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185.0,3107,M,840202,EUR,796262400,M,17,17,False,26.0,24.0,5.0,5.0,2.0,9.0,10.0,15.0,16.0,1.0,1.0,,3.0,,,,,,61.0,30.0,7.8,5.0,0.0159487,0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,2.0,True,,,,,
13473409,home,Botafogo,Cuiabano,cuiabano,Cuiabano,D,6,179.0,2699,M,1160554,EUR,1045353600,M,66,66,False,19.0,11.0,,,0.0,4.0,5.0,7.0,14.0,2.0,3.0,1.0,2.0,,,,,,61.0,32.0,7.4,12.0,0.0116197,1,,,1.0,4.0,1.0,1.0,1.0,,,,,3.0,1.0,,0.0177,,,Cuiabano,,1.0,1.0,1.0,0.3909,,,1.0,,,,,,
13473409,home,Botafogo,Artur,artur,Artur,M,7,168.0,3069,M,841128,EUR,887500800,F,7,7,False,26.0,20.0,2.0,1.0,1.0,2.0,5.0,18.0,21.0,,3.0,,4.0,2.0,,,,,90.0,44.0,8.0,15.0,0.0393277,2,,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,,,6.0,,,0.1289,,,,,,1.0,1.0,0.3288,,,1.0,,,,,,
13473409,home,Botafogo,Igor Jesus,igor-jesus,I. Jesus,F,19,179.0,20950,M,981619,EUR,983059200,F,99,99,False,20.0,12.0,1.0,,0.0,4.0,6.0,8.0,14.0,2.0,3.0,1.0,1.0,,,,,,70.0,30.0,7.5,11.0,0.0144571,2,,1.0,5.0,6.0,,,,1.0,,1.0,1.0,1.0,,,0.1827,1.0,,,igorjesus,1.0,1.0,1.0,0.4821,,,1.0,,,,,,
13473409,home,Botafogo,Nathan Fernandes,nathan-fernandes,N. Fernandes,F,16,178.0,1314,M,1494695,EUR,1108512000,F,16,16,True,12.0,8.0,,,0.0,5.0,6.0,3.0,6.0,,3.0,1.0,3.0,2.0,,,,,45.0,23.0,6.4,8.0,0.0472798,3,,1.0,1.0,4.0,,1.0,1.0,,,,,1.0,1.0,,0.3138,,,,,2.0,2.0,,0.0599,,1.0,,,1.0,,,,
13473409,home,Botafogo,Allan,allan,Allan,M,25,175.0,3946,M,158277,EUR,663292800,M,25,25,True,25.0,23.0,4.0,3.0,0.0,16.0,17.0,7.0,8.0,,,,3.0,,,,,,29.0,31.0,6.6,5.0,0.0057965,0,,,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
13473409,home,Botafogo,Kauan Lindes,kauan-lindes,K. Lindes,M,77,180.0,273,M,1650031,EUR,1069977600,M,77,77,True,9.0,9.0,,,0.0,4.0,4.0,5.0,5.0,,3.0,,,1.0,,,,,29.0,13.0,6.6,1.0,0.0541754,0,,,,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,Kauan Lindes,,1.0,,,,,,1.0,,,1.0,,,
13473409,home,Botafogo,Rwan Cruz,rwan-cruz,Rwan Cruz,F,12,187.0,1041,M,1180918,EUR,990316800,F,9,9,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,1.0,2.0,,,1.0,,,,,20.0,12.0,6.8,4.0,0.212804,1,,,1.0,2.0,,1.0,,1.0,,1.0,,2.0,,,0.1974,,,Rwan Cruz,,,,,,,,1.0,,1.0,1.0,,,
13473409,home,Botafogo,Marçal,marcal,Marçal,D,21,178.0,1062,M,143593,EUR,603849600,D,21,21,True,9.0,9.0,,,0.0,5.0,5.0,4.0,4.0,,1.0,,2.0,1.0,,,,,13.0,13.0,6.7,1.0,0.0130425,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Léo Linck,leo-linck,L. Linck,G,24,194.0,1042,M,1119887,EUR,983577600,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183.0,1429,M,1099163,EUR,1053734400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Newton,newton,Newton,M,28,188.0,888,M,1463909,EUR,952819200,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Newton,,,,,,,,,,,,,,
13473409,home,Botafogo,Patrick de Paula,patrick-de-paula,P. de Paula,M,6,180.0,1248,M,1015291,EUR,936748800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182.0,801,M,330063,EUR,825465600,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473409,home,Botafogo,Santiago Rodríguez,santiago-rodriguez,S. Rodríguez,M,23,172.0,1846,M,975216,EUR,947289600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
