match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury,description,reason
12763958,FT,4.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
12763958,,4.0,2.0,,90,1.0,,1,,,goal,194995441.0,True,regular,948261.0,Morgan Rogers,,,,
12763958,,,,,90,0.0,,1,,,injuryTime,,,,,,3.0,,,
12763958,,,,,83,,,8,,,substitution,123512931.0,False,regular,,,,False,,
12763958,,,,,82,,,9,,,substitution,123512930.0,False,regular,,,,False,,
12763958,,,,,79,,,12,,,substitution,123512888.0,False,regular,,,,False,,
12763958,,,,,74,,,17,,,substitution,123512813.0,True,regular,,,,False,,
12763958,,,,,73,,,18,,,substitution,123512815.0,False,regular,,,,False,,
12763958,,,,,73,,,18,,,substitution,123512814.0,False,regular,,,,False,,
12763958,,,,,67,,,24,,,inGamePenalty,118513872.0,True,missed,555386.0,Ollie Watkins,,,Off target,offTarget
12763958,,3.0,2.0,,60,,,31,,,goal,194994176.0,True,regular,555386.0,Ollie Watkins,,,,
12763958,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
12763958,,,,,45,0.0,,1,,,injuryTime,,,,,,3.0,,,
12763958,,2.0,2.0,,38,,,8,,,goal,194989967.0,False,regular,879850.0,Adam Idah,,,,
12763958,,2.0,1.0,,36,,,10,,,goal,194989582.0,False,regular,879850.0,Adam Idah,,,,
12763958,,,,,30,,,16,,,substitution,123512535.0,True,injury,,,,True,,
12763958,,2.0,0.0,,5,,,41,,,goal,194984940.0,True,regular,948261.0,Morgan Rogers,,,,
12763958,,1.0,0.0,,3,,,43,,,goal,194984498.0,True,regular,948261.0,Morgan Rogers,,,,
