match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_keyPass,captain,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine,stat_goalAssist
11352639,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,45.0,29.0,24.0,9.0,25.0,26.0,4.0,19.0,6.0,1.0,90.0,49.0,6.3,16.0,0.0,0.0,0.0010367,0,-0.6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352639,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,38.0,33.0,4.0,2.0,10.0,11.0,24.0,31.0,3.0,,78.0,60.0,5.8,11.0,0.009,0.0,0.027978,1,,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352639,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,67.0,55.0,19.0,12.0,33.0,35.0,22.0,32.0,4.0,,90.0,79.0,7.4,12.0,0.0,0.0,0.0581159,0,,,,3.0,5.0,5.0,1.0,1.0,,5.0,,1.0,,2.0,True,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11352639,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,54.0,45.0,5.0,2.0,30.0,33.0,15.0,21.0,11.0,,90.0,66.0,6.6,9.0,0.0,0.0,0.00321603,0,,,,5.0,7.0,8.0,,,,2.0,2.0,4.0,,,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,,,
11352639,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,71.0,55.0,7.0,4.0,25.0,35.0,31.0,41.0,10.0,,90.0,116.0,7.7,24.0,0.0,0.0,0.212025,0,,5.0,1.0,3.0,3.0,10.0,,1.0,,2.0,,8.0,,3.0,,1.0,1.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,
11352639,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,41.0,31.0,4.0,3.0,6.0,7.0,26.0,39.0,4.0,,90.0,58.0,7.4,17.0,0.7468,0.0,0.883287,4,,5.0,1.0,,2.0,4.0,,2.0,,,,,,3.0,,3.0,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
11352639,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,86.0,71.0,8.0,7.0,29.0,36.0,42.0,50.0,14.0,,90.0,107.0,7.3,21.0,0.4801,0.3348,0.172037,3,,,,3.0,9.0,13.0,,6.0,,1.0,1.0,3.0,,1.0,,6.0,2.0,,2.0,2.0,,2.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,
11352639,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,43.0,36.0,3.0,1.0,15.0,18.0,21.0,25.0,6.0,,45.0,54.0,7.0,8.0,0.0934,0.0,0.0226445,1,,,,1.0,1.0,6.0,,1.0,,1.0,,2.0,,,,1.0,1.0,,2.0,,,1.0,,1.0,,,3.0,,,,,,,,,,
11352639,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,40.0,33.0,1.0,,9.0,12.0,25.0,36.0,5.0,,84.0,75.0,7.4,22.0,0.1192,0.0,0.748135,3,,8.0,1.0,1.0,6.0,8.0,1.0,5.0,2.0,,,2.0,,2.0,,2.0,2.0,1.0,1.0,,1.0,3.0,,1.0,,,2.0,,Dwight,McNeil,1.0,,,,,,
11352639,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,39.0,35.0,2.0,2.0,14.0,14.0,22.0,27.0,4.0,,60.0,52.0,6.9,9.0,0.3668,0.8603,0.203227,1,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,3.0,,,1.0,,,,,4.0,1.0,,1.0,,,,,,,,,,,,
