match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_wasFouled,stat_wonContest,stat_dispossessed,captain,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12421049,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,31.0,14.0,30.0,13.0,0.0,2.0,5.0,12.0,26.0,6.0,7.0,8.0,90.0,39.0,8.6,17.0,0.00426508,0,2.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Gary Magnee,,,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,D,15,15,False,20.0,8.0,4.0,,0.0,1.0,1.0,9.0,23.0,4.0,,,81.0,37.0,6.7,15.0,0.0839138,0,,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,18.0,9.0,6.0,,0.0,7.0,10.0,2.0,8.0,2.0,,,90.0,36.0,7.6,12.0,0.00040469,3,,,,,2.0,1.0,2.0,1.0,,3.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,0.3909,0.8914,,,,,,,,,,,,
12421049,home,Cercle Brugge,Senna Miangue,Senna,Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,False,20.0,12.0,6.0,1.0,0.0,7.0,9.0,5.0,11.0,2.0,,,90.0,32.0,6.5,8.0,0.00441495,0,,,,4.0,6.0,5.0,3.0,,,5.0,5.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,
12421049,home,Cercle Brugge,Flávio Nazinho,,,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,D,20,20,False,32.0,17.0,7.0,3.0,1.0,5.0,6.0,15.0,34.0,7.0,,,90.0,73.0,7.2,24.0,0.200582,1,,8.0,3.0,1.0,4.0,2.0,5.0,2.0,3.0,,8.0,2.0,,,,,,,5.0,3.0,0.0493,,1.0,1.0,1.0,3.0,,,,,,,,
12421049,home,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,27.0,17.0,4.0,2.0,0.0,7.0,8.0,10.0,19.0,2.0,,,66.0,32.0,6.6,10.0,0.0248583,0,,,,,2.0,,2.0,,,3.0,5.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,
12421049,home,Cercle Brugge,Erick Nunes,,,erick-nunes,E. Nunes,M,8,180.0,148,M,1894087,EUR,1078012800,M,8,8,False,19.0,14.0,1.0,,0.0,5.0,5.0,9.0,14.0,5.0,,,66.0,28.0,6.4,8.0,0.00912672,0,,,,1.0,5.0,,2.0,2.0,,,2.0,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,
12421049,home,Cercle Brugge,Malamine Efekele,,,efekele-malamine,M. Efekele,M,21,180.0,214,M,1385508,EUR,1090195200,M,7,7,False,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,1.0,,,45.0,15.0,6.8,7.0,0.0267181,0,,,,,1.0,1.0,1.0,4.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,,
12421049,home,Cercle Brugge,Abdoul Kader Ouattara,,,ouattara-abdoul-kader,A. K. Ouattara,F,7,171.0,568,M,1652684,EUR,1117065600,M,99,99,False,26.0,15.0,1.0,,0.0,8.0,10.0,8.0,18.0,3.0,,,76.0,43.0,6.8,20.0,0.0310954,3,,2.0,1.0,3.0,6.0,,,5.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,0.1294,0.1827,,1.0,,1.0,,2.0,,,,,,
12421049,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,34,34,False,33.0,22.0,,,0.0,5.0,8.0,17.0,27.0,3.0,,,90.0,48.0,6.4,16.0,0.0400382,1,,2.0,,3.0,8.0,,,2.0,,2.0,7.0,4.0,3.0,,,,,,3.0,2.0,0.0595,,,1.0,,,2.0,,True,,,,,
12421049,home,Cercle Brugge,Kévin Denkey,,,kevin-denkey,K. Denkey,F,9,181.0,3511,M,862470,EUR,975542400,F,9,9,False,24.0,11.0,,,0.0,1.0,1.0,10.0,23.0,,,,90.0,36.0,6.6,19.0,0.024327,2,,,,4.0,11.0,,,3.0,,7.0,8.0,,3.0,2.0,,,,,,,0.1941,,5.0,,,,1.0,1.0,,1.0,,,,
12421049,home,Cercle Brugge,Felipe Augusto,Felipe Augusto,,felipe-augusto,F. Augusto,F,99,187.0,1398,M,1106681,EUR,1077062400,F,10,10,True,9.0,8.0,,,0.0,2.0,2.0,6.0,9.0,,,,45.0,20.0,6.6,7.0,0.00536595,0,,2.0,,4.0,6.0,,,3.0,,3.0,5.0,,2.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,
12421049,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182.0,1501,M,988801,EUR,988329600,M,17,17,True,21.0,17.0,2.0,2.0,0.0,1.0,2.0,17.0,21.0,2.0,,,24.0,29.0,7.2,6.0,0.0685427,0,,2.0,1.0,,1.0,1.0,,1.0,1.0,2.0,5.0,1.0,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,
12421049,home,Cercle Brugge,Nils De Wilde,,,de-wilde-nils,N. D. Wilde,M,27,182.0,74,M,1101701,EUR,1043625600,M,27,27,True,11.0,9.0,,,0.0,3.0,4.0,6.0,8.0,2.0,,,24.0,14.0,6.6,3.0,0.0146785,0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,F,19,19,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,14.0,8.0,6.7,3.0,0.00159261,0,,,,,3.0,,,1.0,,,3.0,,1.0,,,,,,3.0,2.0,,,1.0,,,,,1.0,,,,,,
12421049,home,Cercle Brugge,Bruno Goncalves De Jesus,,,goncalves-de-jesus-bruno,Bruninho,F,17,174.0,254,M,1868441,EUR,1047600000,F,30,30,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,1.0,,,9.0,6.0,6.6,,0.0147003,0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,
12421049,home,Cercle Brugge,Maxime Delanghe,,,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Emmanuel Kakou,Emmanuel Kakou,,emmanuel-kakou,E. Kakou,D,5,,182,M,1847412,EUR,1120089600,D,90,90,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Ibrahim Diakité,Ibrahim Diakité,,ibrahim-diakite,I. Diakité,D,2,178.0,2182,M,1168646,EUR,1067558400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,home,Cercle Brugge,Paris Brunner,,,paris-brunner,P. Brunner,F,29,185.0,2041,M,1403216,EUR,1139961600,F,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,away,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188.0,195,M,110777,EUR,736128000,G,1,1,False,40.0,29.0,21.0,10.0,0.0,25.0,31.0,4.0,9.0,8.0,,,90.0,46.0,6.0,11.0,0.00191596,0,-0.9258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421049,away,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172.0,3909,M,1134470,EUR,1009756800,D,77,77,False,52.0,38.0,8.0,2.0,0.0,13.0,18.0,26.0,38.0,6.0,,,90.0,95.0,7.3,22.0,0.342754,5,,4.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,8.0,,4.0,1.0,2.0,,,,1.0,1.0,0.3274,0.169,1.0,2.0,,3.0,2.0,1.0,,,z.elouahdi,1.0,1.0,
