match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_errorLeadToAShot,stat_keyPass,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_penaltyWon,stat_bigChanceCreated
11391303,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,27.0,22.0,7.0,2.0,21.0,22.0,1.0,5.0,4.0,2.0,1.0,2.0,90.0,31.0,6.7,5.0,0.00159765,0,0.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391303,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,50.0,41.0,5.0,1.0,19.0,20.0,23.0,31.0,2.0,,,,79.0,60.0,6.9,10.0,0.0523343,1,,1.0,1.0,3.0,7.0,5.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1315,,,,,,,,,,,,,,,,,,,,,,,,,
11391303,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,65.0,60.0,3.0,1.0,42.0,46.0,18.0,19.0,10.0,,,,90.0,86.0,7.4,7.0,0.015617,1,,,,4.0,5.0,6.0,9.0,,,8.0,1.0,,2.0,1.0,0.035,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11391303,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,60.0,43.0,4.0,,25.0,33.0,18.0,27.0,5.0,,,,90.0,78.0,6.7,23.0,0.0262432,2,,,,1.0,8.0,7.0,11.0,,1.0,2.0,,1.0,,1.0,0.0769,3.0,2.0,,1.0,1.0,1.0,,,4.0,1.0,0.1174,,,,,,,,,,,,,,
11391303,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,60.0,49.0,2.0,,17.0,22.0,35.0,48.0,4.0,,,,90.0,93.0,6.3,22.0,0.0841098,0,,10.0,3.0,4.0,1.0,8.0,3.0,1.0,,1.0,,,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
11391303,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,False,,14.0,13.0,,,8.0,9.0,5.0,5.0,2.0,,,,45.0,23.0,6.4,4.0,0.00334639,0,,,,,,4.0,1.0,2.0,,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391303,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,45.0,31.0,2.0,1.0,6.0,10.0,26.0,41.0,7.0,,,,79.0,69.0,6.7,27.0,0.127587,2,,6.0,1.0,1.0,3.0,6.0,6.0,,1.0,2.0,,3.0,1.0,1.0,0.0413,4.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,,,
11391303,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,32.0,27.0,2.0,2.0,11.0,12.0,18.0,28.0,2.0,,,,90.0,65.0,7.7,16.0,0.165129,2,,8.0,2.0,1.0,3.0,8.0,7.0,2.0,,2.0,,,,2.0,0.0595,1.0,,,3.0,4.0,3.0,,,2.0,2.0,0.083,,,1.0,przemek.franek_,1.0,,,,,,,,,
11391303,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,28.0,23.0,1.0,1.0,3.0,3.0,21.0,28.0,4.0,,,,84.0,45.0,7.3,11.0,0.09447,1,,3.0,1.0,,1.0,1.0,5.0,,,,,2.0,1.0,1.0,0.0272,2.0,2.0,,1.0,1.0,,,,,1.0,0.3742,,,1.0,,,,,,,,,,,
11391303,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,41.0,30.0,2.0,1.0,8.0,9.0,22.0,38.0,2.0,,,,90.0,58.0,7.2,18.0,0.0528637,1,,6.0,,2.0,3.0,5.0,5.0,1.0,,,1.0,1.0,2.0,2.0,0.0581,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,
11391303,home,RC Lens,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,9,9,False,,12.0,8.0,,,2.0,3.0,6.0,9.0,1.0,,,,71.0,19.0,6.8,5.0,0.0387293,4,,,,1.0,,2.0,1.0,,1.0,,,,1.0,,0.4275,1.0,,1.0,,,,,,,2.0,0.5687,,,2.0,e.wahi7,,3.0,1.0,1.0,,,,,,
11391303,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,True,,40.0,32.0,1.0,1.0,13.0,13.0,19.0,27.0,4.0,,,,45.0,48.0,7.3,9.0,0.0282665,1,,,,,1.0,1.0,4.0,1.0,,,,1.0,1.0,,0.0139,,,1.0,1.0,2.0,1.0,Neil,El Aynaoui,,,,,,3.0,,,,,,1.0,,,,,
11391303,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,,2.0,1.0,,,1.0,1.0,,1.0,,,,,19.0,5.0,6.8,2.0,6.146e-05,1,,,,,,1.0,1.0,,,,,1.0,,1.0,0.046,,,,,1.0,1.0,,,,1.0,0.0514,,,,,,,,,,,,,,
