match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot,stat_hitWoodwork,stat_goals
11369903,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,32.0,20.0,15.0,3.0,17.0,20.0,3.0,12.0,1.0,1.0,9.0,1.0,4.0,5.0,90.0,46.0,7.1,13.0,0.00130558,0,0.8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,57.0,50.0,5.0,,38.0,40.0,12.0,17.0,1.0,3.0,10.0,,,,90.0,71.0,6.8,9.0,0.00486148,0,,2.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,41.0,38.0,7.0,4.0,26.0,27.0,12.0,15.0,2.0,3.0,4.0,,,,90.0,54.0,6.8,5.0,0.00751489,0,,3.0,5.0,8.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Florian Miguel,,,florian-miguel,F. Miguel,D,12,179,53,M,777067,EUR,841536000,D,18,18,False,28.0,17.0,3.0,,13.0,18.0,4.0,13.0,1.0,6.0,7.0,,,,75.0,48.0,6.8,16.0,0.00208543,1,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,,3.0,,1.0,0.0099,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Richie Sagrado,Richie Sagrado,,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,M,52,52,False,33.0,24.0,4.0,1.0,14.0,16.0,10.0,18.0,2.0,10.0,4.0,,,,90.0,60.0,6.8,15.0,0.0038949,0,,4.0,5.0,3.0,,4.0,3.0,4.0,,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,36.0,28.0,10.0,6.0,12.0,13.0,17.0,26.0,1.0,6.0,4.0,,,,90.0,56.0,7.3,12.0,0.0740439,1,,2.0,4.0,1.0,2.0,,,,1.0,3.0,,1.0,4.0,2.0,,0.0792,2.0,1.0,,True,1.0,1.0,0.0557,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,M,88,88,False,16.0,7.0,3.0,1.0,1.0,6.0,6.0,12.0,,1.0,3.0,,,,57.0,25.0,6.5,11.0,0.022051,0,,2.0,4.0,2.0,2.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Kento Misao,,,kento-misao,K. Misao,M,6,180,91,M,358988,EUR,829612800,M,17,17,False,42.0,32.0,9.0,5.0,23.0,25.0,9.0,18.0,1.0,5.0,6.0,,,,89.0,52.0,6.7,12.0,0.0185247,1,,3.0,5.0,,1.0,3.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,0.0128,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Hamza Mendyl,,,hamza-mendyl,H. Mendyl,D,37,179,703,M,846447,EUR,877392000,M,20,20,False,18.0,10.0,2.0,,4.0,5.0,7.0,18.0,,3.0,5.0,,,,90.0,37.0,6.1,16.0,0.00717604,0,,,7.0,1.0,2.0,1.0,,,7.0,5.0,,,,,,,3.0,2.0,,,1.0,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Nathaniel Opoku,Nathaniel Opoku,,opoku-nathaniel,N. Opoku,F,24,183,196,M,1473154,EUR,995760000,F,21,21,False,11.0,10.0,,,4.0,4.0,6.0,7.0,1.0,3.0,3.0,,,,57.0,18.0,6.9,2.0,0.0389665,1,,2.0,4.0,1.0,,2.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,0.05,,,,,,,,1.0,,,,,,,
11369903,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,F,7,7,False,24.0,18.0,3.0,,5.0,6.0,14.0,24.0,1.0,5.0,4.0,,,,90.0,48.0,7.0,15.0,0.120269,4,,,6.0,2.0,,3.0,3.0,4.0,4.0,6.0,3.0,,,1.0,1.0,0.2773,1.0,1.0,,,1.0,2.0,0.0924,,1.0,1.0,,,,,
11369903,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,11,11,True,17.0,15.0,3.0,2.0,7.0,7.0,8.0,11.0,,,2.0,,,,33.0,22.0,6.5,4.0,0.0197976,1,,,1.0,,,,,,,1.0,,,,,,0.0404,1.0,,,,,,,,,1.0,,,,,
11369903,home,Oud-Heverlee Leuven,Jonatan Braut Brunes,,,jonatan-braut-brunes,J. B. Brunes,F,18,188,722,M,840521,EUR,965606400,F,9,9,True,5.0,2.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,33.0,6.0,6.5,4.0,0.0032178,0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,15,15,True,4.0,2.0,1.0,,,,2.0,4.0,,,1.0,,,,15.0,8.0,6.7,3.0,0.00020094,1,,,,,,,,1.0,,,,,,,1.0,0.0091,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169,104,M,1388434,EUR,988070400,F,43,43,True,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Owen Jochmans,Owen Jochmans,,owen-jochmans,O. Jochmans,G,61,185,30,M,1085907,EUR,1043625600,G,61,61,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188,104,M,861825,EUR,934502400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369903,home,Oud-Heverlee Leuven,Joren Dom,,,joren-dom,J. Dom,D,,177,26,M,804233,EUR,628300800,D,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369903,away,Club Brugge KV,Simon Mignolet,,,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,39.0,29.0,22.0,12.0,23.0,25.0,6.0,14.0,1.0,1.0,11.0,2.0,2.0,3.0,90.0,49.0,7.7,10.0,0.00219018,0,0.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
