match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_goals,stat_goalAssist,stat_totalOffside
11396399,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,True,20.0,19.0,6.0,5.0,16.0,17.0,3.0,3.0,1.0,5.0,4.0,4.0,90.0,30.0,7.0,1.0,0.00221893,0,0.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396399,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,,17.0,9.0,3.0,,4.0,7.0,7.0,12.0,1.0,4.0,,,45.0,31.0,6.2,11.0,0.0650729,0,,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396399,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,,89.0,81.0,7.0,5.0,57.0,61.0,24.0,28.0,2.0,8.0,,,90.0,106.0,7.1,9.0,0.0202978,0,,,,3.0,6.0,,1.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11396399,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,,71.0,64.0,16.0,12.0,44.0,46.0,20.0,27.0,,6.0,,,90.0,86.0,6.4,12.0,0.0770067,2,,2.0,,6.0,5.0,2.0,3.0,2.0,4.0,4.0,,,1.0,,,1.0,,1.0,2.0,0.0473,,,,,,,,,,,,
11396399,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,,43.0,40.0,,,20.0,23.0,21.0,23.0,,6.0,,,90.0,60.0,6.5,7.0,0.538959,1,,3.0,1.0,3.0,3.0,,2.0,,3.0,1.0,,,1.0,,,,2.0,,,0.012,1.0,1.0,,,,,,,,,,
11396399,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,,41.0,33.0,1.0,,16.0,18.0,17.0,23.0,,3.0,,,57.0,47.0,6.4,10.0,0.0165481,0,,,,5.0,,,1.0,,,,,,3.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
11396399,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,,41.0,31.0,3.0,2.0,15.0,19.0,17.0,24.0,1.0,5.0,,,90.0,58.0,6.8,11.0,0.212467,3,,2.0,1.0,1.0,3.0,,,2.0,3.0,,,,1.0,,,,2.0,,1.0,0.1512,,2.0,,,,,,,,,,
11396399,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,,21.0,13.0,4.0,3.0,6.0,8.0,7.0,16.0,,4.0,,,90.0,45.0,6.8,16.0,0.0413487,3,,3.0,,6.0,8.0,1.0,1.0,,5.0,4.0,1.0,1.0,,1.0,2.0,,1.0,3.0,,0.2352,,2.0,,,,1.0,1.0,0.7266,,,,
11396399,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,,40.0,37.0,1.0,1.0,11.0,11.0,26.0,30.0,,1.0,,,66.0,51.0,6.9,8.0,0.381116,1,,1.0,,3.0,3.0,,4.0,1.0,,,1.0,,,,1.0,2.0,2.0,1.0,,0.0206,,1.0,,,,,,,,,,
11396399,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,M,21,21,False,,17.0,13.0,3.0,1.0,1.0,3.0,12.0,15.0,,3.0,,,57.0,27.0,6.8,7.0,0.0454297,3,,1.0,,1.0,3.0,,3.0,,,,1.0,,,,,3.0,,1.0,2.0,0.2924,,1.0,,,,,,,,,,
11396399,home,Borussia Dortmund,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,niclas.fuellkrug24,132645,EUR,729216000,F,14,14,False,,19.0,8.0,,,2.0,3.0,6.0,16.0,,3.0,,,79.0,26.0,7.0,14.0,0.232927,0,,,,4.0,8.0,1.0,2.0,,,,2.0,,1.0,2.0,7.0,1.0,2.0,,,,1.0,,,,,,,,,,,
11396399,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,True,,46.0,41.0,3.0,2.0,19.0,20.0,22.0,26.0,,6.0,,,45.0,54.0,6.1,6.0,0.0325178,0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,
