match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_wonContest,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_punches
11392837,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,28.0,22.0,8.0,3.0,20.0,24.0,2.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,36.0,6.2,6.0,0.0,0.0,0.00038313,0,-0.3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392837,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,,30.0,26.0,2.0,1.0,22.0,22.0,4.0,9.0,,5.0,,,,,,,,69.0,34.0,6.4,6.0,0.0,0.0,0.00264231,0,,abdukodir_khusanov,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11392837,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,48.0,43.0,7.0,5.0,30.0,32.0,13.0,16.0,2.0,6.0,,,,,,,,90.0,57.0,6.9,6.0,0.0,0.0,0.00881883,0,,,,1.0,4.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11392837,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,69.0,61.0,7.0,6.0,41.0,43.0,20.0,26.0,3.0,8.0,,,,,,,,90.0,81.0,6.9,9.0,0.0,0.0,0.0270194,0,,,,5.0,6.0,2.0,2.0,1.0,,1.0,2.0,,,4.0,,,2.0,2.0,,,,,,,,,,,,,
11392837,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,39.0,29.0,6.0,1.0,16.0,16.0,13.0,24.0,,5.0,,,,,,,,90.0,62.0,6.7,14.0,0.0,0.0,0.0135927,0,,,1.0,4.0,4.0,,2.0,1.0,,2.0,,,1.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,
11392837,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,False,,29.0,21.0,1.0,,12.0,14.0,10.0,16.0,,6.0,,,,,,,,90.0,35.0,6.4,10.0,0.6933,0.0,0.19878,1,,,1.0,7.0,1.0,1.0,1.0,,,,,,2.0,4.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
11392837,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,16.0,15.0,,,7.0,8.0,8.0,10.0,1.0,5.0,,,,,,,,61.0,31.0,6.8,7.0,0.0,0.0,0.0408884,0,,,2.0,4.0,4.0,,3.0,1.0,,1.0,,1.0,,,,,2.0,,2.0,1.0,,,,,1.0,,,,,,
11392837,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,52.0,41.0,6.0,5.0,21.0,23.0,22.0,33.0,2.0,6.0,,,,,,,,90.0,81.0,7.2,20.0,0.1197,0.0,0.381884,2,,przemek.franek_,4.0,9.0,3.0,4.0,,1.0,1.0,2.0,,,2.0,1.0,,,,2.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,
11392837,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,14.0,9.0,,,2.0,2.0,7.0,14.0,2.0,2.0,,,,,,,,61.0,28.0,7.2,11.0,0.2302,0.3993,0.148228,4,,,2.0,3.0,3.0,,,,,1.0,2.0,,2.0,1.0,,,,,,2.0,,,,,1.0,,2.0,2.0,,,
11392837,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,11,11,False,,16.0,13.0,1.0,1.0,4.0,4.0,11.0,18.0,,5.0,,,,,,,,77.0,41.0,7.1,13.0,0.1588,0.0,0.108847,2,,,6.0,4.0,4.0,,2.0,1.0,,2.0,1.0,,4.0,,,,,1.0,2.0,,2.0,,,2.0,1.0,,,,,,
