match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_interceptionWon,player_firstName,player_lastName,stat_errorLeadToAShot,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12437868,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,19.0,13.0,7.0,1.0,0.0,13.0,15.0,4.0,1.0,11.0,3.0,3.0,90.0,31.0,7.2,6.0,5.335e-05,0,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437868,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,,56.0,51.0,3.0,2.0,0.0,36.0,38.0,18.0,2.0,2.0,,,90.0,73.0,7.3,7.0,0.0182795,0,,15.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437868,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,53.0,51.0,3.0,1.0,0.0,47.0,47.0,6.0,5.0,4.0,,,90.0,62.0,7.0,2.0,0.00282619,2,,4.0,,1.0,1.0,3.0,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,0.5446,,,,,,,,,,,,,,,,,
12437868,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,,74.0,65.0,13.0,8.0,0.0,49.0,51.0,23.0,1.0,7.0,,,90.0,81.0,7.6,9.0,0.00419253,0,,16.0,1.0,,1.0,1.0,,,,4.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
12437868,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,21,21,False,,46.0,35.0,5.0,2.0,0.0,22.0,24.0,27.0,3.0,4.0,,,90.0,72.0,7.3,19.0,0.721023,0,,16.0,2.0,1.0,9.0,8.0,2.0,4.0,1.0,,5.0,4.0,2.0,2.0,,,,,,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,
12437868,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,,14.0,12.0,,,0.0,4.0,4.0,14.0,,2.0,,,58.0,26.0,7.3,5.0,0.39917,1,,10.0,1.0,,2.0,3.0,1.0,3.0,3.0,,,,,1.0,,1.0,,1.0,0.0181,,4.0,2.0,1.0,,1.0,,,,,,,,,,,
12437868,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,71.0,60.0,12.0,7.0,0.0,37.0,37.0,38.0,,8.0,,,90.0,87.0,7.1,14.0,0.128011,1,,25.0,,,2.0,5.0,2.0,,,,4.0,4.0,,1.0,,,1.0,,0.0075,1.0,4.0,2.0,,1.0,1.0,,,1.0,,,,,,,,
12437868,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,44.0,37.0,3.0,2.0,0.0,26.0,31.0,13.0,1.0,4.0,,,69.0,57.0,7.1,10.0,0.0134178,0,,11.0,,1.0,2.0,6.0,,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,3.0,2.0,,,,,,,,,,,
12437868,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,,26.0,19.0,4.0,3.0,0.0,8.0,11.0,16.0,,3.0,,,59.0,40.0,7.0,14.0,0.0125619,2,,11.0,3.0,2.0,5.0,6.0,,2.0,1.0,,1.0,1.0,,,,,1.0,,0.1132,2.0,1.0,,,4.0,,,,,1.0,1.0,0.0663,,,,,
12437868,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,,35.0,26.0,2.0,1.0,0.0,9.0,12.0,29.0,,3.0,,,63.0,52.0,6.7,18.0,0.220329,0,,19.0,,,3.0,1.0,,1.0,,,1.0,,,2.0,,,,,,,6.0,2.0,,,,,,,2.0,,,,,,,
