match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_wonTackle,stat_totalContest,stat_wonContest,stat_challengeLost,stat_totalCross,stat_blockedScoringAttempt,stat_expectedGoals,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed
12117110,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,29.0,16.0,21.0,8.0,0.0,10.0,12.0,6.0,17.0,1.0,11.0,1.0,1.0,5.0,90.0,45.0,7.1,13.0,0.00108669,0,-0.6974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,,37.0,27.0,4.0,,0.0,13.0,18.0,14.0,19.0,4.0,4.0,,,,90.0,57.0,6.3,14.0,0.0090408,0,,Nathan,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,42.0,30.0,8.0,2.0,0.0,21.0,26.0,9.0,16.0,6.0,5.0,,,,90.0,57.0,6.7,13.0,0.00349847,1,,,1.0,1.0,3.0,3.0,,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Luan Cândido,luan-candido,L. Cândido,D,36,187,716,M,905459,EUR,981072000,D,36,36,False,,33.0,27.0,6.0,3.0,0.0,19.0,23.0,8.0,10.0,5.0,3.0,,,,90.0,42.0,6.9,6.0,0.00750795,0,,,,5.0,4.0,7.0,,2.0,1.0,,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,52.0,42.0,7.0,4.0,0.0,23.0,29.0,19.0,23.0,7.0,3.0,,,,90.0,76.0,7.0,16.0,0.0141208,0,,,2.0,2.0,6.0,7.0,1.0,1.0,5.0,1.0,,1.0,,4.0,1.0,,1.0,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,M,5,5,False,,43.0,37.0,6.0,3.0,0.0,12.0,14.0,25.0,30.0,1.0,3.0,,,,90.0,51.0,6.3,9.0,0.0198052,1,,,2.0,,6.0,1.0,,,1.0,2.0,,3.0,,,,,1.0,1.0,1.0,0.0208,,,,,,,,,
12117110,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,21.0,18.0,1.0,,0.0,6.0,6.0,12.0,15.0,,7.0,,,,45.0,28.0,6.3,7.0,0.0444629,0,,,2.0,,7.0,1.0,3.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
12117110,home,Red Bull Bragantino,Helinho,helinho,Helinho,M,11,175,1509,M,906837,EUR,956620800,M,11,11,False,,15.0,11.0,2.0,1.0,0.0,3.0,4.0,8.0,14.0,,3.0,,,,60.0,27.0,7.3,12.0,0.054103,3,,,3.0,1.0,4.0,1.0,,,,4.0,,1.0,2.0,,,,,3.0,,0.762,,1.0,1.0,1.0,,,,,
12117110,home,Red Bull Bragantino,Lincoln,lincoln,Lincoln,M,18,177,846,M,794928,EUR,910396800,M,10,10,False,,24.0,18.0,3.0,2.0,0.0,4.0,6.0,14.0,18.0,1.0,4.0,,,,68.0,35.0,8.5,8.0,0.0257095,3,,,1.0,,2.0,3.0,1.0,,,1.0,3.0,,1.0,,,,,,,0.3568,,2.0,2.0,1.0,,,,,
12117110,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,M,30,30,False,,24.0,20.0,,,1.0,4.0,4.0,17.0,24.0,,6.0,,,,86.0,40.0,7.7,11.0,0.17389,1,,Henry Mosquera,1.0,2.0,1.0,8.0,,,1.0,3.0,4.0,,,1.0,1.0,1.0,,4.0,1.0,0.0621,,,,4.0,1.0,,,,
