match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_challengeLost,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,captain,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_penaltyConceded,stat_hitWoodwork,stat_totalOffside
10388333,home,FC Schalke 04,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,13,13,False,27.0,17.0,13.0,3.0,15.0,16.0,2.0,11.0,4.0,1.0,1.0,90.0,31.0,4.8,10.0,0.0,0.0,0.00059036,0,-4.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388333,home,FC Schalke 04,Cédric Brunner,cedric-brunner,C. Brunner,D,26,179,95,M,330689,EUR,761443200,D,27,27,False,54.0,39.0,12.0,5.0,26.0,26.0,15.0,33.0,6.0,,,90.0,73.0,6.3,20.0,0.0,0.0,0.205561,0,,Cédric,Brunner,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10388333,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,4,189,842,M,24248,EUR,588384000,D,4,4,False,87.0,73.0,21.0,11.0,60.0,62.0,13.0,26.0,2.0,,,90.0,101.0,6.2,16.0,0.0821,0.0,0.0164127,2,,,,1.0,,2.0,3.0,4.0,5.0,2.0,1.0,5.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388333,home,FC Schalke 04,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6421,M,1014286,EUR,997228800,D,33,33,False,85.0,79.0,5.0,4.0,67.0,68.0,12.0,17.0,5.0,,,90.0,100.0,6.3,6.0,0.165,0.0795,0.00548483,1,,,,,,1.0,5.0,2.0,6.0,,,4.0,,9.0,,,,1.0,1.0,,1.0,MThiaw,1.0,1.0,,,,,,,,,,,,
10388333,home,FC Schalke 04,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,2,2,False,55.0,48.0,5.0,3.0,28.0,31.0,27.0,43.0,3.0,,,90.0,90.0,6.6,21.0,0.0463,0.0,0.593256,2,,,,19.0,7.0,1.0,,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10388333,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,6,6,False,21.0,15.0,1.0,,7.0,7.0,8.0,15.0,3.0,,,61.0,28.0,6.3,7.0,0.0,0.0,0.00844183,0,,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388333,home,FC Schalke 04,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,30,30,False,33.0,20.0,7.0,2.0,14.0,18.0,6.0,15.0,4.0,,,61.0,39.0,6.0,14.0,0.0,0.0,0.00644053,0,,,,,,1.0,2.0,4.0,5.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,
10388333,home,FC Schalke 04,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,11,11,False,21.0,17.0,1.0,1.0,8.0,9.0,9.0,15.0,4.0,,,90.0,38.0,6.4,12.0,0.7884,0.9947,0.0193229,1,,,,3.0,,3.0,2.0,7.0,3.0,2.0,,,,,1.0,,,,,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,
10388333,home,FC Schalke 04,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2797,M,966575,EUR,934416000,M,10,10,False,18.0,13.0,2.0,1.0,8.0,10.0,7.0,11.0,2.0,,,71.0,30.0,6.4,9.0,0.0525,0.0806,0.384422,2,,,,3.0,2.0,5.0,3.0,9.0,4.0,1.0,,2.0,,,2.0,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,
10388333,home,FC Schalke 04,Dominick Drexler,dominick-drexler,D. Drexler,M,,183,65,M,88494,EUR,643680000,M,24,24,False,14.0,10.0,,,6.0,6.0,5.0,10.0,2.0,,,61.0,29.0,6.6,8.0,0.0903,0.0,0.0318295,1,,,,2.0,1.0,,4.0,3.0,9.0,1.0,,1.0,,,,1.0,,2.0,1.0,3.0,,,,,,,,2.0,,,,,,,,
