match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_clearanceOffLine,stat_totalCross,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
14933649,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,32.0,12.0,25.0,5.0,0.0,7.0,9.0,5.0,23.0,1.0,1.0,6.0,10.0,1.0,2.0,5.0,7.0,3.0,2.0,2.0,90.0,51.0,6.9,20.0,0.00089549,0,-0.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,33,33,False,9.0,7.0,,,0.0,6.0,7.0,1.0,2.0,,,2.0,3.0,,,,,,,,37.0,16.0,5.4,4.0,0.00031147,0,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,16.0,9.0,4.0,,0.0,7.0,10.0,2.0,6.0,3.0,6.0,8.0,,,,,,,,,90.0,33.0,6.3,7.0,0.00051623,0,,,,1.0,1.0,1.0,,True,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,20.0,17.0,1.0,,0.0,14.0,15.0,3.0,5.0,3.0,3.0,2.0,2.0,,,,,,,,42.0,25.0,6.2,3.0,0.00070515,0,,,,1.0,3.0,1.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,26.0,15.0,6.0,,0.0,8.0,10.0,7.0,16.0,2.0,2.0,6.0,4.0,,,,,,,,90.0,39.0,5.9,14.0,0.040212,0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,M,21,21,False,11.0,8.0,2.0,1.0,0.0,7.0,8.0,1.0,3.0,1.0,1.0,6.0,1.0,,,,,,,,90.0,25.0,6.3,4.0,0.00034195,0,,,,1.0,3.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,21.0,19.0,2.0,1.0,0.0,13.0,14.0,6.0,7.0,,4.0,1.0,2.0,,,,,,,,77.0,29.0,6.7,3.0,0.00247751,0,,,,,,,,,2.0,4.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,7.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,,3.0,1.0,2.0,,,,,,,,40.0,14.0,6.6,2.0,0.00217444,1,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0866,,,,,,,,,,,
14933649,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176.0,1742,M,244589,EUR,647481600,M,10,10,False,22.0,18.0,5.0,3.0,0.0,5.0,6.0,13.0,16.0,,4.0,,4.0,,,,,,,,61.0,32.0,7.1,9.0,0.0366597,0,,,,,,,,,,2.0,2.0,2.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Léo Pereira,leo-pereira,L. Pereira,M,38,172.0,371,M,1008491,EUR,962236800,M,38,38,False,7.0,6.0,1.0,,0.0,5.0,6.0,1.0,1.0,,3.0,1.0,4.0,,,,,,,,77.0,21.0,6.5,4.0,0.0984951,3,,,,2.0,3.0,,,,,1.0,,1.0,,2.0,1.0,1.0,,2.0,1.0,,,0.1543,1.0,1.0,2.0,1.0,0.034,,,,,,
14933649,home,Sport Recife,Pablo,pablo,Pablo,F,92,185.0,909,M,374486,EUR,709257600,F,92,92,False,11.0,9.0,,,0.0,7.0,8.0,2.0,3.0,2.0,3.0,2.0,,,,,,,,,45.0,23.0,7.5,4.0,0.00139665,3,,,,2.0,5.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,2.0,0.169,,,,1.0,0.5363,1.0,1.0,,,,
14933649,home,Sport Recife,Aderlan,aderlan,Aderlan,D,13,180.0,379,M,584432,EUR,650937600,D,13,13,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,,1.0,2.0,1.0,,,,,,,,50.0,12.0,5.9,2.0,2.372e-05,0,,,,1.0,3.0,2.0,,,1.0,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
14933649,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183.0,303,M,874195,EUR,736214400,D,16,16,True,4.0,2.0,1.0,,0.0,2.0,2.0,,2.0,,1.0,8.0,2.0,,,,,,,,45.0,20.0,6.0,3.0,5.632e-05,0,,,,5.0,6.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Adriel,adriel-gomes-do-nascimento,Adriel,M,54,,68,M,2035989,EUR,1152662400,M,54,54,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,29.0,4.0,6.2,1.0,6.99e-06,0,,Adriel,Gomes do Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Riquelme Felipe,riquelme-felipe,R. Felipe,D,46,190.0,59,M,2058234,EUR,1167782400,D,46,46,True,,,,,0.0,,,,,,,2.0,,,,,,,,,13.0,2.0,6.2,,,0,,Riquelme,Felipe,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181.0,1610,M,991493,EUR,707443200,M,27,27,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,,,,13.0,3.0,6.4,,1.271e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Caíque França,caique-franca,C. França,G,22,186.0,465,M,799667,EUR,802137600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,João Silva,joao-silva,J. Silva,D,44,187.0,283,M,1068519,EUR,916272000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Rodrigo Atencio,atencio-rodrigo,R. Atencio,M,19,175.0,472,M,1199246,EUR,1025395200,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Rodrigo Atencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14933649,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178.0,1164,M,1035765,EUR,994291200,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
