match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_outfielderBlock,stat_errorLeadToAGoal,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_goodHighClaim,stat_goals,player_sofascoreId,stat_hitWoodwork
12421050,home,KV Kortrijk,Nacho Ferri,,,nacho-ferri,N. Ferri,F,90,192,459,M,1196903,EUR,1096934400,F,19,19,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,1.0,,,,,58.0,18.0,6.9,4.0,0.0321939,0,,,3.0,1.0,4.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,
12421050,home,KV Kortrijk,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178,423,M,356024,EUR,859507200,F,68,68,True,8.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,,1.0,,,,,32.0,16.0,6.4,5.0,0.0137685,0,,,5.0,2.0,9.0,4.0,,,,1.0,1.0,,,,1.0,1.0,,,3.0,,,,,,,1.0,,,,,,,
12421050,home,KV Kortrijk,Roko Šimić,,,roko-simic,R. Šimić,F,9,190,1482,M,1048950,EUR,1063152000,F,21,21,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,,32.0,8.0,6.4,2.0,0.00044371,0,,,2.0,,4.0,1.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12421050,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,M,17,17,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,1.0,,,,,18.0,13.0,6.3,4.0,0.0163827,1,,,,,4.0,1.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,0.0676,,1.0,,,,,,,,,
12421050,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,True,1.0,,,,0.0,,,,2.0,,1.0,,,,,9.0,7.0,6.5,3.0,,0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12421050,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,D,6,6,True,5.0,3.0,2.0,,0.0,2.0,3.0,1.0,2.0,,2.0,,,,,9.0,6.0,6.2,2.0,0.00010701,0,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
12421050,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,95,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,home,KV Kortrijk,Iver Fossum,,,iver-fossum,I. Fossum,M,8,180,83,M,280993,EUR,834796800,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,home,KV Kortrijk,Ryan Alebiosu,,,ryan-alebiosu,R. Alebiousu,M,2,188,779,M,1014441,EUR,1008547200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,home,KV Kortrijk,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,189,M,960007,EUR,918604800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Simon Mignolet,,,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,38.0,28.0,17.0,8.0,0.0,21.0,24.0,7.0,14.0,,13.0,1.0,2.0,,,90.0,49.0,7.5,10.0,0.0008504,0,0.5117,,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
12421050,away,Club Brugge KV,Joaquin Seys,,,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,55.0,40.0,5.0,1.0,0.0,21.0,26.0,19.0,34.0,4.0,7.0,,,,,87.0,85.0,7.6,21.0,0.0158273,1,,5.0,1.0,4.0,2.0,10.0,1.0,4.0,3.0,,1.0,,,,,1.0,,,1.0,,,0.0811,,,1.0,1.0,,,,,,,
12421050,away,Club Brugge KV,Brandon Mechele,,,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,90.0,77.0,15.0,10.0,0.0,52.0,58.0,25.0,32.0,11.0,2.0,,,,,90.0,108.0,7.6,15.0,0.0151885,0,,,,4.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Zaid Romero,,,zaid-romero,Z. Romero,D,24,192,776,M,1108450,EUR,945216000,D,2,2,False,73.0,67.0,5.0,3.0,0.0,56.0,60.0,11.0,13.0,4.0,4.0,,,,,90.0,86.0,7.2,7.0,0.00559286,0,,,2.0,2.0,2.0,3.0,4.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,55,55,False,71.0,58.0,17.0,13.0,0.0,38.0,42.0,24.0,34.0,4.0,3.0,,,,,90.0,103.0,8.8,17.0,0.486606,2,,5.0,1.0,,4.0,9.0,1.0,5.0,5.0,1.0,1.0,,,,,2.0,4.0,1.0,3.0,,1.0,0.1788,0.3455,,1.0,2.0,,4.0,,,,,
12421050,away,Club Brugge KV,Hugo Vetlesen,,,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,M,10,10,False,34.0,29.0,2.0,1.0,0.0,14.0,15.0,16.0,20.0,3.0,3.0,,,,,87.0,50.0,7.0,8.0,0.248731,3,,1.0,1.0,,6.0,5.0,,4.0,2.0,,2.0,,,,,1.0,1.0,2.0,1.0,,,0.2895,,1.0,2.0,,,3.0,,,,,
12421050,away,Club Brugge KV,Ardon Jashari,,,ardon-jashari,A. Jashari,M,30,180,4830,M,1034082,EUR,1027987200,M,30,30,False,39.0,37.0,6.0,4.0,0.0,27.0,27.0,10.0,12.0,,6.0,,,,,59.0,41.0,6.6,2.0,0.0140822,0,,,1.0,,3.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Andreas Skov Olsen,,,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,M,7,7,False,30.0,29.0,2.0,2.0,0.0,11.0,11.0,18.0,21.0,,1.0,,,,,59.0,37.0,6.6,5.0,0.074625,3,,2.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,0.357,,2.0,1.0,,,,,,,,
12421050,away,Club Brugge KV,Hans Vanaken,,,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,57.0,52.0,5.0,5.0,1.0,28.0,28.0,24.0,30.0,1.0,3.0,,,,,90.0,70.0,9.3,8.0,0.266352,2,,1.0,1.0,3.0,2.0,5.0,,1.0,,2.0,2.0,True,,,,1.0,,,,,2.0,0.7349,1.5045,,,,,3.0,,,2.0,,
12421050,away,Club Brugge KV,Christos Tzolis,,,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,8,8,False,8.0,8.0,1.0,1.0,0.0,,,8.0,9.0,,1.0,,,,,74.0,21.0,7.5,1.0,0.0179681,2,,1.0,3.0,,3.0,3.0,,,,,,,,,,3.0,,,,,,0.3046,,2.0,,,,2.0,,,,absolute_christostzolis,1.0
12421050,away,Club Brugge KV,Gustaf Nilsson,,,gustaf-nilsson,G. Nilsson,F,19,197,774,M,572286,EUR,864345600,F,19,19,False,20.0,10.0,1.0,1.0,2.0,3.0,4.0,7.0,16.0,2.0,3.0,,,,,90.0,51.0,8.6,19.0,0.0169077,5,,,3.0,6.0,9.0,11.0,1.0,,,5.0,2.0,,1.0,,,5.0,,2.0,3.0,,2.0,0.4715,0.6582,3.0,,1.0,,2.0,2.0,,,,
12421050,away,Club Brugge KV,Raphael Onyedika,,,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,True,19.0,13.0,3.0,1.0,0.0,8.0,12.0,5.0,7.0,1.0,4.0,,,,,31.0,30.0,6.9,6.0,0.0076814,0,,,1.0,1.0,4.0,7.0,1.0,3.0,2.0,,2.0,,,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,
12421050,away,Club Brugge KV,Michał Skóraś,,,michal-skoras,M. Skóraś,F,8,172,3088,M,942479,EUR,950572800,F,21,21,True,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,,1.0,,,,,31.0,20.0,6.8,3.0,0.0578941,0,,,2.0,,4.0,3.0,,1.0,,2.0,2.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,
12421050,away,Club Brugge KV,Chemsdine Talbi,,,chemsdine-talbi,C. Talbi,M,7,175,12536,M,1142675,EUR,1115596800,F,68,68,True,5.0,3.0,1.0,,0.0,,,3.0,5.0,,,,,,,16.0,7.0,7.3,2.0,0.0188669,1,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,0.0698,0.1924,,,,,,,,1.0,,
12421050,away,Club Brugge KV,Kyriani Sabbe,,,kyriani-sabbe,K. Sabbe,D,64,176,1049,M,1101258,EUR,1106697600,D,64,64,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,,,,,,9.0,6.0,6.8,,0.0454425,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,
12421050,away,Club Brugge KV,Romeo Vermant,Romeo,Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,17,17,True,4.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,,,,,,,9.0,8.0,7.0,,0.00089547,0,,,,,1.0,4.0,,2.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,
12421050,away,Club Brugge KV,Nordin Jackers,,,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,D,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Jorne Spileers,Jorne,Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421050,away,Club Brugge KV,Ferran Jutglà,,,ferran-jutgla,F. Jutglà,F,9,175,3732,M,949962,EUR,917827200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
