match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_totalOffside
14062163,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,26.0,21.0,9.0,4.0,0.0,18.0,19.0,3.0,7.0,7.0,1.0,1.0,90.0,32.0,6.9,5.0,0.00064678,11.499325893286,1.0,5.04,5.04,0.1171,0,0.0958,0.03,0.0,0.2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062163,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,False,78.0,73.0,3.0,3.0,1.0,39.0,42.0,34.0,36.0,4.0,,,90.0,88.0,8.1,6.0,0.0752512,97.370915868192,16.0,51.555,15.75,,0,,0.27,0.08,1.0,,,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,15.890442536317,1.0,1.0,,,,,,,,,,,,,,,,
14062163,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,D,23,23,False,73.0,66.0,2.0,2.0,0.0,36.0,39.0,30.0,34.0,4.0,,,90.0,96.0,7.5,8.0,0.0290559,255.78044284439,32.0,147.315,28.665,,0,,0.11,0.3,0.28,,,,,,1.0,7.0,8.0,3.0,,7.0,1.0,,3.0,2.0,1.0,3.0,74.379084888233,3.0,,True,2.0,6.0,3.0,,,,,,,,,,,,
14062163,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,104.0,94.0,19.0,15.0,0.0,34.0,38.0,60.0,66.0,8.0,,,90.0,125.0,9.1,15.0,0.0891939,293.73209808934,40.0,188.475,26.67,,1,,0.62,0.32,0.3,,,,2.0,,,2.0,11.0,,,4.0,1.0,,2.0,2.0,,2.0,48.757782170767,2.0,,,4.0,1.0,2.0,3.0,3.0,1.0,0.1871,-0.04,,,,,,,
14062163,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,M,26,26,False,38.0,31.0,3.0,3.0,0.0,14.0,16.0,17.0,22.0,9.0,,,82.0,57.0,6.7,13.0,0.0352617,95.81535475194,10.0,61.95,28.245,,0,,-0.1,0.06,-0.04,,,,4.0,2.0,1.0,6.0,5.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,28.250238246783,1.0,,,1.0,,1.0,2.0,1.0,,,,1.0,,,,,,
14062163,home,Borussia Dortmund,Pascal Groß,pascal-gross,P. Groß,M,30,181,4705,M,pascalgross65,48480,EUR,676944000,M,13,13,False,65.0,60.0,,,0.0,28.0,30.0,32.0,35.0,7.0,,,71.0,76.0,7.4,6.0,0.24983,118.0894044938,19.0,12.18,6.51,,0,,0.5,0.06,0.14,,,,1.0,1.0,,1.0,2.0,,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
14062163,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,76.0,72.0,3.0,3.0,0.0,25.0,25.0,47.0,51.0,9.0,,,90.0,88.0,8.3,5.0,0.144882,198.47851839923,23.0,109.62,28.245,,0,,0.55,0.32,0.18,,,,,,,1.0,8.0,1.0,,,,,2.0,1.0,,,45.4768199555,2.0,1.0,,4.0,3.0,,2.0,2.0,,,,,,,,,,
14062163,home,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,43.0,37.0,1.0,,0.0,12.0,13.0,25.0,30.0,,,,90.0,62.0,6.7,11.0,0.0924361,96.758232970605,10.0,72.385,29.925,,0,,-0.25,0.05,0.29,,,,6.0,1.0,1.0,2.0,2.0,,,6.0,,,1.0,1.0,,1.0,63.522750690052,3.0,,,,,1.0,,,,,,,,,,,,
14062163,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,11.0,8.0,2.0,,0.0,2.0,2.0,6.0,9.0,2.0,,,60.0,30.0,5.8,14.0,0.0725411,57.836179513987,6.0,38.43,21.735,,1,,0.2,-0.03,-0.02,,,,1.0,1.0,,13.0,1.0,1.0,,1.0,,,,,3.0,4.0,37.630867426438,2.0,1.0,,,,,7.0,1.0,,0.2299,-0.52,2.0,1.0,1.0,0.4053,,,
14062163,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,F,10,10,False,28.0,25.0,2.0,1.0,0.0,5.0,5.0,20.0,23.0,3.0,,,71.0,36.0,7.4,6.0,0.0322302,36.105972048618,6.0,0.62999999999998,3.99,,2,,-0.1,-0.4,0.14,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,12.663680507657,1.0,1.0,,1.0,,,1.0,,,0.1099,0.53,1.0,,1.0,0.2042,1.0,1.0,
