match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialWon,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAGoal,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_wonContest,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot
12436458,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193.0,297,M,45502,EUR,628646400,G,1,1,False,25.0,17.0,14.0,6.0,0.0,13.0,15.0,4.0,10.0,5.0,3.0,4.0,90.0,31.0,6.5,8.0,0.00065415,0,-1.4094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173.0,1504,M,823085,EUR,860889600,D,2,2,False,39.0,33.0,,,0.0,23.0,24.0,11.0,16.0,5.0,,,90.0,53.0,6.1,10.0,0.0140869,1,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0227,,,,,,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185.0,1654,M,980637,EUR,1012348800,D,6,6,False,84.0,70.0,10.0,1.0,0.0,53.0,62.0,17.0,23.0,6.0,,,90.0,97.0,6.4,15.0,0.00803217,1,,1.0,,,6.0,,,3.0,3.0,1.0,1.0,,0.005,3.0,1.0,2.0,0.0188,,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189.0,6978,M,286085,EUR,829267200,D,35,35,False,57.0,53.0,5.0,4.0,0.0,41.0,42.0,12.0,15.0,5.0,,,90.0,73.0,6.8,6.0,0.00352192,0,,,,,3.0,,,6.0,3.0,,,2.0,,3.0,,,,janbednarek_,3.0,1.0,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172.0,451,M,328701,EUR,834710400,D,3,3,False,31.0,24.0,2.0,,0.0,10.0,11.0,15.0,24.0,4.0,,,62.0,59.0,6.3,17.0,0.668095,0,,4.0,1.0,8.0,6.0,1.0,,,2.0,3.0,2.0,3.0,,,,3.0,,,,,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
12436458,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183.0,1387,M,818073,EUR,837907200,M,7,7,False,30.0,29.0,,,0.0,16.0,16.0,14.0,15.0,4.0,,,90.0,43.0,6.5,5.0,0.103434,0,,1.0,1.0,7.0,4.0,2.0,,,,3.0,3.0,1.0,,,,1.0,,,,,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
12436458,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172.0,375,M,879810,EUR,916790400,M,4,4,False,29.0,28.0,,,0.0,15.0,15.0,13.0,14.0,3.0,,,90.0,39.0,6.5,3.0,0.00594155,0,,,,2.0,5.0,1.0,,2.0,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,
12436458,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178.0,3830,M,1142562,EUR,1089417600,M,18,18,False,33.0,27.0,4.0,3.0,0.0,15.0,17.0,13.0,19.0,3.0,,,90.0,42.0,6.1,11.0,0.0297268,0,,3.0,1.0,6.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,
12436458,home,Southampton,Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,178.0,2847,M,1174472,EUR,1140134400,M,33,33,False,29.0,26.0,1.0,,0.0,14.0,14.0,13.0,16.0,3.0,,,90.0,44.0,6.4,10.0,0.0843182,3,,1.0,1.0,7.0,3.0,4.0,1.0,1.0,,,,3.0,0.0801,1.0,1.0,2.0,0.3022,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
12436458,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172.0,1450,M,361352,EUR,855532800,F,9,9,False,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,1.0,,,82.0,12.0,6.0,1.0,0.00011736,2,,,,4.0,3.0,,1.0,,1.0,3.0,1.0,,0.5425,,1.0,,0.0386,,1.0,,1.0,2.0,,,1.0,,1.0,,True,2.0,,,,,,,
12436458,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174.0,8299,M,1019442,EUR,1013731200,F,20,20,False,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,,,15.0,7.0,6.4,1.0,0.00446498,0,,,,,,,,,,,,,,,,,,kamaldeenho10,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Nathan Wood,,,nathan-wood,N. Wood,D,15,188.0,204,M,944200,EUR,1022803200,D,15,15,True,40.0,40.0,,,0.0,34.0,34.0,6.0,6.0,2.0,,,75.0,44.0,6.3,1.0,0.00715292,1,,,,2.0,1.0,,1.0,,,,,1.0,0.1808,,,1.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,
12436458,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179.0,2828,M,905347,EUR,962150400,D,16,16,True,20.0,17.0,,,0.0,10.0,11.0,7.0,11.0,2.0,,,28.0,31.0,6.9,6.0,0.00714553,1,,2.0,,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,,0.0111,,,1.0,,,,,,,2.0,,,,,1.0,,,2.0,,,,,,
12436458,home,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181.0,984,M,993451,EUR,1007856000,F,19,19,True,,,,,0.0,,,,,,,,8.0,,6.4,,,0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12436458,home,Southampton,Joe Lumley,,,joe-lumley,J. Lumley,G,13,190.0,119,M,591620,EUR,792806400,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,James Bree,,,james-bree,J. Bree,D,14,178.0,148,M,555406,EUR,881798400,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436458,home,Southampton,Adam Lallana,,,adam-lallana,A. Lallana,M,10,172.0,1210,M,17054,EUR,579225600,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
