match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals,stat_penaltyWon
11453037,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,18.0,14.0,10.0,7.0,0.0,12.0,13.0,2.0,5.0,11.0,4.0,1.0,4.0,1.0,1.0,90.0,30.0,7.2,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453037,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,12,12,False,35.0,31.0,6.0,4.0,0.0,20.0,22.0,11.0,14.0,6.0,,,,,,90.0,63.0,6.5,10.0,0,1.0,2.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
11453037,home,Al-Fateh,Jason Denayer,,,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600,D,64,64,False,37.0,35.0,2.0,1.0,0.0,26.0,28.0,9.0,9.0,3.0,,,,,,90.0,45.0,6.5,2.0,0,,2.0,,2.0,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11453037,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,60.0,52.0,9.0,4.0,0.0,36.0,39.0,16.0,21.0,5.0,,,,,,90.0,69.0,7.2,9.0,1,,,,2.0,3.0,,,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11453037,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,D,25,25,False,46.0,36.0,5.0,1.0,0.0,20.0,27.0,16.0,20.0,9.0,,,,,,90.0,73.0,7.4,15.0,2,1.0,2.0,1.0,8.0,8.0,1.0,1.0,4.0,1.0,1.0,4.0,,,3.0,1.0,3.0,,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,
11453037,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,66,66,False,22.0,20.0,1.0,,0.0,5.0,6.0,15.0,17.0,2.0,,,,,,80.0,47.0,7.4,9.0,2,1.0,1.0,,10.0,10.0,1.0,2.0,5.0,1.0,2.0,6.0,,2.0,3.0,,2.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,
11453037,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,False,32.0,30.0,1.0,1.0,0.0,18.0,20.0,12.0,12.0,4.0,,,,,,89.0,40.0,6.9,2.0,0,,2.0,,2.0,4.0,,,,,,3.0,,1.0,,,,,,1.0,1.0,,,,,True,,,,,,,
11453037,home,Al-Fateh,Mukhtar Ali,,,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,55.0,51.0,5.0,4.0,0.0,34.0,35.0,17.0,20.0,5.0,,,,,,90.0,67.0,6.9,5.0,1,,,,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,
11453037,home,Al-Fateh,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,M,18,18,False,26.0,20.0,,,0.0,8.0,10.0,12.0,18.0,1.0,,,,,,58.0,41.0,6.9,13.0,0,2.0,,1.0,2.0,6.0,,,2.0,1.0,,,,4.0,1.0,,1.0,,,,,,,,3.0,,,,,,,,
11453037,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,F,10,10,False,49.0,40.0,5.0,3.0,0.0,9.0,9.0,32.0,44.0,1.0,,,,,,90.0,71.0,7.0,19.0,3,4.0,,,8.0,8.0,1.0,,9.0,,,,,4.0,3.0,,4.0,,,,1.0,1.0,2.0,,2.0,,1.0,,,,,,
