match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,captain,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId
11067546,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,15.0,8.0,8.0,1.0,8.0,10.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,90.0,26.0,7.1,8.0,0.0,0.0,2.148e-05,0,0.0884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067546,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,45.0,34.0,3.0,1.0,17.0,19.0,26.0,3.0,6.0,,,,,,90.0,69.0,6.9,14.0,0.0219,0.0,0.0150521,1,,17.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067546,home,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,False,46.0,42.0,2.0,1.0,34.0,36.0,10.0,1.0,4.0,,,,,,90.0,57.0,7.1,6.0,0.0346,0.0,0.00237791,1,,8.0,2.0,6.0,4.0,9.0,1.0,,,1.0,1.0,,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11067546,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,61.0,55.0,6.0,3.0,35.0,37.0,24.0,,4.0,,,,,,90.0,70.0,7.1,9.0,0.0,0.0,0.0165953,0,,20.0,1.0,,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,2.0,,True,,,,,,,,,,,
11067546,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,15,15,False,17.0,8.0,1.0,,,,23.0,1.0,3.0,,,,,,76.0,47.0,6.3,22.0,0.4758,0.5457,0.0591268,4,,9.0,3.0,,7.0,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,2.0,,2.0,3.0,,,,6.0,1.0,1.0,3.0,1.0,,,,
11067546,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,65.0,58.0,9.0,7.0,23.0,24.0,42.0,,1.0,,,,,,90.0,77.0,8.1,10.0,0.0,0.0,0.310344,0,,35.0,,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,1.0,2.0,,
11067546,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,6.0,6.0,1.0,1.0,3.0,3.0,3.0,,2.0,,,,,,34.0,10.0,6.6,1.0,0.0426,0.1671,0.00513945,2,,3.0,1.0,,3.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,
11067546,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,M,6,6,False,32.0,26.0,7.0,3.0,15.0,15.0,20.0,2.0,4.0,,,,,,90.0,64.0,7.1,10.0,0.0,0.0,0.0347562,0,,12.0,,2.0,5.0,9.0,2.0,2.0,1.0,,2.0,3.0,2.0,3.0,2.0,1.0,,,1.0,,,,,3.0,1.0,,,,,,,
11067546,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,F,7,7,False,25.0,22.0,3.0,2.0,10.0,10.0,19.0,,2.0,,,,,,67.0,35.0,7.3,7.0,0.058,0.0,0.0405487,1,,13.0,1.0,1.0,3.0,1.0,1.0,,,1.0,2.0,,,,1.0,4.0,,1.0,1.0,,,,,4.0,1.0,,,,,,,
11067546,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,12.0,7.0,2.0,1.0,2.0,3.0,10.0,,2.0,,,,,,76.0,19.0,6.5,9.0,0.0519,0.0,0.00523516,1,,5.0,2.0,,2.0,1.0,,,,1.0,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,
