match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
14572738,home,Maccabi Tel Aviv,Roei Mashpati,Roei,Mashpati,roei-mashpati,R. Mashpati,G,90,186,74,M,138515,EUR,722390400,G,90,90,False,31.0,28.0,7.0,5.0,0.0,25.0,27.0,3.0,4.0,4.0,1.0,2.0,90.0,34.0,5.7,3.0,0.00077435,0.123,0,-1.2158,-0.01,0.02,-0.32,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Tyrese Asante,,,tyrese-asante,T. Asante,D,6,188,205,M,1130884,EUR,1018310400,D,6,6,False,63.0,53.0,7.0,3.0,0.0,27.0,30.0,26.0,33.0,4.0,,,90.0,93.0,6.3,16.0,0.0215902,,0,,0.07,0.11,-0.57,,1.0,1.0,2.0,5.0,8.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Heitor,Heitor,,heitor,Heitor,D,4,187,83,M,1067635,EUR,956793600,D,4,4,False,57.0,50.0,8.0,4.0,0.0,40.0,40.0,10.0,17.0,5.0,,,63.0,61.0,6.3,7.0,0.00668532,,1,,0.12,0.13,-0.35,,,,2.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,0.0176,-0.2,,,,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Mohamed Camara,Mohamed,Camara,mohamed-camara,M. Camara,D,5,191,2359,M,881038,EUR,872726400,D,5,5,False,83.0,78.0,5.0,1.0,0.0,55.0,56.0,23.0,27.0,2.0,,,90.0,89.0,6.2,8.0,0.013537,,0,,0.17,0.19,-0.51,,,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Roy Revivo,Roy Revivo,,roy-revivo,R. Revivo,D,3,183,260,M,1142085,EUR,1053561600,D,3,3,False,20.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,14.0,1.0,,,78.0,41.0,6.1,13.0,0.0116512,,0,,-0.06,0.0,-0.49,,2.0,2.0,1.0,5.0,7.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,True,,,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Ben Lederman,,,lederman-ben,B. Lederman,M,23,179,327,M,1030308,EUR,957744000,M,23,23,False,28.0,25.0,1.0,1.0,1.0,16.0,16.0,9.0,12.0,3.0,,,63.0,36.0,6.9,4.0,0.282724,,0,,0.12,0.06,-0.13,,1.0,,,3.0,4.0,1.0,,,,1.0,1.0,3.0,3.0,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,
14572738,home,Maccabi Tel Aviv,Issouf Sissokho,,,sissokho-issouf,I. Sissokho,M,28,173,268,M,1104948,EUR,1012348800,M,28,28,False,53.0,50.0,3.0,2.0,0.0,25.0,25.0,25.0,28.0,7.0,,,90.0,64.0,6.2,8.0,0.0321239,,2,,-0.05,0.24,-0.45,,,,1.0,3.0,4.0,,1.0,2.0,,,,2.0,2.0,2.0,1.0,,1.0,0.0699,-0.05,,,2.0,1.0,1.0,0.2005,,,,,,,,
14572738,home,Maccabi Tel Aviv,Hélio Varela,,,varela-helio,H. Varela,F,29,176,600,M,1094395,EUR,1020384000,M,29,29,False,24.0,19.0,,,0.0,2.0,3.0,17.0,21.0,2.0,,,68.0,39.0,6.6,13.0,0.152286,,0,,0.27,0.06,-0.21,,4.0,1.0,2.0,7.0,5.0,2.0,,5.0,1.0,,,1.0,,2.0,1.0,,,,,,,1.0,,,,2.0,,,,,,,
14572738,home,Maccabi Tel Aviv,Kristijan Belić,,,kristijan-belic,K. Belić,M,17,177,617,M,994591,EUR,985392000,M,17,17,False,44.0,37.0,3.0,3.0,0.0,16.0,17.0,21.0,27.0,6.0,,,90.0,62.0,6.8,14.0,0.0503442,,1,,0.02,0.1,-0.18,,1.0,,1.0,5.0,9.0,1.0,2.0,4.0,3.0,,,5.0,3.0,3.0,,1.0,1.0,0.0525,-0.05,,,1.0,,,,1.0,,,,,,,
14572738,home,Maccabi Tel Aviv,Kervin Andrade,Kervin Andrade,,kervin-andrade,K. Andrade,F,10,163,2620,M,1117065,EUR,1113350400,M,10,10,False,23.0,14.0,3.0,1.0,0.0,5.0,6.0,9.0,17.0,3.0,,,90.0,39.0,6.2,15.0,0.0150156,,2,,-0.2,0.23,-0.18,,,,,2.0,3.0,,1.0,1.0,1.0,,,1.0,,4.0,1.0,1.0,2.0,0.0585,-0.26,,,,,,,,,,,,,,
