match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_hitWoodwork,stat_totalOffside,stat_goals
10385390,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,44.0,28.0,26.0,11.0,17.0,21.0,11.0,23.0,2.0,10.0,1.0,3.0,6.0,90.0,57.0,7.0,16.0,0.0,0.0,0.0057042,0,-0.5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385390,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,22.0,21.0,2.0,1.0,16.0,17.0,6.0,6.0,,5.0,,,,71.0,35.0,6.6,3.0,0.0,0.0,0.125719,0,,True,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385390,home,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,30,30,False,69.0,57.0,14.0,6.0,39.0,41.0,19.0,29.0,3.0,1.0,,,,90.0,76.0,6.5,13.0,0.0,0.0,0.070205,0,,,1.0,1.0,3.0,1.0,4.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385390,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,62.0,53.0,7.0,3.0,32.0,34.0,21.0,28.0,2.0,2.0,1.0,,,90.0,74.0,7.1,9.0,0.025,0.0807,0.105564,1,,,,,2.0,4.0,3.0,1.0,,2.0,1.0,,,,1.0,,,1.0,5.0,2.0,1.0,,,,,,,,,,,,
10385390,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,41.0,32.0,3.0,2.0,12.0,14.0,23.0,31.0,6.0,7.0,,,,90.0,66.0,6.8,12.0,0.0,0.0,0.122874,0,,,4.0,3.0,,2.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
10385390,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,46.0,40.0,3.0,3.0,9.0,10.0,31.0,38.0,1.0,6.0,,,,90.0,63.0,7.0,12.0,0.3273,0.0,0.369009,3,,,2.0,,,3.0,3.0,,,,2.0,2.0,,,1.0,2.0,1.0,,,,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
10385390,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,24.0,18.0,,,12.0,15.0,6.0,9.0,,5.0,,,,45.0,33.0,6.8,6.0,0.0,0.0,0.00243395,0,,,,,,4.0,4.0,1.0,1.0,4.0,3.0,3.0,,,,,,,1.0,3.0,,,,,,,1.0,,,,,,
10385390,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,20.0,17.0,,,2.0,3.0,15.0,17.0,1.0,3.0,,,,61.0,31.0,6.6,8.0,0.1237,0.0,0.174069,2,,,,,3.0,4.0,4.0,,2.0,1.0,,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,
10385390,home,Everton,Demarai Gray,demarai-gray,D. Gray,M,10,184,1780,M,,355152,EUR,835920000,F,11,11,False,35.0,31.0,1.0,,6.0,6.0,27.0,36.0,,4.0,,,,90.0,53.0,7.2,13.0,0.0319,0.0,0.105243,1,,,7.0,2.0,1.0,,4.0,,,1.0,1.0,1.0,,,,4.0,2.0,,,,2.0,,,,1.0,,,,,,,,
10385390,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,13.0,8.0,,,,1.0,8.0,12.0,,2.0,,,,61.0,26.0,6.8,11.0,0.5173,0.4673,0.122591,3,,,,,6.0,3.0,7.0,,1.0,,,,,,1.0,4.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,
