match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11408423,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,False,24.0,16.0,13.0,5.0,12.0,14.0,4.0,10.0,6.0,1.0,1.0,2.0,90.0,29.0,7.2,8.0,0.00051055,0,0.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408423,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,D,6,6,False,39.0,26.0,7.0,2.0,16.0,19.0,10.0,20.0,8.0,,,,90.0,53.0,7.7,13.0,0.00251881,1,,,,1.0,6.0,4.0,14.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,2.0,0.1195,,,,,,,,,,,,,,,,,,
11408423,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,33.0,24.0,6.0,3.0,21.0,26.0,3.0,7.0,3.0,,,,90.0,45.0,7.3,11.0,0.00332289,1,,,,1.0,4.0,1.0,5.0,,,,,5.0,1.0,1.0,,0.1409,1.0,1.0,1.0,,,,,,,,,,,,,,,
11408423,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,28.0,22.0,5.0,2.0,18.0,21.0,4.0,7.0,3.0,,,,90.0,36.0,7.0,6.0,0.00215208,0,,,,2.0,3.0,5.0,6.0,1.0,,,,2.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,
11408423,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,31.0,23.0,2.0,,10.0,12.0,16.0,26.0,2.0,,,,81.0,61.0,7.7,19.0,0.275449,1,,,,1.0,,2.0,4.0,,,,1.0,,2.0,2.0,1.0,0.0251,,,,2.0,1.0,7.0,3.0,2.0,5.0,,,,,,,,,
11408423,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,29.0,22.0,4.0,3.0,7.0,10.0,16.0,27.0,5.0,,,,85.0,50.0,7.3,17.0,0.11253,1,,,,,,5.0,7.0,1.0,3.0,1.0,1.0,,3.0,2.0,2.0,0.0117,,,1.0,3.0,,8.0,1.0,1.0,1.0,True,,,,,,,,
11408423,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,37.0,31.0,3.0,,12.0,13.0,21.0,27.0,6.0,,,,90.0,45.0,7.1,7.0,0.100155,0,,Tomás Händel,,,2.0,1.0,4.0,1.0,,,,,2.0,2.0,,,,,1.0,,,3.0,2.0,,2.0,,,,,,,,,
11408423,home,Vitória SC,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,M,19,19,False,31.0,23.0,2.0,2.0,7.0,8.0,17.0,26.0,5.0,,,,90.0,51.0,7.0,14.0,0.0775495,1,,Ricardo,Mangas,2.0,1.0,5.0,3.0,1.0,,,,,,,1.0,0.1163,1.0,,2.0,2.0,,3.0,1.0,1.0,,,1.0,,,,,,,
11408423,home,Vitória SC,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,F,11,11,False,20.0,17.0,1.0,,2.0,3.0,15.0,19.0,5.0,,,,86.0,41.0,7.4,14.0,0.040067,4,,,,1.0,1.0,8.0,6.0,2.0,3.0,1.0,1.0,,2.0,1.0,2.0,0.2146,1.0,,,2.0,,2.0,,6.0,1.0,,1.0,2.0,1.0,1.0,,,,
11408423,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,79,79,False,13.0,12.0,,,2.0,2.0,10.0,11.0,1.0,,,,81.0,24.0,6.6,6.0,0.0140316,0,,,,3.0,,5.0,3.0,,,,,,,,1.0,,,,,3.0,,,,4.0,,,1.0,,,2.0,,,,
