match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_dispossessed,stat_totalCross,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,captain,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_punches
14064460,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186.0,2098,M,164055,EUR,767232000,G,30,30,False,24.0,21.0,5.0,2.0,0.0,19.0,20.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,90.0,33.0,6.8,3.0,0.00043938,29.28660517902,5.0,13.44,4.935,0.8216,0,-0.0519,0.07,-0.04,-0.06,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064460,home,Stade Rennais,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173.0,2225,M,1049515,EUR,960076800,D,36,36,False,44.0,39.0,6.0,4.0,0.0,19.0,20.0,20.0,24.0,3.0,6.0,,,,90.0,57.0,7.3,7.0,0.0359049,281.33752319687,20.0,229.215,35.805,,0,,0.29,0.25,-0.11,,Alidu Seidu,,2.0,3.0,6.0,8.0,1.0,1.0,1.0,4.0,3.0,128.2323871162,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
14064460,home,Stade Rennais,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186.0,600,M,991479,EUR,991094400,D,24,24,False,42.0,32.0,5.0,2.0,0.0,18.0,22.0,14.0,20.0,4.0,3.0,,,,90.0,54.0,6.5,13.0,0.00668048,74.954020179776,8.0,55.125,26.355,,0,,0.18,0.05,-0.12,,,,3.0,3.0,5.0,4.0,1.0,,,1.0,,29.441898732928,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
14064460,home,Stade Rennais,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184.0,576,M,988907,EUR,941500800,D,3,3,False,55.0,40.0,7.0,3.0,0.0,15.0,20.0,25.0,35.0,,5.0,,,,90.0,72.0,6.6,20.0,0.0215296,323.41931584946,25.0,261.87,35.91,,1,,0.16,0.31,-0.21,,,,2.0,2.0,5.0,4.0,,1.0,,1.0,2.0,131.39814775184,6.0,,1.0,1.0,1.0,1.0,1.0,0.026,-0.1,,,,,,,,,,,,,,
14064460,home,Stade Rennais,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172.0,1149,M,581314,EUR,786758400,M,21,21,False,63.0,55.0,1.0,1.0,0.0,25.0,26.0,30.0,37.0,1.0,8.0,,,,90.0,78.0,7.8,13.0,0.305274,143.31023605582,17.0,50.61,16.485,,1,,0.42,0.18,0.18,,,,2.0,3.0,5.0,9.0,2.0,4.0,1.0,,3.0,16.719095938477,1.0,4.0,1.0,1.0,,,3.0,0.0275,-0.06,True,1.0,2.0,1.0,1.0,0.0508,,,,,,,,
14064460,home,Stade Rennais,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176.0,5767,M,286909,EUR,797644800,M,95,95,False,46.0,35.0,10.0,5.0,0.0,12.0,13.0,23.0,33.0,2.0,5.0,,,,89.0,81.0,7.4,21.0,0.136808,109.95277318173,13.0,-4.41,10.815,,1,,0.35,0.12,0.14,,,,,,,4.0,,4.0,1.0,,1.0,24.402052900051,2.0,2.0,,8.0,,2.0,3.0,0.0338,-0.05,,,,1.0,,0.0191,przemek.franek_,1.0,,,,,,
14064460,home,Stade Rennais,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800,M,45,45,False,36.0,27.0,1.0,1.0,0.0,10.0,11.0,17.0,25.0,,4.0,,,,90.0,50.0,6.5,15.0,0.0371364,203.82886472645,16.0,79.8,32.55,,2,,-0.27,0.32,-0.07,,,,4.0,4.0,7.0,5.0,2.0,,,1.0,1.0,113.06612982467,7.0,,,3.0,2.0,,,0.0936,-0.22,,,,,,,,,,,,,,
14064460,home,Stade Rennais,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173.0,1164,M,1102502,EUR,1021507200,M,26,26,False,24.0,17.0,2.0,1.0,0.0,5.0,6.0,12.0,18.0,,3.0,,,,73.0,47.0,7.2,17.0,0.500827,168.98045948466,17.0,66.675,15.96,,2,,0.56,0.24,-0.08,,Quentin Merlin,,,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,45.65674042936,3.0,2.0,,11.0,1.0,1.0,1.0,0.0283,-0.18,,,,,,,,4.0,1.0,1.0,1.0,,,
14064460,home,Stade Rennais,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175.0,5388,M,876600,EUR,865900800,M,11,11,False,19.0,17.0,,,0.0,5.0,5.0,12.0,14.0,,2.0,,,,80.0,40.0,6.6,13.0,0.460747,161.29585784292,10.0,25.305,20.685,,2,,0.55,0.27,-0.06,,,,,,8.0,1.0,2.0,1.0,1.0,,1.0,70.107170654817,4.0,3.0,4.0,4.0,,,1.0,0.0527,-0.01,,1.0,,1.0,,0.066,,1.0,1.0,1.0,,,,
14064460,home,Stade Rennais,Breel Embolo,breel-embolo,B. Embolo,F,7,185.0,4494,M,352296,EUR,855878400,F,7,7,False,7.0,6.0,,,0.0,,,6.0,7.0,3.0,3.0,,,,90.0,21.0,7.6,6.0,0.02866,28.74556341859,4.0,2.835,7.875,,1,,0.11,-0.21,0.21,,,,,,8.0,3.0,3.0,,2.0,2.0,4.0,,,2.0,1.0,,,,,0.3896,0.49,,1.0,1.0,1.0,,0.8847,breelembolo97,,1.0,,2.0,1.0,,
