match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wonContest,stat_wasFouled,captain,stat_bigChanceCreated,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352342,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,39.0,37.0,2.0,37.0,38.0,1.0,1.0,1.0,5.0,2.0,90.0,47.0,7.0,2.0,7.446e-05,0,0.1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352342,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,48.0,37.0,2.0,21.0,25.0,25.0,1.0,1.0,3.0,,90.0,70.0,7.3,17.0,0.0155881,2,,2.0,16.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.2158,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352342,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,62.0,54.0,9.0,42.0,47.0,15.0,4.0,4.0,3.0,,90.0,74.0,7.5,11.0,0.00631794,1,,7.0,12.0,,4.0,5.0,,,,,1.0,,5.0,2.0,0.062,,tosinadarabioyo,1.0,1.0,0.2856,,,,,,,,,,,,,,,,,,,
11352342,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,87.0,79.0,4.0,61.0,66.0,21.0,,,3.0,,75.0,94.0,7.5,8.0,0.00531097,0,,2.0,18.0,,2.0,2.0,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11352342,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,60.0,48.0,12.0,31.0,37.0,28.0,1.0,2.0,4.0,,90.0,90.0,6.5,22.0,0.082645,1,,7.0,20.0,5.0,2.0,12.0,2.0,4.0,,,1.0,,2.0,,0.0448,1.0,,1.0,1.0,0.1946,,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,
11352342,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,45.0,35.0,3.0,24.0,25.0,20.0,1.0,9.0,3.0,,90.0,70.0,7.3,13.0,0.00494235,4,,1.0,11.0,,1.0,5.0,,4.0,1.0,3.0,1.0,,1.0,1.0,0.3364,,Palhinha,1.0,2.0,0.3839,,1.0,,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,
11352342,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,False,104.0,97.0,9.0,42.0,43.0,64.0,1.0,5.0,6.0,,90.0,119.0,8.1,11.0,0.454605,1,,5.0,56.0,3.0,,2.0,1.0,3.0,,1.0,,,1.0,1.0,0.0238,5.0,,,,,,1.0,1.0,,,,2.0,2.0,True,1.0,,,,,,,,,
11352342,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,32.0,28.0,2.0,9.0,9.0,25.0,1.0,3.0,9.0,,90.0,47.0,7.6,6.0,0.313413,4,,2.0,20.0,2.0,3.0,5.0,1.0,,,2.0,1.0,,,,0.1717,4.0,,1.0,,0.0662,,,1.0,,,,,2.0,,1.0,,,1.0,,,,,,
11352342,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,41.0,34.0,2.0,10.0,13.0,40.0,,3.0,4.0,,90.0,67.0,7.1,19.0,0.250403,6,,1.0,27.0,12.0,2.0,4.0,1.0,1.0,1.0,4.0,,,1.0,,0.1849,3.0,andreaspereira,,,,,,3.0,1.0,1.0,,,2.0,,,,,2.0,2.0,,,,,
11352342,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,68.0,58.0,8.0,15.0,18.0,57.0,,6.0,,,90.0,96.0,7.4,22.0,0.252261,2,,7.0,45.0,7.0,1.0,6.0,3.0,4.0,,,,,,,0.0615,3.0,willianborges88,,2.0,,,,2.0,1.0,1.0,,2.0,3.0,,,,,2.0,,,,,,
