match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_totalContest,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12436940,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,38.0,32.0,11.0,5.0,0.0,30.0,30.0,2.0,8.0,1.0,9.0,1.0,1.0,1.0,90.0,45.0,6.7,6.0,0.00063432,0,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436940,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,51.0,48.0,2.0,1.0,0.0,17.0,18.0,31.0,34.0,4.0,3.0,,,,90.0,65.0,6.9,5.0,0.020426,1,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0269,,,,,,,,,,,,,,,,,,,,
12436940,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,63.0,56.0,10.0,4.0,0.0,41.0,42.0,15.0,21.0,10.0,3.0,,,,90.0,80.0,7.3,8.0,0.00556233,0,,,2.0,2.0,6.0,,,,1.0,1.0,,,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
12436940,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,56.0,49.0,5.0,1.0,0.0,33.0,36.0,16.0,20.0,3.0,5.0,,,,90.0,65.0,7.3,7.0,0.00433445,2,,,1.0,3.0,3.0,,,,,,2.0,0.1646,1.0,,1.0,,,,1.0,1.0,1.0,2.0,0.5745,,,,,,,,,
12436940,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,52.0,40.0,7.0,2.0,0.0,15.0,17.0,25.0,39.0,2.0,3.0,,,,90.0,71.0,6.3,18.0,0.0421133,0,,4.0,,7.0,3.0,3.0,,,1.0,1.0,3.0,,1.0,,,,,,,,,1.0,,True,1.0,,,,,,,
12436940,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,43.0,43.0,4.0,4.0,0.0,16.0,16.0,32.0,37.0,1.0,5.0,,,,83.0,66.0,8.3,8.0,0.249158,2,,10.0,3.0,5.0,4.0,,1.0,1.0,1.0,1.0,1.0,0.1316,2.0,1.0,2.0,2.0,,,1.0,,,1.0,0.5631,,,5.0,7.0,,,,,
12436940,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,49.0,40.0,3.0,2.0,0.0,14.0,17.0,26.0,32.0,3.0,3.0,,,,90.0,58.0,7.2,9.0,0.0222192,1,,,,,4.0,,,,1.0,1.0,1.0,0.0785,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,
12436940,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,11,11,False,26.0,23.0,1.0,1.0,1.0,9.0,9.0,17.0,26.0,,5.0,,,,89.0,44.0,7.5,12.0,0.746325,2,,9.0,1.0,5.0,4.0,1.0,,,,,2.0,0.1957,1.0,,,2.0,,,1.0,1.0,,1.0,0.5331,,3.0,3.0,3.0,adamatrd,2.0,2.0,1.0,
12436940,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,37.0,32.0,1.0,1.0,0.0,11.0,13.0,21.0,24.0,,5.0,,,,82.0,46.0,7.5,8.0,0.0266332,3,,,1.0,3.0,2.0,,,1.0,,,1.0,0.562,,,,2.0,,,1.0,1.0,1.0,1.0,0.7773,,2.0,,,esr,1.0,,,
12436940,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,35.0,33.0,4.0,4.0,0.0,11.0,11.0,24.0,32.0,1.0,6.0,,,,89.0,58.0,7.2,14.0,0.175701,4,,8.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,0.2315,,,,3.0,,,1.0,1.0,,,0.1074,,2.0,2.0,2.0,alexanderiwobi,,,,
