match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_aerialWon,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_shotOffTarget,captain,stat_goals,stat_totalOffside,stat_challengeLost,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
14053692,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190,4420,M,927359,EUR,995846400,G,1,1,False,51.0,31.0,28.0,8.0,0.0,26.0,30.0,5.0,21.0,9.0,3.0,1.0,1.0,90.0,61.0,7.2,21.0,0.00224937,112.38892892786,18.0,66.15,9.555,0.1773,0,0.0577,0.07,0.04,0.23,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053692,home,AFC Ajax,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177,710,M,970860,EUR,954720000,D,2,2,False,29.0,25.0,2.0,1.0,0.0,19.0,21.0,6.0,8.0,6.0,,,,90.0,52.0,7.2,6.0,0.00374637,92.75955211426,13.0,-6.615,13.545,,1,,-0.16,0.06,0.42,,,,2.0,2.0,3.0,6.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,0.1832,0.4243,-0.31,,,,,,,,,,,,,,,,,,
14053692,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,D,6,6,False,45.0,41.0,3.0,,0.0,31.0,32.0,10.0,13.0,6.0,,,,90.0,68.0,7.3,5.0,0.00760828,74.009519884499,14.0,-2.52,9.975,,1,,-0.02,0.09,0.53,,,,,,,4.0,1.0,1.0,,10.0,1.0,2.0,2.0,1.0,1.0,,0.0976,,0.0,1.0,1.0,,,,,,,,,,,,,,,,
14053692,home,AFC Ajax,Aaron Bouwman,aaron-bouwman,A. Bouwman,D,3,188,790,M,1586649,EUR,1188259200,D,30,30,False,52.0,47.0,6.0,5.0,0.0,39.0,42.0,8.0,10.0,,,,,90.0,67.0,6.9,6.0,0.00753825,139.12277353885,16.0,91.35,16.905,,0,,0.09,0.08,0.33,,Aaron Bouwman,,,3.0,5.0,1.0,,,,7.0,1.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
14053692,home,AFC Ajax,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,4,4,False,62.0,58.0,4.0,1.0,0.0,51.0,52.0,7.0,10.0,2.0,,,,90.0,74.0,7.3,4.0,0.0074794,219.3892188805,29.0,72.765,17.22,,0,,0.03,0.09,0.7,,,,,2.0,3.0,2.0,,,,8.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14053692,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,False,28.0,23.0,,,0.0,16.0,19.0,7.0,9.0,3.0,,,,66.0,41.0,6.6,7.0,0.0963504,128.08186899246,12.0,32.34,17.22,,1,,0.16,0.27,0.16,,,,1.0,1.0,4.0,1.0,,,,,,3.0,1.0,,,2.0,0.0822,,-0.24,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,
14053692,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4711,M,1155158,EUR,1080777600,M,10,10,False,26.0,21.0,3.0,,1.0,8.0,10.0,13.0,16.0,3.0,,,,74.0,45.0,7.5,13.0,0.046186,189.51806928825,19.0,76.23,25.725,,2,,0.14,0.78,0.22,,Oscar Gloukh,,2.0,,2.0,7.0,3.0,2.0,1.0,,,,3.0,1.0,2.0,,0.2482,0.1017,-0.52,,3.0,,,1.0,2.0,1.0,,,,,,,,,,,
14053692,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,18,18,False,17.0,13.0,2.0,,0.0,6.0,8.0,7.0,9.0,2.0,,,,67.0,26.0,7.7,6.0,0.0123997,39.520845378209,7.0,-13.86,5.355,,1,,-0.09,0.0,0.31,,,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0405,0.0528,0.55,,,,,,,,True,1.0,1.0,,,,,,,,
14053692,home,AFC Ajax,Sean Steur,sean-steur,S. Steur,M,48,180,722,M,1859920,EUR,1200009600,M,48,48,False,34.0,32.0,1.0,1.0,0.0,17.0,17.0,15.0,17.0,2.0,,,,74.0,43.0,6.9,3.0,0.0368421,197.11859686705,21.0,110.88,28.77,,1,,0.07,0.2,0.2,,Sean Steur,,,1.0,3.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,,,0.0965,,-0.52,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,
14053692,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176,3962,M,1149146,EUR,1118102400,M,11,11,False,24.0,22.0,,,1.0,9.0,11.0,13.0,13.0,5.0,,,,90.0,39.0,8.2,8.0,0.533619,184.68226742858,16.0,85.68,27.405,,2,,0.79,0.49,0.15,,Mika Godts,,,,5.0,4.0,5.0,2.0,1.0,,,,1.0,,1.0,1.0,0.173,0.0606,-0.41,,1.0,,,1.0,5.0,1.0,,,,,,,,,,,
