match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,captain,stat_errorLeadToAGoal,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,stat_outfielderBlock
10408429,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,24.0,15.0,11.0,2.0,14.0,16.0,1.0,8.0,1.0,7.0,1.0,1.0,90.0,28.0,6.3,9.0,0.0,0.0,0.00018325,0,-0.8718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,56.0,50.0,1.0,1.0,20.0,21.0,30.0,36.0,,4.0,,,90.0,78.0,7.5,9.0,0.0,0.0,0.370109,0,,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,62.0,61.0,1.0,1.0,30.0,30.0,31.0,32.0,2.0,4.0,,,90.0,68.0,6.8,1.0,0.0,0.0,0.0131116,0,,,1.0,4.0,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,62.0,58.0,9.0,8.0,40.0,40.0,18.0,22.0,4.0,6.0,,,90.0,71.0,6.9,4.0,0.0,0.0,0.00706124,0,,,4.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,2.0,,3.0,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,90.0,85.0,11.0,8.0,37.0,39.0,48.0,51.0,1.0,7.0,,,90.0,104.0,7.0,9.0,0.0,0.0,0.0643605,0,,,2.0,2.0,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,D,21,21,False,61.0,55.0,4.0,3.0,17.0,17.0,40.0,55.0,,9.0,,,90.0,98.0,7.8,23.0,0.1623,0.2415,0.528604,3,,11.0,6.0,7.0,,1.0,8.0,4.0,1.0,,3.0,2.0,3.0,3.0,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10408429,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,45.0,38.0,,,12.0,12.0,26.0,35.0,,7.0,,,89.0,62.0,7.1,11.0,0.5286,0.9437,0.134091,4,,2.0,3.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,3.0,1.0,,1.0,1.0,,,,,,,
10408429,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,113.0,102.0,7.0,3.0,40.0,41.0,62.0,73.0,,6.0,,,90.0,122.0,6.8,16.0,0.0317,0.0,0.089838,2,,1.0,3.0,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,2.0,,,,,,True,,,,,,
10408429,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,54.0,49.0,6.0,5.0,10.0,12.0,39.0,43.0,,6.0,,,78.0,63.0,7.2,8.0,0.0,0.0,0.0390239,0,,1.0,1.0,4.0,,,,,,,3.0,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10408429,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,17.0,12.0,1.0,,3.0,4.0,9.0,14.0,,1.0,,,64.0,30.0,6.2,13.0,0.3246,0.0,0.518928,1,,1.0,5.0,2.0,,2.0,5.0,2.0,1.0,,,,2.0,1.0,,,,,,,1.0,,1.0,,,,3.0,,,1.0,,,,,
10408429,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,8,8,False,50.0,43.0,1.0,1.0,8.0,8.0,36.0,48.0,1.0,4.0,,,90.0,71.0,9.5,13.0,1.2472,1.4442,0.32304,8,,6.0,2.0,3.0,1.0,,1.0,,,,,,,3.0,,1.0,2.0,,,,,1.0,5.0,3.0,,1.0,1.0,,,,2.0,,,,
