match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_penaltyConceded
12117276,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,24.0,20.0,7.0,3.0,0.0,17.0,17.0,3.0,7.0,7.0,1.0,1.0,4.0,4.0,90.0,35.0,7.2,4.0,0.00094836,0,0.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180,356,M,122971,EUR,685152000,D,27,27,False,29.0,23.0,3.0,1.0,0.0,8.0,10.0,16.0,26.0,2.0,,,,,76.0,48.0,6.4,14.0,0.0287254,0,,,,7.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,77,77,False,50.0,45.0,6.0,3.0,0.0,26.0,27.0,19.0,23.0,6.0,,,,,90.0,58.0,7.4,7.0,0.0128119,1,,,,,,,3.0,6.0,,1.0,,1.0,3.0,1.0,,,True,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.225,0.8081,,,,,,,,,,,,
12117276,home,Vitória,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,False,52.0,48.0,7.0,4.0,0.0,34.0,34.0,14.0,18.0,3.0,,,,,90.0,61.0,6.9,4.0,0.00593089,0,,,,,,1.0,3.0,3.0,,,,3.0,2.0,1.0,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,
12117276,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,False,37.0,30.0,3.0,1.0,1.0,13.0,17.0,19.0,24.0,9.0,,,,,90.0,67.0,7.6,13.0,0.230998,3,,,,4.0,2.0,1.0,4.0,6.0,2.0,1.0,,4.0,2.0,,,1.0,,4.0,,,,4.0,2.0,1.0,0.1511,,,1.0,2.0,1.0,,,,,,,,
12117276,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,32.0,29.0,3.0,2.0,0.0,10.0,10.0,19.0,22.0,3.0,,,,,76.0,40.0,6.9,6.0,0.0272019,0,,,,,,2.0,4.0,4.0,,,,,2.0,1.0,,1.0,,2.0,1.0,,,1.0,,3.0,,,1.0,,,,,,,,,,,
12117276,home,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,870943,EUR,762307200,M,28,28,False,33.0,31.0,1.0,1.0,0.0,12.0,12.0,19.0,22.0,1.0,,,,,62.0,45.0,7.1,4.0,0.0141219,2,,,,1.0,,1.0,2.0,4.0,,1.0,1.0,1.0,3.0,,,,,,1.0,,,1.0,1.0,,0.0662,,,,2.0,,,,,,,,,
12117276,home,Vitória,Gustavo Silva,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,M,7,7,False,24.0,21.0,2.0,,0.0,4.0,5.0,18.0,25.0,5.0,,,,,76.0,39.0,6.5,13.0,0.0746157,0,,,,6.0,1.0,,4.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,
12117276,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,M,30,30,False,30.0,26.0,2.0,1.0,0.0,5.0,6.0,23.0,31.0,6.0,,,,,90.0,55.0,7.9,17.0,0.30863,0,,,,7.0,2.0,1.0,7.0,6.0,1.0,3.0,2.0,,,3.0,1.0,4.0,,,1.0,,,1.0,,6.0,,,,,,,4.0,1.0,,,,,,
12117276,home,Vitória,Everaldo,everaldo,Everaldo,M,,172,208,M,923951,EUR,770083200,M,37,37,False,17.0,15.0,2.0,2.0,0.0,4.0,4.0,11.0,18.0,,,,,,62.0,29.0,6.7,9.0,0.0105503,0,,,,5.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,2.0,,,,,,,
12117276,home,Vitória,Alerrandro,alerrandro,Alerrandro,F,9,180,1551,M,923948,EUR,947635200,F,9,9,False,18.0,13.0,,,0.0,3.0,5.0,10.0,13.0,3.0,,,,,90.0,38.0,7.0,12.0,0.0120248,3,,,,,,3.0,11.0,3.0,3.0,2.0,,2.0,,2.0,,,,2.0,1.0,2.0,1.0,3.0,,1.0,0.8623,1.0464,,,,1.0,1.0,,,,,,,
12117276,home,Vitória,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,36,36,True,23.0,19.0,5.0,3.0,0.0,8.0,9.0,12.0,16.0,5.0,,,,,28.0,30.0,6.8,6.0,0.0416176,2,,,,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,0.0568,,,,,2.0,,,,,,,,
12117276,home,Vitória,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,96,96,True,8.0,7.0,2.0,1.0,0.0,,,7.0,9.0,3.0,,,,,28.0,15.0,6.9,4.0,0.0184128,1,,,,1.0,,,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,0.0348,,,,1.0,,,,,,,,,
12117276,home,Vitória,Willean Lepo,willean-lepo,W. Lepo,D,2,180,184,M,868076,EUR,853372800,D,97,97,True,8.0,5.0,,,0.0,3.0,3.0,2.0,5.0,,,,,,14.0,15.0,6.9,3.0,0.00152734,0,,,,,,,1.0,4.0,,,,,4.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,
12117276,home,Vitória,Leo Naldi,leo-naldi,L. Naldi,M,18,177,232,M,1101061,EUR,998092800,M,5,5,True,7.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,1.0,,,,,14.0,9.0,6.5,4.0,0.00576377,0,,Leo Naldi,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
12117276,home,Vitória,Zé Hugo,ze-hugo,Z. Hugo,F,11,177,217,M,1166468,EUR,940118400,F,17,17,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,14.0,6.0,6.3,4.0,0.011761,0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
12117276,home,Vitória,Muriel,muriel,Muriel,G,1,190,339,M,108486,EUR,540259200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Yuri Sena,yuri-sena,Y. Sena,G,71,190,93,M,905464,EUR,978480000,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Andrei,andrei,Andrei,D,53,201,8,,1972972,EUR,1114819200,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,Andrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Bruno Uvini,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Pablo Santos,pablo,P. Santos,M,62,175,146,M,1841330,EUR,1059868800,M,62,62,True,,,,,,,,,,,,,,,,,,,,0,,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Jean Mota,jean-mota,J. Mota,M,17,172,476,M,243231,EUR,750643200,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,home,Vitória,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,True,,,,,,,,,,,,,,,,,,,,0,,Janderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117276,away,Fluminense,Fábio,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,22.0,14.0,9.0,1.0,0.0,14.0,16.0,,6.0,9.0,,1.0,1.0,1.0,90.0,29.0,6.5,8.0,1.727e-05,0,-0.1455,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
12117276,away,Fluminense,Samuel Xavier,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,40.0,32.0,2.0,,0.0,16.0,21.0,16.0,20.0,1.0,,,,,90.0,60.0,6.6,12.0,0.0540264,0,,,,1.0,,2.0,4.0,3.0,,,,2.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,2.0,,,,,,,
