match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_lastManTackle,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_hitWoodwork
12764193,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2826,M,791773,EUR,796003200,G,1,1,False,43.0,31.0,22.0,10.0,0.0,24.0,27.0,7.0,16.0,1.0,13.0,1.0,1.0,1.0,3.0,90.0,53.0,7.6,12.0,0.00098778,0,0.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764193,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,24.0,16.0,3.0,1.0,0.0,5.0,8.0,12.0,17.0,3.0,5.0,,,,,45.0,34.0,7.0,9.0,0.183571,0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764193,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,901,M,838159,EUR,859680000,D,5,5,False,42.0,39.0,2.0,1.0,0.0,28.0,29.0,11.0,13.0,2.0,1.0,,,,,90.0,52.0,7.0,3.0,0.00585263,0,,,,1.0,7.0,1.0,,,,5.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12764193,home,Real Sociedad,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,21,188,25685,M,877102,EUR,828144000,D,21,21,False,73.0,63.0,9.0,4.0,0.0,46.0,47.0,17.0,26.0,3.0,2.0,1.0,,,,90.0,85.0,7.0,12.0,0.00603062,1,,,,1.0,2.0,1.0,1.0,,,1.0,6.0,1.0,,3.0,,,nayefaguard,1.0,1.0,1.0,2.0,1.0,0.0302,,,,,,,,,,,
12764193,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,423,M,966441,EUR,871689600,D,3,3,False,37.0,29.0,5.0,,0.0,16.0,18.0,14.0,22.0,4.0,6.0,3.0,,,,90.0,60.0,6.4,15.0,0.0409028,0,,3.0,1.0,1.0,,,,2.0,,3.0,11.0,1.0,,4.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,
12764193,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2008,M,845385,EUR,852595200,M,23,23,False,41.0,37.0,1.0,1.0,0.0,12.0,14.0,27.0,34.0,3.0,3.0,1.0,,,,90.0,64.0,6.5,15.0,0.123601,1,,7.0,2.0,,3.0,2.0,2.0,2.0,2.0,3.0,10.0,,,2.0,,,,3.0,,,,,0.078,2.0,1.0,1.0,,,,,,,,
12764193,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26374,M,966837,EUR,917913600,M,4,4,False,45.0,39.0,5.0,4.0,0.0,16.0,17.0,23.0,28.0,5.0,6.0,,,,,90.0,59.0,7.2,9.0,0.0222546,1,,,,1.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,,,,,martin_zubimendi,1.0,1.0,1.0,,,0.0843,,,,1.0,,,,,,,
12764193,home,Real Sociedad,Luka Sučić,luka-sucic,L. Sučić,M,24,185,6255,M,949156,EUR,1031443200,M,24,24,False,18.0,13.0,,,0.0,6.0,10.0,7.0,9.0,1.0,3.0,,,,,45.0,24.0,6.4,6.0,0.00515276,1,,1.0,,,,1.0,,,,2.0,3.0,1.0,,,,,luka_sucic,,,1.0,,1.0,0.0855,1.0,,,,,,,,,,
12764193,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23735,M,880218,EUR,991612800,F,14,14,False,32.0,27.0,2.0,1.0,1.0,9.0,9.0,18.0,27.0,5.0,2.0,3.0,,,,87.0,52.0,8.8,14.0,0.533703,4,,4.0,,1.0,,1.0,1.0,2.0,1.0,,2.0,,,,,,KuboTake,1.0,1.0,1.0,,,0.1394,,,1.0,,1.0,2.0,1.0,0.9593,,,
12764193,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11885,M,823622,EUR,861580800,F,10,10,False,10.0,7.0,1.0,,0.0,3.0,4.0,4.0,7.0,2.0,,1.0,,,,87.0,25.0,6.6,9.0,0.0250633,2,,1.0,,1.0,1.0,,,5.0,,3.0,3.0,,,1.0,,,mikel10oyar,,,2.0,2.0,,0.64,,1.0,,,,,,,True,,
