match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_lastManTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside,stat_clearanceOffLine,stat_blockedScoringAttempt
10433791,home,MKE Ankaragücü,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188.0,109,M,225012,EUR,788918400,G,32,32,False,24.0,7.0,21.0,4.0,3.0,6.0,4.0,18.0,1.0,1.0,3.0,8.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,33.0,7.6,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,,178.0,215,,115666,EUR,680918400,D,24,24,False,49.0,34.0,10.0,5.0,16.0,24.0,18.0,26.0,1.0,6.0,6.0,9.0,,,,,,,90.0,66.0,7.5,17.0,1,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,4,4,False,42.0,28.0,9.0,2.0,22.0,26.0,6.0,16.0,1.0,6.0,3.0,12.0,,,,,,,90.0,54.0,7.2,16.0,0,,1.0,3.0,1.0,,,1.0,3.0,3.0,,Atakan Cankaya,,1.0,1.0,1.0,2.0,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,46.0,32.0,5.0,3.0,15.0,22.0,17.0,24.0,1.0,6.0,3.0,9.0,,,,,,,90.0,60.0,7.6,15.0,0,,1.0,2.0,,,,3.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10433791,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,M,17,17,False,21.0,18.0,3.0,2.0,4.0,4.0,15.0,22.0,,4.0,,7.0,,,,,,,90.0,48.0,7.5,10.0,2,5.0,2.0,6.0,1.0,,1.0,1.0,2.0,,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,
10433791,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186.0,193,M,982317,EUR,974246400,M,14,14,False,28.0,23.0,1.0,1.0,12.0,14.0,11.0,14.0,,2.0,,8.0,,,,,,,82.0,42.0,6.2,10.0,0,,2.0,8.0,3.0,2.0,,2.0,1.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,48,48,False,21.0,13.0,1.0,,3.0,4.0,10.0,18.0,,2.0,,2.0,,,,,,,45.0,25.0,6.6,10.0,0,1.0,1.0,3.0,,,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200,M,5,5,False,26.0,18.0,4.0,3.0,2.0,2.0,17.0,31.0,,4.0,,4.0,,,,,,,90.0,61.0,7.6,19.0,1,7.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,2.0,,2.0,1.0,,2.0,1.0,,,,,
10433791,home,MKE Ankaragücü,Ghayas Zahid,ghayas-zahid,G. Zahid,M,29,173.0,472,M,252121,EUR,785116800,F,19,19,False,23.0,19.0,1.0,1.0,8.0,8.0,11.0,19.0,,3.0,,4.0,,,,,,,67.0,40.0,7.1,12.0,1,4.0,1.0,2.0,,,,2.0,1.0,,1.0,,,2.0,,4.0,,2.0,,,1.0,,,True,,,,
10433791,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186.0,1037,M,238394,EUR,771552000,F,22,22,False,20.0,10.0,1.0,1.0,2.0,4.0,8.0,16.0,3.0,5.0,1.0,2.0,,,,,,,90.0,39.0,6.5,19.0,3,,4.0,7.0,,,1.0,,1.0,1.0,1.0,,,3.0,,7.0,,1.0,,,2.0,1.0,,,1.0,,,
10433791,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175.0,405,M,850770,EUR,865036800,F,7,7,False,12.0,6.0,2.0,1.0,2.0,2.0,4.0,13.0,1.0,4.0,,1.0,,,,,,,67.0,25.0,6.8,11.0,1,3.0,3.0,4.0,,,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,
10433791,home,MKE Ankaragücü,Andrej Đokanović,andrej-dokanovic,A. Đokanović,M,88,177.0,78,M,985366,EUR,983404800,M,16,16,True,12.0,10.0,1.0,1.0,6.0,8.0,4.0,4.0,1.0,4.0,2.0,2.0,,,,,,,45.0,27.0,6.9,6.0,1,,2.0,5.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,,2.0,,1.0,,,,,,,,,,
10433791,home,MKE Ankaragücü,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,54,54,True,13.0,11.0,1.0,1.0,3.0,3.0,8.0,14.0,,3.0,,4.0,,,,,,,23.0,23.0,6.9,8.0,0,4.0,,3.0,2.0,1.0,,,1.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,
10433791,home,MKE Ankaragücü,Bevic Moussiti Oko,bevic-moussiti-oko,B. M. Oko,F,,185.0,60,M,806520,EUR,791251200,F,29,29,True,8.0,7.0,,,1.0,1.0,6.0,7.0,,2.0,,3.0,,,,,,,23.0,17.0,6.5,6.0,1,,,4.0,,2.0,1.0,,,,,,,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,
10433791,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170.0,130,M,182385,EUR,724809600,M,8,8,True,7.0,4.0,1.0,1.0,1.0,2.0,3.0,5.0,,2.0,,,,,,,,,8.0,10.0,6.6,4.0,0,,,1.0,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400,G,99,99,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194.0,313,M,151900,EUR,765072000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Firatcan Üzüm,firatcan-uzum,F. Üzüm,D,88,178.0,23,M,904112,EUR,928454400,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Milson,milson,Milson,M,77,170.0,4189,M,939721,EUR,939686400,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,home,MKE Ankaragücü,Sitki Ferdi Imdat,imdat-sitki-ferdi,S. F. Imdat,F,,,6,M,1015655,EUR,1002240000,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433791,away,Kasımpaşa,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187.0,2987,M,103457,EUR,677808000,G,27,27,False,24.0,11.0,21.0,9.0,4.0,5.0,7.0,19.0,,1.0,2.0,11.0,,3.0,3.0,,2.0,2.0,90.0,33.0,7.7,13.0,0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10433791,away,Kasımpaşa,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,False,38.0,23.0,12.0,4.0,6.0,10.0,17.0,33.0,1.0,1.0,,9.0,,,,,,,90.0,70.0,6.9,23.0,1,5.0,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,
10433791,away,Kasımpaşa,Ryan Donk,ryan-donk,R. Donk,D,,192.0,133,,14900,EUR,512524800,D,4,4,False,32.0,23.0,8.0,3.0,14.0,16.0,9.0,16.0,4.0,6.0,4.0,9.0,,,,,,,90.0,44.0,7.1,11.0,0,,3.0,4.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,
10433791,away,Kasımpaşa,Tarkan Serbest,tarkan-serbest,T. Serbest,D,15,184.0,53,M,164099,EUR,767836800,D,15,15,False,33.0,24.0,5.0,1.0,18.0,24.0,6.0,9.0,1.0,4.0,7.0,8.0,,,,,,,90.0,51.0,8.5,10.0,0,,2.0,2.0,,,,3.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,True,,,2.0,
10433791,away,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,D,12,12,False,33.0,23.0,3.0,,11.0,14.0,12.0,20.0,3.0,9.0,2.0,4.0,,,,,,,90.0,65.0,7.0,19.0,0,1.0,,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,3.0,,,2.0,2.0,,,,1.0,,,,,,
10433791,away,Kasımpaşa,Mickaël Malsa,mickael-malsa,M. Malsa,M,11,178.0,277,M,360866,EUR,813456000,M,26,26,False,37.0,28.0,5.0,2.0,9.0,11.0,19.0,26.0,2.0,11.0,2.0,5.0,,,,,,,90.0,57.0,7.4,11.0,0,,,5.0,1.0,1.0,,4.0,5.0,1.0,3.0,,,1.0,,,3.0,1.0,,,,,,,,,,
10433791,away,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188.0,161,M,128196,EUR,732844800,M,35,35,False,44.0,37.0,6.0,1.0,21.0,25.0,16.0,19.0,2.0,2.0,3.0,11.0,,,,,,,83.0,61.0,6.4,11.0,1,,,5.0,2.0,2.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,
10433791,away,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,380,M,822228,EUR,694137600,M,7,7,False,15.0,9.0,1.0,,2.0,3.0,7.0,13.0,,2.0,,4.0,,,,,,,89.0,33.0,6.1,14.0,3,1.0,,5.0,,1.0,2.0,,,,1.0,,,3.0,,3.0,2.0,,,,1.0,,,,1.0,1.0,,
10433791,away,Kasımpaşa,Valentin Eysseric,valentin-eysseric,V. Eysseric,M,,181.0,141,M,139798,EUR,701481600,M,13,13,False,60.0,40.0,10.0,5.0,7.0,10.0,34.0,54.0,2.0,9.0,,8.0,,,,,,,89.0,87.0,7.4,33.0,0,4.0,,7.0,,5.0,,1.0,4.0,4.0,,,,3.0,,3.0,3.0,1.0,,1.0,,7.0,1.0,,,,,
