match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_errorLeadToAGoal,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,captain,stat_bigChanceMissed,stat_blockedScoringAttempt
10385758,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196.0,1694,M,906076,EUR,951955200,G,1,1,False,21.0,12.0,7.0,12.0,17.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,27.0,6.8,9.0,0.0,0.0,3.659e-05,0,-0.5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385758,home,Leeds United,Rasmus Kristensen,,,rasmus-kristensen,R. Kristensen,D,13,186.0,1609,M,921789,EUR,868579200,D,25,25,False,49.0,37.0,1.0,17.0,19.0,33.0,8.0,,7.0,,,,,,,90.0,77.0,7.2,14.0,0.0,0.0,0.0411639,0,,1.0,21.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,
10385758,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190.0,1826,M,581302,EUR,837561600,D,5,5,False,94.0,77.0,13.0,37.0,42.0,52.0,7.0,1.0,5.0,,,,,,,90.0,103.0,7.1,19.0,0.0438,0.0156,0.025451,2,,6.0,40.0,,,,6.0,2.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10385758,home,Leeds United,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185.0,1146,M,305278,EUR,745459200,D,14,14,False,87.0,79.0,9.0,53.0,55.0,32.0,7.0,3.0,8.0,,,,,,,90.0,99.0,6.7,9.0,0.0662,0.0,0.0102371,2,,5.0,26.0,,,,3.0,1.0,,,,,,4.0,3.0,1.0,,,2.0,,1.0,1.0,,,,,,,,
10385758,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190.0,1365,M,836675,EUR,934329600,D,21,21,False,82.0,73.0,1.0,27.0,30.0,55.0,9.0,2.0,10.0,1.0,,,,,,90.0,121.0,7.1,18.0,0.0,0.0,0.117943,0,,,47.0,3.0,1.0,,2.0,5.0,2.0,3.0,2.0,,3.0,4.0,4.0,,1.0,2.0,,,3.0,,,,,,,,,
10385758,home,Leeds United,Tyler Adams,,,tyler-adams,T. Adams,M,12,175.0,2918,M,800419,EUR,918950400,M,12,12,False,86.0,76.0,6.0,35.0,38.0,49.0,8.0,1.0,7.0,1.0,,,,,,90.0,106.0,7.3,12.0,0.0,0.0,0.0701981,0,,3.0,41.0,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,,,,,,1.0,,,,,,,,,
10385758,home,Leeds United,Marc Roca,,,marc-roca,M. Roca,M,21,184.0,1491,M,847128,EUR,848966400,M,8,8,False,70.0,58.0,10.0,25.0,27.0,46.0,8.0,1.0,8.0,,,,,,,90.0,91.0,7.4,18.0,0.0,0.0,0.0315482,0,,4.0,33.0,3.0,,3.0,4.0,5.0,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
10385758,home,Leeds United,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176.0,6576,M,836070,EUR,929577600,M,23,23,False,29.0,25.0,,5.0,5.0,25.0,4.0,,2.0,1.0,,,,,,64.0,43.0,7.4,10.0,0.0245,0.2568,0.184958,1,,,20.0,1.0,,,,3.0,,5.0,2.0,,,1.0,,,1.0,,,1.0,2.0,,Sinisterra29,1.0,,,,,,
10385758,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178.0,2596,M,973431,EUR,972172800,M,7,7,False,23.0,19.0,1.0,3.0,3.0,25.0,5.0,,5.0,2.0,,,,,,76.0,40.0,7.2,11.0,0.0514,0.0707,0.103976,1,,1.0,19.0,5.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,,,,,1.0,3.0,2.0,,1.0,2.0,,,,1.0,,,,,
10385758,home,Leeds United,Jack Harrison,,,jack-harrison,J. Harrison,M,17,175.0,1145,M,829570,EUR,848448000,M,11,11,False,59.0,47.0,,10.0,12.0,60.0,5.0,,6.0,2.0,,,,,,90.0,111.0,6.3,44.0,0.2023,0.0317,0.15838,2,,,39.0,13.0,2.0,2.0,,17.0,,9.0,2.0,,,1.0,,3.0,3.0,6.0,1.0,1.0,7.0,,,,,1.0,1.0,,,
