match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialWon,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalOffside,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
11453172,home,Al-Hazem,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178,359,M,842745,EUR,754617600,F,10,10,False,22.0,16.0,4.0,3.0,5.0,5.0,12.0,20.0,1.0,4.0,,,,90.0,43.0,7.0,17.0,0,,9.0,8.0,2.0,,,,,2.0,,1.0,9.0,5.0,,2.0,1.0,1.0,3.0,,1.0,2.0,,,,,,,,
11453172,home,Al-Hazem,Mohammed Abusabaan,mohammed-abusabaan,M. Abusabaan,M,,176,2,M,232202,EUR,632793600,M,88,88,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,8.0,6.0,6.5,1.0,0,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
11453172,home,Al-Hazem,Ahmad Al Mhemaid,ahmad-al-mhemaid,A. A. Mhemaid,M,99,179,11,M,1085117,EUR,930787200,D,99,99,True,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,8.0,11.0,6.3,3.0,0,,4.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,Ahmad Al Mhemaid,,,,,
11453172,home,Al-Hazem,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170,52,M,917232,EUR,881625600,F,7,7,True,3.0,1.0,,,,,1.0,3.0,,,,,,8.0,5.0,6.3,3.0,0,,4.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,
11453172,home,Al-Hazem,Ibrahim Zaied,ibrahim-zaied,I. Zaied,G,23,190,14,M,328745,EUR,632966400,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,home,Al-Hazem,Abdurahman Al-Dakheel,abdurahman-al-dakheel,A. Al-Dakheel,D,34,184,18,M,948601,EUR,833068800,D,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,home,Al-Hazem,Fahad Al-Obaid,al-obaid-fahad,F. Al-Obaid,D,24,178,2,M,1633347,EUR,720748800,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,home,Al-Hazem,Basil Yousef Al-Sayyali,basil-yousef-al-sayyali,B. Y. Al-Sayyali,M,20,171,50,M,1066584,EUR,993168000,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Basil Yousef Al-Sayyali,,,,,
11453172,home,Al-Hazem,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166,17,M,869269,EUR,856742400,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,home,Al-Hazem,Omar Al-Ruwaili,omar-al-ruwaili,O. Al-Ruwaili,F,,179,6,M,868543,EUR,835056000,F,94,94,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Paulo Vítor,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,13.0,8.0,9.0,4.0,4.0,4.0,4.0,9.0,1.0,11.0,,,3.0,90.0,22.0,7.4,5.0,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
11453172,away,Al-Okhdood,Awdh Faraj,awdh-faraj,A. Faraj,D,,172,16,M,791404,EUR,584928000,D,27,27,False,38.0,32.0,2.0,,14.0,18.0,18.0,20.0,2.0,7.0,,,,90.0,55.0,7.3,9.0,0,,2.0,7.0,2.0,,2.0,2.0,,1.0,,,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
11453172,away,Al-Okhdood,Solomon Kvirkvelia,solomon-kvirkvelia,S. Kvirkvelia,D,,196,258,M,95636,EUR,697334400,D,5,5,False,26.0,22.0,6.0,2.0,18.0,19.0,4.0,7.0,4.0,2.0,,,,90.0,36.0,7.1,4.0,0,,1.0,5.0,,,2.0,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187,32,M,954639,EUR,746841600,D,4,4,False,38.0,30.0,5.0,1.0,21.0,25.0,9.0,13.0,5.0,5.0,,,,90.0,54.0,7.4,11.0,1,,7.0,7.0,1.0,2.0,2.0,,,1.0,2.0,3.0,,,,1.0,6.0,,,,,1.0,1.0,,,,,,,
11453172,away,Al-Okhdood,Hamed Al-Mansour,hamed-al-mansour,H. Al-Mansour,D,,172,357,M,818578,EUR,737769600,D,20,20,False,41.0,32.0,1.0,,12.0,17.0,20.0,27.0,1.0,7.0,,,,90.0,70.0,7.6,16.0,1,,5.0,8.0,2.0,,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,3.0,,,1.0,1.0,,,,,,,
11453172,away,Al-Okhdood,Hassan Al-Habib,hassan-al-habib,H. Al-Habib,M,15,183,6,M,847228,EUR,779500800,M,77,77,False,34.0,30.0,3.0,2.0,17.0,20.0,13.0,14.0,3.0,5.0,,,,90.0,46.0,6.7,4.0,0,,11.0,7.0,3.0,,3.0,3.0,3.0,2.0,6.0,2.0,,,,,2.0,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Yaseen Al-Zubaidi,al-zubaidi-yaseen,Y. Al-Zubaidi,M,26,176,105,M,1434209,EUR,1051315200,M,29,29,False,23.0,16.0,1.0,,1.0,3.0,16.0,22.0,,1.0,,,,90.0,46.0,7.5,13.0,3,,5.0,10.0,1.0,,,2.0,1.0,3.0,1.0,1.0,7.0,5.0,,2.0,,3.0,2.0,,1.0,,2.0,1.0,Yaseen Al-Zubaidi,,,,,
11453172,away,Al-Okhdood,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176,186,M,972585,EUR,923529600,M,18,18,False,27.0,23.0,2.0,2.0,12.0,14.0,12.0,19.0,,4.0,,,,73.0,43.0,7.3,10.0,0,,5.0,5.0,1.0,,1.0,4.0,3.0,1.0,2.0,1.0,,,,,,2.0,6.0,,1.0,1.0,,,,,,,,
11453172,away,Al-Okhdood,Alex Collado,alex-collado,A. Collado,M,8,177,1606,M,859767,EUR,924739200,M,11,11,False,35.0,29.0,3.0,3.0,7.0,8.0,23.0,33.0,1.0,9.0,,,,90.0,69.0,8.5,18.0,5,,6.0,9.0,,,1.0,3.0,1.0,4.0,,,5.0,2.0,,,,6.0,6.0,1.0,1.0,3.0,2.0,2.0,Alex,Collado,,,1.0,
11453172,away,Al-Okhdood,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,248,M,359650,EUR,840672000,M,99,99,False,16.0,10.0,1.0,1.0,1.0,2.0,10.0,17.0,,5.0,,,,89.0,45.0,7.2,20.0,6,,6.0,5.0,,,1.0,1.0,1.0,2.0,1.0,,4.0,1.0,,5.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,,,,,,,2.0
11453172,away,Al-Okhdood,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189,255,M,315224,EUR,630115200,F,9,9,False,10.0,9.0,,,1.0,1.0,8.0,9.0,2.0,,,,,89.0,18.0,6.9,4.0,1,True,3.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,1.0,,,,2.0,,,
11453172,away,Al-Okhdood,Eid Al Muwallad,eid-al-muwallad,E. A. Muwallad,M,14,175,194,M,1521467,EUR,1008288000,M,6,6,True,10.0,9.0,2.0,1.0,2.0,2.0,7.0,8.0,,,,,,17.0,13.0,6.7,2.0,1,,2.0,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,,Eid Al Muwallad,,,,,
11453172,away,Al-Okhdood,Ahmed Mostafa,ahmed-mostafa,A. Mostafa,M,14,173,67,M,873558,EUR,877392000,M,14,14,True,6.0,4.0,,,,,4.0,7.0,,1.0,,,,12.0,7.0,6.6,3.0,0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11453172,away,Al-Okhdood,Mourad Khodari,murad-khadhari,M. Khodari,F,77,171,66,M,1517639,EUR,1047427200,F,24,24,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Saad Al-Saleh,saad-alsaleh,S. Al-Saleh,G,22,177,5,M,818746,EUR,706233600,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Naif Assery,naif-assery,N. Assery,D,15,181,16,M,1394760,EUR,982454400,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Naif Assery,,,,,
11453172,away,Al-Okhdood,Hussain Al Zabdani,hussain-al-zabdani,H. A. Zabdani,D,8,183,18,M,1521661,EUR,797904000,D,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Hussain Al Zabdani,,,,,
11453172,away,Al-Okhdood,Saleh Al-Harthi,saleh-al-harthi,S. Al-Harthi,M,20,167,13,M,1182099,EUR,808012800,M,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Saleh Al-Harthi,,,,,
11453172,away,Al-Okhdood,Florin Tănase,florin-tanase,F. Tănase,M,10,185,1396,M,537032,EUR,788745600,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453172,away,Al-Okhdood,Abdulaziz Al Hatila,abdulaziz-al-hatila,A. A. Hatila,M,12,175,27,M,1521660,EUR,895363200,M,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Abdulaziz Al Hatila,,,,,
