match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_fouls,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal
11370012,home,KV Mechelen,Islam Slimani,islam-slimani,I. Slimani,F,19,188,7448,M,238708,EUR,582595200,F,13,13,False,21.0,16.0,,,8.0,9.0,8.0,13.0,,1.0,,,,72.0,30.0,7.2,10.0,0.123242,0,,,,islamslimani09,1.0,3.0,3.0,4.0,1.0,,,,,,,4.0,,1.0,,,,,,,1.0,,1.0,,1.0,2.0,1.0,,,,
11370012,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,F,11,11,True,10.0,9.0,1.0,1.0,4.0,4.0,5.0,6.0,,2.0,,,,19.0,15.0,7.3,3.0,0.67708,1,,,,,,,1.0,1.0,1.0,1.0,,,,0.0254,,1.0,,,,1.0,,,,,2.0,,1.0,,1.0,,1.0,,,,
11370012,home,KV Mechelen,Norman Bassette,bassette-norman,N. Bassette,F,17,186,557,M,1137328,EUR,1099958400,F,70,70,True,3.0,1.0,,,1.0,1.0,,2.0,,,,,,18.0,8.0,6.5,4.0,1.83e-05,1,,,,,2.0,,3.0,1.0,1.0,1.0,,1.0,,0.1562,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,
11370012,home,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,129,M,333301,EUR,804556800,D,21,21,True,4.0,3.0,,,,1.0,3.0,3.0,,,,,,3.0,5.0,,2.0,0.0294593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,home,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,M,35,35,True,1.0,,,,,,,1.0,,,,,,3.0,2.0,,2.0,,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11370012,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,M,6,6,True,,,,,,,,,,,,,,1.0,2.0,,,,0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11370012,home,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,home,KV Mechelen,Dirk Asare,asare-dirk,D. Asare,M,40,173,61,M,1128427,EUR,1088899200,M,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,home,KV Mechelen,Isaac Asante,isaac-asante,I. Asante,M,34,178,45,M,1014171,EUR,1030579200,M,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,home,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,away,KVC Westerlo,Sinan Bolat,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,42.0,38.0,11.0,8.0,37.0,38.0,1.0,4.0,,4.0,1.0,1.0,,90.0,48.0,6.4,5.0,0.00039008,0,-0.0782,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
11370012,away,KVC Westerlo,Bryan Reynolds,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,62.0,45.0,2.0,,21.0,27.0,25.0,40.0,,6.0,,,,90.0,84.0,6.3,25.0,0.147426,0,,,,,1.0,1.0,4.0,2.0,2.0,,,,,,,3.0,,5.0,1.0,1.0,,,,,4.0,,,,,1.0,1.0,,,,
11370012,away,KVC Westerlo,Emin Bayram,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,99.0,86.0,14.0,9.0,55.0,56.0,31.0,43.0,3.0,7.0,,,,86.0,115.0,7.3,14.0,0.0214754,2,,,,,2.0,6.0,3.0,10.0,4.0,1.0,1.0,1.0,,0.2315,,,1.0,,,,1.0,,,0.068,,,,,,,3.0,,,,
11370012,away,KVC Westerlo,Roman Neustädter,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,80.0,76.0,7.0,6.0,49.0,49.0,27.0,31.0,3.0,4.0,,,,90.0,89.0,7.0,4.0,0.144998,0,,,,,1.0,1.0,3.0,3.0,,,,2.0,1.0,,1.0,,1.0,,,1.0,,,,,2.0,,,,,1.0,,,,,
11370012,away,KVC Westerlo,Jordan Bos,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,5,5,False,34.0,29.0,2.0,,11.0,12.0,20.0,24.0,4.0,7.0,,,,90.0,57.0,7.1,8.0,0.45763,2,,Jordan Bos,,,3.0,1.0,3.0,3.0,2.0,1.0,,,,0.0603,,3.0,,2.0,2.0,,1.0,,1.0,0.5505,2.0,,,,1.0,,2.0,,,,1.0
11370012,away,KVC Westerlo,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,6,6,False,67.0,63.0,5.0,3.0,26.0,26.0,37.0,42.0,,8.0,,,,90.0,85.0,6.6,9.0,0.0332344,1,,,,,2.0,,5.0,4.0,2.0,1.0,,,1.0,0.018,1.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,
11370012,away,KVC Westerlo,Arthur Piedfort,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,56.0,48.0,2.0,2.0,26.0,29.0,22.0,27.0,,6.0,,,,90.0,64.0,7.0,9.0,0.0497329,0,,Arthur Piedfort,,,1.0,2.0,3.0,5.0,1.0,,,,1.0,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,1.0,,1.0,,,,
11370012,away,KVC Westerlo,Griffin Yow,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,False,19.0,16.0,1.0,,5.0,5.0,12.0,17.0,,1.0,,,,78.0,39.0,6.1,10.0,0.351435,7,,,,,2.0,,3.0,2.0,1.0,4.0,,,1.0,0.8772,,5.0,,3.0,1.0,,,,,,,,,,,2.0,1.0,3.0,,2.0,
11370012,away,KVC Westerlo,Nicolas Madsen,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,61.0,51.0,7.0,5.0,16.0,18.0,37.0,46.0,,1.0,,,,90.0,70.0,7.1,15.0,0.290127,0,,,,,,,1.0,,1.0,,,,,,,2.0,,3.0,2.0,,,,,,5.0,,,,1.0,,,,,,
11370012,away,KVC Westerlo,Thomas Van den Keybus,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,14.0,12.0,1.0,,4.0,5.0,8.0,11.0,,3.0,,,,45.0,22.0,6.3,8.0,0.0911577,1,,,,,2.0,,4.0,,2.0,,,,,0.0285,,2.0,,2.0,,,,,,,2.0,,,,,,,1.0,,,
11370012,away,KVC Westerlo,Matija Frigan,matija-frigan,M. Frigan,F,20,184,1391,M,1092081,EUR,1044921600,F,9,9,False,10.0,6.0,,,3.0,4.0,3.0,7.0,,1.0,,,,45.0,20.0,6.4,8.0,0.00353803,3,,,,,4.0,1.0,4.0,1.0,,1.0,,,,0.4484,,3.0,,1.0,,,1.0,,,0.1755,,,,,,1.0,,1.0,1.0,1.0,
11370012,away,KVC Westerlo,Allahyar Sayyadmanesh,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182,1519,M,905474,EUR,993772800,F,90,90,True,16.0,10.0,2.0,1.0,2.0,3.0,8.0,13.0,1.0,2.0,,,,45.0,23.0,7.1,6.0,0.211507,2,,,,,,4.0,,5.0,1.0,2.0,,1.0,,0.0677,,,,,,,,,,,1.0,,,,,,1.0,,,,
11370012,away,KVC Westerlo,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,17,17,True,4.0,3.0,,,,,3.0,4.0,,1.0,,,,45.0,15.0,6.5,7.0,0.00911067,1,,Romeo,Vermant,,2.0,1.0,6.0,2.0,1.0,1.0,,,,0.1317,,3.0,1.0,,,,,,,,,,,2.0,,2.0,,,,,
11370012,away,KVC Westerlo,Kyan Vaesen,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,14,14,True,6.0,6.0,,,2.0,2.0,4.0,4.0,,1.0,,,,12.0,9.0,6.5,,0.00326733,2,,,,,1.0,2.0,1.0,2.0,,1.0,,,,0.1939,,,,,,,1.0,,,0.0282,,,,,,,,,,1.0,
11370012,away,KVC Westerlo,Ravil Tagir,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,True,9.0,8.0,1.0,1.0,3.0,3.0,5.0,6.0,,1.0,,,,8.0,10.0,6.9,1.0,0.0042787,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
11370012,away,KVC Westerlo,Nick Gillekens,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,away,KVC Westerlo,Tuur Rommens,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,away,KVC Westerlo,Edisson Jordanov,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,away,KVC Westerlo,Serhiy Sydorchuk,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370012,away,KVC Westerlo,Karol Borys,karol-borys,K. Borys,M,21,174,801,M,1149852,EUR,1159401600,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,Karol,Borys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
