match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_clearanceOffLine,player_firstName,stat_dispossessed,stat_bigChanceCreated,player_sofascoreId,stat_totalContest,stat_wonContest,player_lastName,stat_goals,stat_bigChanceMissed,stat_totalOffside
12620129,home,Al Wehda,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186.0,302,M,789933,EUR,853372800,G,12,12,False,25.0,16.0,11.0,3.0,0.0,15.0,18.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,90.0,35.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12620129,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,44.0,32.0,5.0,3.0,0.0,14.0,17.0,20.0,33.0,,4.0,1.0,,4.0,2.0,1.0,,,,,,90.0,73.0,7.1,24.0,2,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12620129,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,55.0,47.0,3.0,1.0,0.0,28.0,31.0,19.0,24.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,,,,,,90.0,69.0,7.0,9.0,0,,,4.0,,,1.0,1.0,,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,
12620129,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,61.0,49.0,8.0,3.0,0.0,36.0,40.0,13.0,21.0,7.0,2.0,8.0,,3.0,6.0,1.0,,,,,,90.0,73.0,7.9,13.0,3,,,2.0,,,2.0,1.0,,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,
12620129,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,22,22,False,20.0,14.0,,,0.0,8.0,10.0,6.0,10.0,,,,,,4.0,,,,,,,45.0,28.0,6.6,7.0,0,,,,,,1.0,1.0,,,,,,,,,,Ali Makki,,,,,,,,,
12620129,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,8,8,False,41.0,36.0,2.0,,0.0,19.0,21.0,17.0,20.0,,1.0,3.0,1.0,,2.0,,,,,,,57.0,48.0,6.6,7.0,0,,,,,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,
12620129,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,65.0,59.0,6.0,4.0,1.0,33.0,36.0,26.0,30.0,,2.0,3.0,,,7.0,,,,,,,90.0,72.0,7.6,8.0,0,1.0,,,,,1.0,,1.0,3.0,,,3.0,1.0,,,,,1.0,1.0,,,,,,,
12620129,home,Al Wehda,Nawaf Alazizi,nawaf-al-azizi,N. Alazizi,M,,170.0,7,M,979394,EUR,934243200,M,16,16,False,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,,,,,,,16.0,5.0,6.4,4.0,0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,
12620129,home,Al Wehda,Youssef Amyn,amyn-youssef,Y. Amyn,M,20,175.0,3727,M,1106352,EUR,1061424000,M,11,11,False,29.0,24.0,1.0,1.0,0.0,8.0,10.0,17.0,20.0,,4.0,4.0,,,8.0,1.0,,,,,,90.0,41.0,6.8,9.0,1,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,,3.0,,yaminio10,3.0,2.0,,,,
12620129,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,16.0,12.0,3.0,1.0,0.0,3.0,4.0,9.0,14.0,,3.0,3.0,,,1.0,1.0,,,,,,57.0,27.0,7.1,8.0,0,2.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,,,,
