match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_shotOffTarget,stat_totalOffside,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_punches,stat_goalAssist,stat_errorLeadToAGoal,stat_outfielderBlock
11360045,home,Eintracht Braunschweig,Ron-Thorben Hoffmann,,,ron-thorben-hoffmann,R. Hoffmann,G,1,192,205,M,879710,EUR,923184000,G,1,1,False,32.0,21.0,17.0,6.0,19.0,20.0,2.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,5.9,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Jan Hendrik Marx,,,jan-hendrik-marx,J. H. Marx,M,26,172,30,M,599378,EUR,798854400,D,26,26,False,23.0,10.0,3.0,,3.0,6.0,9.0,24.0,2.0,,,,,,71.0,58.0,6.7,24.0,2,7.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Sebastian Griesbeck,,,sebastian-griesbeck,S. Griesbeck,D,,189,20,M,128792,EUR,654912000,D,33,33,False,28.0,19.0,3.0,1.0,15.0,19.0,4.0,10.0,7.0,,,,,,90.0,39.0,6.0,11.0,0,1.0,,1.0,3.0,9.0,5.0,,,,,,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Brian Behrendt,,,brian-behrendt,B. Behrendt,D,,187,8,M,126219,EUR,688262400,D,30,30,False,37.0,27.0,12.0,5.0,18.0,19.0,9.0,18.0,7.0,,,,,,78.0,42.0,6.4,10.0,0,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187,203,M,852096,EUR,872985600,D,29,29,False,27.0,20.0,8.0,3.0,14.0,15.0,6.0,13.0,4.0,,,,,,90.0,41.0,6.1,9.0,1,1.0,,,2.0,5.0,4.0,,,,,,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,2.0,1.0,,,,,,,,,
11360045,home,Eintracht Braunschweig,Anton Donkor,,,donkor-anton,A. Donkor,D,30,183,92,M,817975,EUR,879206400,D,19,19,False,17.0,9.0,1.0,,5.0,7.0,4.0,12.0,5.0,,,,,,90.0,38.0,5.9,15.0,0,2.0,,2.0,1.0,8.0,4.0,3.0,2.0,2.0,,,1.0,,1.0,,3.0,,,2.0,1.0,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Fabio Kaufmann,,,fabio-kaufmann,F. Kaufmann,M,7,180,47,M,142329,EUR,715910400,M,37,37,False,16.0,11.0,,,1.0,1.0,11.0,20.0,1.0,,,,,,71.0,38.0,6.6,18.0,0,5.0,1.0,1.0,,5.0,4.0,,4.0,2.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,
11360045,home,Eintracht Braunschweig,Jannis Nikolaou,,,jannis-nikolaou,J. Nikolaou,D,4,184,41,M,132664,EUR,744076800,M,4,4,False,37.0,22.0,9.0,4.0,12.0,14.0,10.0,23.0,4.0,,,,,,90.0,52.0,6.8,16.0,3,,,1.0,5.0,4.0,10.0,,,,1.0,,2.0,2.0,1.0,3.0,3.0,,,1.0,1.0,2.0,,True,1.0,,,,,,
11360045,home,Eintracht Braunschweig,Robin Krausse,,,robin-krausse,R. Krausse,M,39,179,17,M,142820,EUR,765244800,M,39,39,False,47.0,33.0,6.0,4.0,19.0,25.0,14.0,23.0,4.0,,,,,,90.0,59.0,7.2,16.0,1,1.0,,2.0,2.0,3.0,4.0,,,,1.0,,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,
11360045,home,Eintracht Braunschweig,Johan Arath Gomez,,,johan-arath-gomez,J. A. Gomez,F,44,175,148,M,1066446,EUR,995846400,F,44,44,False,13.0,8.0,1.0,1.0,3.0,4.0,5.0,10.0,5.0,,,,,,83.0,26.0,6.9,11.0,0,1.0,,3.0,2.0,4.0,6.0,1.0,,,,,1.0,1.0,4.0,3.0,,1.0,,,,,,,,,,,,,
11360045,home,Eintracht Braunschweig,Anthony Ujah,,,anthony-ujah,A. Ujah,F,,179,163,M,108538,EUR,655862400,F,14,14,False,9.0,7.0,2.0,2.0,1.0,2.0,6.0,7.0,2.0,,,,,,78.0,17.0,7.2,5.0,2,,,3.0,2.0,7.0,2.0,1.0,,,1.0,1.0,,,1.0,,3.0,,,3.0,,,,,,,1.0,,,,
11360045,home,Eintracht Braunschweig,Kaan Caliskaner,,,kaan-caliskaner,K. Caliskaner,M,22,190,84,M,939671,EUR,941587200,F,36,36,True,6.0,6.0,,,4.0,4.0,2.0,2.0,1.0,,,,,,19.0,8.0,6.4,1.0,1,,,1.0,,4.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,
