match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_lastName,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded
12528194,home,Adana Demirspor,Deniz Eren Dönmezer,donmezer-deniz-eren,D. E. Donmezer,G,27,190,591,M,1550760,EUR,1221955200,G,27,27,False,17.0,12.0,6.0,1.0,0.0,11.0,13.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,90.0,26.0,6.5,5.0,0.00015301,0,0.0359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528194,home,Adana Demirspor,Jovan Manev,jovan-manev,J. Manev,D,29,185,187,M,1111781,EUR,980380800,D,15,15,False,35.0,25.0,7.0,3.0,0.0,18.0,21.0,7.0,15.0,2.0,4.0,3.0,3.0,,,,,,76.0,56.0,6.4,13.0,0.0094199,1,,Jovan Manev,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0187,,,,,,,,,,,,,,,,,,,,,
12528194,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,4,4,False,54.0,43.0,10.0,5.0,0.0,27.0,31.0,16.0,23.0,2.0,3.0,7.0,4.0,,,,,,90.0,69.0,6.8,12.0,0.00754777,0,,,,,5.0,,,2.0,,2.0,,True,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12528194,home,Adana Demirspor,Andreaw Gravillon,andreaw-gravillon,A. Gravillon,D,26,188,179,M,827934,EUR,886896000,D,5,5,False,45.0,36.0,8.0,5.0,0.0,24.0,31.0,12.0,14.0,1.0,3.0,1.0,6.0,,,,,,90.0,56.0,6.3,12.0,0.011575,1,,,,2.0,4.0,3.0,,1.0,,,0.0251,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12528194,home,Adana Demirspor,Milad Mohammadi,milad-mohammadi,M. Mohammadi,D,4,178,1049,M,812531,EUR,749260800,D,13,13,False,32.0,26.0,3.0,1.0,0.0,14.0,17.0,14.0,20.0,1.0,4.0,3.0,5.0,,,,,,90.0,59.0,6.7,12.0,0.131799,0,,,5.0,1.0,3.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,,,,
12528194,home,Adana Demirspor,Maestro,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,47.0,43.0,5.0,4.0,0.0,26.0,29.0,17.0,19.0,1.0,7.0,,8.0,,,,,,90.0,59.0,6.9,8.0,0.0130243,0,,,1.0,2.0,6.0,2.0,,2.0,,3.0,,,1.0,,5.0,4.0,,1.0,,1.0,,,1.0,,,,,,,,,
12528194,home,Adana Demirspor,José Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,60,M,138394,EUR,787536000,M,6,6,False,33.0,31.0,1.0,,0.0,13.0,14.0,18.0,19.0,,3.0,1.0,4.0,,,,,,67.0,41.0,6.8,3.0,0.0206659,0,,José,,,3.0,,,2.0,,2.0,,,1.0,,3.0,1.0,Rodríguez,,,1.0,,,,,,,,,,,,
12528194,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,7,168,564,M,896364,EUR,911520000,M,7,7,False,16.0,14.0,2.0,1.0,0.0,7.0,7.0,8.0,10.0,,1.0,,3.0,,,,,,76.0,27.0,6.7,7.0,0.0723603,2,,,1.0,2.0,4.0,,,,1.0,1.0,0.0776,,,,,,,,1.0,3.0,1.0,2.0,2.0,1.0,0.121,,,,,,,
12528194,home,Adana Demirspor,Tayfun Aydoğan,tayfun-aydogan,T. Aydoğan,M,8,175,43,M,816435,EUR,833328000,M,8,8,False,9.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,7.0,,1.0,,2.0,,,,,,45.0,14.0,6.3,7.0,0.00210458,0,,,,,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
12528194,home,Adana Demirspor,Édouard Michut,edouard-michut,É. Michut,M,20,178,697,M,1048011,EUR,1046736000,M,20,20,False,36.0,32.0,2.0,2.0,0.0,14.0,15.0,18.0,21.0,,7.0,,4.0,,,,,,82.0,51.0,6.8,9.0,0.0451518,2,,,,1.0,4.0,2.0,,,7.0,1.0,0.1372,,,,,,,,1.0,3.0,,1.0,,1.0,0.091,,,,,,,
