match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_goalAssist,stat_totalOffside,stat_keyPass,captain,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_dispossessed,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyConceded,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced
10390121,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,13.0,12.0,3.0,2.0,10.0,10.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,90.0,20.0,6.2,1.0,0.0,0.0,0.0001758,0,-1.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,,780014,EUR,878342400,D,26,26,False,44.0,41.0,,,17.0,18.0,24.0,28.0,2.0,9.0,1.0,5.0,,,90.0,67.0,6.8,6.0,0.1896,0.0295,0.0265736,2,,,,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,78.0,75.0,3.0,2.0,34.0,35.0,41.0,43.0,,4.0,2.0,5.0,,,90.0,86.0,6.8,3.0,0.0238,0.0781,0.037985,1,,,,,2.0,4.0,2.0,,,,,1.0,,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Presnel Kimpembe,presnel-kimpembe,P. Kimpembe,D,3,183,7212,M,kimpembe3,352916,EUR,808272000,D,3,3,False,29.0,28.0,1.0,,10.0,11.0,18.0,18.0,1.0,1.0,1.0,5.0,,,59.0,34.0,6.4,1.0,0.0,0.0,0.0131617,0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,D,14,14,False,47.0,47.0,,,7.0,7.0,40.0,40.0,1.0,1.0,,5.0,,,85.0,54.0,6.6,,0.0,0.0,0.142888,0,,,,,1.0,3.0,2.0,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,False,51.0,45.0,1.0,,9.0,9.0,36.0,42.0,,1.0,,4.0,,,77.0,55.0,7.4,6.0,0.7158,0.5404,0.113908,2,,,,,,2.0,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,
10390121,home,Paris Saint-Germain,Marco Verratti,marco-verratti,M. Verratti,M,6,165,6337,M,marcoverratti,126691,EUR,720921600,M,6,6,False,102.0,96.0,2.0,2.0,17.0,18.0,79.0,84.0,,9.0,,5.0,,,85.0,116.0,8.1,6.0,0.0248,0.0498,0.233994,1,,,,,,3.0,,3.0,3.0,,,1.0,1.0,1.0,5.0,5.0,1.0,3.0,,,3.0,,,,,,,,,,,,,
10390121,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,47.0,44.0,1.0,1.0,6.0,6.0,38.0,41.0,,7.0,,4.0,,,59.0,60.0,7.3,5.0,0.0433,0.1796,0.0633755,1,,,,,,5.0,2.0,1.0,1.0,,,1.0,,1.0,6.0,3.0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,
10390121,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,63.0,52.0,5.0,4.0,5.0,5.0,47.0,61.0,,,,4.0,,,90.0,83.0,8.1,27.0,0.1867,0.3886,0.432468,3,,,,3.0,,9.0,,3.0,,,,2.0,,,,,,,1.0,,2.0,,1.0,1.0,,6.0,2.0,1.0,,,,,,
10390121,home,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,7,7,False,53.0,43.0,2.0,2.0,2.0,2.0,42.0,54.0,,6.0,1.0,,,,90.0,77.0,7.3,19.0,1.2818,1.0858,0.319112,5,,,,3.0,,4.0,,9.0,5.0,1.0,1.0,2.0,,,,,1.0,,,1.0,3.0,,2.0,1.0,,,3.0,,1.0,,,,,
10390121,home,Paris Saint-Germain,Neymar,neymar,Neymar,F,10,175,1000788,M,Neymar,124712,EUR,697248000,F,10,10,False,90.0,81.0,4.0,3.0,6.0,6.0,76.0,86.0,,5.0,,3.0,,,90.0,112.0,8.7,18.0,0.5004,0.6764,0.742083,4,,,,2.0,,6.0,1.0,5.0,2.0,,1.0,2.0,,,,,3.0,,1.0,,2.0,,1.0,1.0,,2.0,3.0,2.0,1.0,,,,,
