match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,description,reason,player_id,player_name,playerName,rescinded,confirmed
11370018,FT,0.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11370018,,,,,90,0.0,,1,,,injuryTime,7.0,,,,,,,,,,,
11370018,,,,,89,,,2,,,substitution,,122480276.0,False,True,regular,,,,,,,
11370018,,,,,88,,,3,,,substitution,,122480278.0,False,False,regular,,,,,,,
11370018,,,,,88,,,3,,,substitution,,122480277.0,False,False,regular,,,,,,,
11370018,,,,,81,,,10,,,substitution,,122480246.0,False,True,regular,,,,,,,
11370018,,,,,80,,,11,,,substitution,,122480247.0,False,False,regular,,,,,,,
11370018,,,,,71,,,20,,,substitution,,122480146.0,False,False,regular,,,,,,,
11370018,,,,,61,,,30,,,inGamePenalty,,118454318.0,,True,missed,Goalkeeper save,goalkeeperSave,358198.0,Marco Ilaimaharitra,,,
11370018,,,,,53,,,38,,,card,,121189696.0,,True,yellow,,Foul,845344.0,Daan Heymans,Daan Heymans,False,
11370018,,,,,46,,,45,,,substitution,,122479992.0,False,False,regular,,,,,,,
11370018,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11370018,,,,,45,0.0,,1,,,injuryTime,6.0,,,,,,,,,,,
11370018,,,,,42,,,4,,,varDecision,,24070.0,,False,redCardGiven,,,902050.0,Boris Popović,,,True
11370018,,,,,40,,,6,,,card,,121189537.0,,False,red,,Professional foul last man,902050.0,Boris Popović,Boris Popović,False,
11370018,,,,,33,,,13,,,substitution,,122479743.0,True,True,injury,,,,,,,
11370018,,,,,-5,,,6,,,card,,121189735.0,,False,yellow,,Argument,909953.0,Maxime Delanghe,Maxime Delanghe,False,
