match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goodHighClaim,stat_goalAssist,stat_accurateCross,stat_goals
11369952,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,35.0,19.0,26.0,10.0,9.0,14.0,10.0,21.0,1.0,8.0,4.0,4.0,1.0,90.0,46.0,7.4,16.0,0.00593358,0,0.7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369952,home,RWDM Brussels,Mamadou Sarr,Mamadou Sarr,,sarr-mamadou,M. Sarr,D,19,194.0,23625,M,1154657,EUR,1125273600,D,29,29,False,,47.0,32.0,4.0,,18.0,24.0,14.0,25.0,1.0,5.0,,,,90.0,66.0,7.3,22.0,0.150376,1,,2.0,3.0,2.0,6.0,9.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0252,0.1375,,,,,,,,,,,,,,
11369952,home,RWDM Brussels,Philipe Sampaio,,,philipe-sampaio,P. Sampaio,D,,191.0,350,M,588996,EUR,784512000,D,94,94,False,,46.0,39.0,1.0,,32.0,36.0,7.0,10.0,2.0,6.0,,,,75.0,57.0,6.8,9.0,0.21035,0,,,1.0,5.0,5.0,7.0,,,,,,2.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11369952,home,RWDM Brussels,Florian Le Joncour,,,florian-le-joncour,F. L. Joncour,D,3,192.0,51,M,787816,EUR,791769600,D,3,3,False,,56.0,39.0,14.0,7.0,18.0,24.0,21.0,32.0,2.0,3.0,,,,90.0,69.0,6.8,20.0,0.0164902,0,,,2.0,5.0,3.0,8.0,,,,,,2.0,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,
11369952,home,RWDM Brussels,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,,27.0,24.0,2.0,1.0,14.0,15.0,10.0,12.0,1.0,5.0,,,,90.0,53.0,6.9,13.0,0.00717331,0,,,3.0,,6.0,5.0,4.0,2.0,,,,3.0,2.0,5.0,,1.0,,,,,2.0,1.0,,,,,,,,,,
11369952,home,RWDM Brussels,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184.0,466,M,794269,EUR,884995200,M,77,77,False,,38.0,34.0,5.0,4.0,17.0,17.0,17.0,24.0,,8.0,,,,82.0,55.0,6.9,9.0,0.0612728,2,,3.0,,,5.0,5.0,3.0,2.0,,,,,,,3.0,1.0,0.0301,,1.0,,,,2.0,1.0,1.0,,,,,,,
11369952,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,34.0,26.0,4.0,,13.0,15.0,13.0,20.0,,3.0,,,,75.0,51.0,6.8,14.0,0.00448025,0,,1.0,,2.0,4.0,11.0,4.0,3.0,,,,4.0,2.0,2.0,2.0,,,,2.0,,1.0,,1.0,,,1.0,,,,,,
11369952,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,M,26,26,False,,26.0,17.0,3.0,1.0,7.0,11.0,10.0,18.0,2.0,2.0,,,,90.0,64.0,6.3,21.0,0.0264,0,,3.0,1.0,1.0,6.0,5.0,3.0,,,,,1.0,,2.0,3.0,2.0,,,,,1.0,1.0,,,,,1.0,,,,,
11369952,home,RWDM Brussels,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170.0,132,M,986817,EUR,872553600,F,7,7,False,,14.0,8.0,1.0,,,2.0,8.0,13.0,,7.0,,,,81.0,35.0,7.4,12.0,0.0390696,1,,1.0,2.0,,4.0,8.0,4.0,4.0,1.0,,,2.0,1.0,4.0,2.0,2.0,0.0282,,,,1.0,1.0,,,,,,,,,,
11369952,home,RWDM Brussels,Carlos Alberto,,,carlos-alberto,C. Alberto,M,11,179.0,528,M,1008700,EUR,1018742400,F,89,89,False,,5.0,5.0,,,1.0,1.0,4.0,4.0,2.0,5.0,,,,69.0,23.0,6.6,4.0,0.00132508,2,,,1.0,,5.0,3.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.2161,,,,2.0,1.0,,2.0,,,,1.0,,,,
