match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_blockedScoringAttempt,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,captain,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10388403,home,FC Schalke 04,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,13,13,False,27.0,18.0,19.0,10.0,8.0,8.0,10.0,19.0,1.0,1.0,16.0,3.0,1.0,90.0,41.0,6.5,9.0,0.0833,0.0,0.0458178,1.0,1,-0.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Henning Matriciani,henning-matriciani,H. Matriciani,D,41,185,146,M,962577,EUR,952992000,D,41,41,False,17.0,11.0,1.0,1.0,3.0,7.0,9.0,12.0,,5.0,1.0,,,67.0,42.0,5.9,17.0,0.0,0.0,0.0918506,1.0,0,,2.0,1.0,3.0,1.0,9.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,5,5,False,22.0,17.0,6.0,2.0,14.0,15.0,3.0,7.0,,2.0,3.0,,,53.0,28.0,6.5,5.0,0.0,0.0,0.00199083,,0,,,,3.0,,3.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,4,189,842,M,24248,EUR,588384000,D,4,4,False,60.0,46.0,9.0,5.0,27.0,32.0,19.0,28.0,,8.0,5.0,,,90.0,77.0,6.5,16.0,0.0,0.0,0.0184158,,0,,,,1.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,2,2,False,23.0,13.0,5.0,,5.0,13.0,10.0,22.0,,3.0,7.0,,,81.0,52.0,6.6,23.0,0.0,0.0,0.0861932,1.0,0,,12.0,2.0,3.0,,4.0,2.0,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,6,6,False,28.0,19.0,5.0,1.0,5.0,5.0,14.0,24.0,1.0,,7.0,,,90.0,45.0,7.5,12.0,0.2391,0.3846,0.0210319,,5,,1.0,,,,4.0,5.0,3.0,,,1.0,1.0,,,1.0,4.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
10388403,home,FC Schalke 04,Florian Flick,florian-flick,F. Flick,M,6,190,76,M,944288,EUR,957139200,M,17,17,False,33.0,21.0,3.0,2.0,7.0,8.0,14.0,25.0,,4.0,3.0,,,90.0,44.0,6.6,13.0,0.0,0.0,0.0260038,,0,,,,3.0,8.0,6.0,9.0,1.0,,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,
10388403,home,FC Schalke 04,Dominick Drexler,dominick-drexler,D. Drexler,M,,183,65,M,88494,EUR,643680000,M,24,24,False,29.0,17.0,1.0,,4.0,6.0,13.0,28.0,,1.0,7.0,,,81.0,44.0,7.5,18.0,0.0726,0.0,0.163926,2.0,1,,5.0,,2.0,2.0,4.0,3.0,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,
10388403,home,FC Schalke 04,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,11,11,False,15.0,9.0,2.0,,2.0,3.0,8.0,16.0,,,2.0,,,45.0,29.0,6.3,13.0,0.0,0.0,0.0244914,,0,,4.0,1.0,1.0,,3.0,2.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10388403,home,FC Schalke 04,Sebastian Polter,sebastian-polter,S. Polter,F,91,190,355,M,39733,EUR,670464000,F,40,40,False,22.0,9.0,,,1.0,1.0,9.0,22.0,1.0,1.0,3.0,,,90.0,37.0,6.9,22.0,0.0842,0.0,0.207652,1.0,1,,1.0,1.0,4.0,12.0,8.0,13.0,,1.0,,5.0,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,
