match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,captain,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_errorLeadToAGoal,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_goals,stat_penaltyFaced,stat_ownGoals,stat_penaltyConceded
12448352,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,31.0,21.0,12.0,2.0,0.0,20.0,22.0,1.0,9.0,1.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,90.0,47.0,6.5,10.0,0.00029035,0,-1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,34.0,26.0,9.0,6.0,0.0,10.0,13.0,16.0,23.0,4.0,3.0,3.0,,,,,,90.0,57.0,6.7,17.0,0.0217972,0,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,59.0,49.0,10.0,6.0,0.0,35.0,38.0,14.0,21.0,7.0,4.0,4.0,,,,,,75.0,69.0,7.0,10.0,0.0484973,2,,,2.0,5.0,2.0,,1.0,2.0,,,1.0,1.0,0.1199,1.0,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,65.0,55.0,6.0,2.0,0.0,45.0,46.0,10.0,19.0,5.0,3.0,2.0,,,,,,90.0,78.0,6.4,12.0,0.019236,1,,,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,0.0335,1.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,
12448352,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,44.0,36.0,6.0,2.0,0.0,21.0,23.0,17.0,31.0,5.0,3.0,4.0,1.0,,,,,90.0,81.0,7.3,23.0,0.101218,2,,10.0,1.0,1.0,4.0,2.0,,2.0,2.0,,1.0,,0.1237,3.0,,,1.0,,,2.0,1.0,1.0,1.0,0.3499,,,,,,
12448352,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,M,27,27,False,24.0,22.0,5.0,3.0,0.0,15.0,15.0,7.0,9.0,2.0,,1.0,,,,,,90.0,34.0,6.6,6.0,0.0148264,1,,,1.0,2.0,4.0,2.0,2.0,,,1.0,1.0,,0.0065,,,,,1.0,,,1.0,,,,,,,,,
12448352,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,8,8,False,34.0,29.0,1.0,1.0,0.0,14.0,17.0,15.0,17.0,5.0,,5.0,2.0,,,,,90.0,44.0,6.8,7.0,0.0223341,3,,,,2.0,2.0,1.0,1.0,,,1.0,,3.0,0.1072,1.0,,1.0,1.0,,,,,,1.0,,,,,,,
12448352,home,FC Utrecht,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185,13950,M,921948,EUR,961459200,M,77,77,False,26.0,22.0,2.0,1.0,0.0,8.0,10.0,14.0,19.0,,,,,,,,,75.0,34.0,6.8,9.0,0.322657,0,,3.0,1.0,,3.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,oleromeny,1.0,,,,
12448352,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,28.0,23.0,1.0,1.0,0.0,12.0,13.0,12.0,19.0,1.0,,1.0,1.0,,,,,60.0,35.0,6.6,9.0,0.0312517,0,,4.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
12448352,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,20,20,False,17.0,13.0,1.0,1.0,0.0,,,13.0,18.0,5.0,1.0,4.0,3.0,,,,,89.0,32.0,7.3,8.0,0.0790128,3,,1.0,1.0,,3.0,3.0,,,,1.0,1.0,2.0,0.0846,,,1.0,2.0,,,,,,,,,2.0,,,,
12448352,home,FC Utrecht,Noah Ohio,Noah Ohio,,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,11,11,False,11.0,7.0,,,0.0,3.0,4.0,4.0,7.0,1.0,,1.0,,,,,,60.0,19.0,7.1,7.0,0.00887274,1,,,,1.0,1.0,,,,,1.0,,,0.7884,2.0,,1.0,,,,,,1.0,,0.6981,,,1.0,,,
12448352,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,True,12.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,10.0,1.0,1.0,2.0,1.0,,,,,30.0,16.0,6.8,3.0,0.0159955,1,,,1.0,,2.0,,,,,,,1.0,0.0337,1.0,,,,,,,,,1.0,,,,,,,
12448352,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,10.0,6.0,,,0.0,,,6.0,10.0,4.0,,1.0,,,,,,30.0,14.0,6.7,6.0,0.0518424,1,,,2.0,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,0.031,1.0,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,True,11.0,5.0,4.0,,0.0,3.0,3.0,2.0,8.0,1.0,,,,,,,,15.0,11.0,6.4,6.0,0.00061296,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,F,22,22,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,4.0,,3.0,1.0,,,,,15.0,13.0,6.8,3.0,0.00194382,0,,,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,
12448352,home,FC Utrecht,Paxten Aaronson,Paxten Aaronson,,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,21,21,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,,,,,,,,9.0,2.0,6.5,,0.00395335,0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12448352,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193,177,M,1145525,EUR,1102636800,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Kolbeinn Finnsson,,,kolbeinn-finnsson,K. Finnsson,D,5,181,95,M,797522,EUR,935539200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448352,home,FC Utrecht,Anthony Descotte,,,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
