match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,captain,stat_accurateCross,stat_keyPass,stat_wonContest,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside
12451040,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,34.0,22.0,16.0,4.0,0.0,19.0,20.0,3.0,14.0,1.0,8.0,3.0,3.0,6.0,1.0,90.0,52.0,8.1,14.0,0.00062736,0,1.5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451040,home,Nantes,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,28.0,19.0,3.0,,0.0,7.0,12.0,12.0,17.0,1.0,1.0,,,,,90.0,46.0,6.5,12.0,0.0107186,2,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.164,,,,,,,,,,,,,,,,,,,
12451040,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,55.0,54.0,3.0,2.0,0.0,36.0,36.0,18.0,19.0,6.0,2.0,,,,,90.0,65.0,7.2,2.0,0.00776016,1,,,,3.0,,,1.0,,,,,0.0145,0.0959,,,3.0,1.0,,,,,,,,,,,,,,,
12451040,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,59.0,55.0,5.0,3.0,0.0,46.0,48.0,9.0,11.0,7.0,5.0,,,,,90.0,83.0,7.7,7.0,0.00560832,0,,,2.0,10.0,,,,9.0,3.0,1.0,1.0,,,Nathan Zeze,,,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,
12451040,home,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,21.0,17.0,1.0,,0.0,10.0,12.0,7.0,9.0,4.0,3.0,,,,,90.0,53.0,6.8,9.0,0.0153967,2,,,5.0,3.0,2.0,1.0,1.0,2.0,2.0,,,0.1068,0.2355,,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
12451040,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,False,24.0,21.0,3.0,1.0,0.0,9.0,10.0,12.0,15.0,1.0,5.0,,,,,65.0,30.0,6.9,5.0,0.0153311,1,,1.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,0.0404,0.274,,,,1.0,1.0,,,1.0,,,,,,,,,,,
12451040,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,39.0,31.0,7.0,1.0,0.0,16.0,17.0,16.0,23.0,2.0,2.0,,,,,77.0,44.0,6.5,8.0,0.0994731,0,,1.0,3.0,1.0,,,,1.0,,,2.0,,,,,,1.0,,,,1.0,2.0,,True,1.0,2.0,,,,,,
12451040,home,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,36.0,28.0,1.0,,0.0,13.0,15.0,15.0,21.0,1.0,2.0,,,,,89.0,56.0,6.7,11.0,0.01425,1,,,8.0,5.0,,,1.0,3.0,2.0,2.0,3.0,0.0626,0.4746,,,,1.0,1.0,,,1.0,3.0,1.0,,,1.0,,,,,,
12451040,home,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,13.0,8.0,1.0,,0.0,4.0,4.0,4.0,12.0,1.0,7.0,,,,,77.0,31.0,7.3,14.0,0.0101792,1,,3.0,7.0,6.0,3.0,,1.0,3.0,,1.0,1.0,0.1249,0.6616,,,1.0,,1.0,,,3.0,3.0,1.0,,,1.0,1.0,1.0,,,,
12451040,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,10.0,6.0,,,0.0,2.0,2.0,4.0,8.0,1.0,4.0,,,,,65.0,22.0,6.8,8.0,0.0242555,2,,,4.0,5.0,,,1.0,2.0,1.0,1.0,,0.0614,0.0251,,,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,mostafamohamed11,1.0,,
12451040,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,14.0,9.0,3.0,,1.0,1.0,2.0,11.0,18.0,,4.0,,,,,90.0,37.0,7.0,15.0,0.298133,0,,6.0,5.0,3.0,6.0,,,,2.0,1.0,,,,,,,2.0,,,,,,1.0,,3.0,1.0,2.0,,,,1.0,
12451040,home,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,True,14.0,11.0,2.0,2.0,0.0,3.0,4.0,11.0,16.0,,,,,,,25.0,23.0,7.0,7.0,0.143019,0,,6.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,3.0,4.0,,,,,,
12451040,home,Nantes,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1191,M,326343,EUR,811987200,M,17,17,True,21.0,19.0,,,0.0,9.0,9.0,10.0,12.0,,2.0,,,,,25.0,28.0,6.9,2.0,0.00913508,0,,,,5.0,1.0,,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,
12451040,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,10,10,True,12.0,10.0,,,0.0,1.0,1.0,9.0,12.0,,2.0,,,,,13.0,18.0,6.9,4.0,0.0565145,0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,
12451040,home,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,890329,EUR,919123200,F,7,7,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,1.0,,,,,13.0,10.0,6.8,1.0,0.0520391,0,,,1.0,2.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
