match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_unsuccessfulTouch,stat_penaltyConceded,stat_challengeLost,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside
11360033,home,FC Rot-Weiss Koblenz,Nao Oriyama,Nao Oriyama,,nao-oriyama,N. Oriyama,F,179.0,2,M,1519371,EUR,879897600.0,F,11,11,False,15.0,10.0,,,10.0,11.0,,4.0,4.0,,3.0,2.0,,,,,,,,,,67.0,27.0,6.4,10.0,0,11,5.0,1.0,8.0,2.0,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Mike Borger,Mike Borger,,mike-borger,M. Borger,F,,0,M,1519372,EUR,1088640000.0,F,27,27,True,5.0,3.0,,,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,34.0,8.0,6.4,4.0,1,27,1.0,1.0,3.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Kenan Dogan,Kenan Dogan,,kenan-dogan,K. Dogan,D,170.0,1,M,1519366,EUR,1019433600.0,D,2,2,True,7.0,4.0,,,1.0,3.0,3.0,4.0,2.0,1.0,,2.0,1.0,,,,,,,,,23.0,12.0,6.4,3.0,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Jordi Arndt,,,jordi-arndt,J. Arndt,F,176.0,2,M,839456,EUR,893203200.0,F,22,22,True,5.0,3.0,,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,23.0,5.0,6.4,2.0,0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Romaric Grenz,Romaric Grenz,,romaric-grenz,R. Grenz,G,189.0,3,M,1411693,EUR,1017705600.0,G,31,31,True,3.0,1.0,3.0,1.0,,,1.0,3.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,8.0,6.0,7.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Max Klas,Max Klas,,max-klas,M. Klas,F,,1,,1519368,EUR,1111363200.0,F,13,13,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,8.0,2.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Cedric Taxis,Cedric Taxis,,cedric-taxis,C. Taxis,G,185.0,1,M,1519362,EUR,1115942400.0,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Jeff Ampadu,Jeff Ampadu,,jeff-ampadu,J. Ampadu,M,,0,M,1521860,EUR,,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,home,FC Rot-Weiss Koblenz,Randy Gyamenah,Randy Gyamenah,,randy-gyamenah,R. Gyamenah,F,,0,M,1519370,EUR,948672000.0,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Julian Krahl,,,julian-krahl,J. Krahl,G,194.0,162,M,944100,EUR,948499200.0,G,18,18,False,30.0,28.0,3.0,1.0,27.0,28.0,1.0,2.0,,1.0,3.0,,,,,1.0,,2.0,,1.0,1.0,90.0,36.0,7.1,2.0,0,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Jean Zimmer,,,jean-zimmer,J. Zimmer,M,171.0,54,M,136935,EUR,755136000.0,D,8,8,False,52.0,39.0,12.0,7.0,22.0,22.0,18.0,32.0,1.0,2.0,4.0,1.0,,,,,,,,,,90.0,76.0,7.1,17.0,0,8,,,1.0,,,,,,,,,True,1.0,,1.0,,2.0,1.0,1.0,,,,,,,
11360033,away,1. FC Kaiserslautern,Jan Elvedi,,,jan-elvedi,J. Elvedi,D,186.0,81,M,576154,EUR,844041600.0,D,33,33,False,62.0,51.0,10.0,5.0,38.0,43.0,13.0,19.0,5.0,2.0,8.0,,,1.0,,,,,,,,69.0,66.0,6.9,11.0,0,15,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Boris Tomiak,,,boris-tomiak,B. Tomiak,D,197.0,126,M,877306,EUR,905472000.0,D,2,2,False,79.0,70.0,9.0,5.0,45.0,47.0,25.0,33.0,6.0,1.0,9.0,2.0,,2.0,,,,,,,,90.0,94.0,8.5,12.0,2,3,2.0,2.0,4.0,1.0,,,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,
11360033,away,1. FC Kaiserslautern,Tymoteusz Puchacz,,,tymoteusz-puchacz,T. Puchacz,M,180.0,3578,M,867493,EUR,917049600.0,D,15,15,False,38.0,36.0,2.0,1.0,16.0,17.0,22.0,28.0,4.0,,2.0,2.0,2.0,2.0,,,,,,,,75.0,59.0,8.0,9.0,1,27,,2.0,3.0,,,,,1.0,,,2.0,,2.0,,1.0,,7.0,2.0,4.0,,,,puszka.27,1.0,1.0,
11360033,away,1. FC Kaiserslautern,Tobias Raschl,,,raschl-tobias,T. Raschl,M,179.0,169,M,904840,EUR,951091200.0,M,20,20,False,34.0,31.0,6.0,5.0,17.0,18.0,16.0,19.0,2.0,1.0,5.0,2.0,,,,,,,,,,45.0,48.0,7.9,8.0,2,32,,,4.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,,,,2.0,2.0,
11360033,away,1. FC Kaiserslautern,Julian Niehues,,,julian-niehues,J. Niehues,M,195.0,116,M,1066042,EUR,987465600.0,M,16,16,False,44.0,38.0,1.0,1.0,19.0,21.0,19.0,23.0,10.0,1.0,12.0,4.0,3.0,,,,,,,,,90.0,65.0,8.4,10.0,5,16,2.0,5.0,5.0,,3.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,2.0,2.0,1.0,,,,,
11360033,away,1. FC Kaiserslautern,Philipp Hercher,,,philipp-hercher,P. Hercher,M,182.0,43,M,795721,EUR,827366400.0,M,23,23,False,11.0,3.0,2.0,1.0,1.0,6.0,2.0,5.0,3.0,,1.0,1.0,1.0,,,,,,,,,45.0,21.0,6.7,11.0,1,27,,1.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Marlon Ritter,,,marlon-ritter,M. Ritter,M,173.0,263,M,169233,EUR,782092800.0,M,7,7,False,34.0,30.0,7.0,6.0,11.0,11.0,19.0,33.0,1.0,1.0,9.0,,,,,,,,,,,90.0,50.0,7.4,15.0,2,7,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,10.0,,1.0,1.0,,,,,,
11360033,away,1. FC Kaiserslautern,Kenny Prince Redondo,,,kenny-prince-redondo,K. P. Redondo,M,181.0,62,M,168959,EUR,778118400.0,M,11,11,False,25.0,20.0,,,1.0,2.0,20.0,27.0,5.0,,3.0,2.0,2.0,1.0,,,,,,,,69.0,38.0,7.3,11.0,1,11,,2.0,4.0,1.0,1.0,,,1.0,,1.0,,,1.0,,2.0,,4.0,1.0,,,1.0,,,,,1.0
11360033,away,1. FC Kaiserslautern,Terrence Boyd,,,terrence-boyd,T. Boyd,F,185.0,159,M,50968,EUR,666662400.0,F,13,13,False,14.0,7.0,1.0,,3.0,5.0,5.0,10.0,3.0,1.0,3.0,,,,,,,,,,,90.0,32.0,8.5,12.0,5,13,6.0,3.0,11.0,,2.0,,1.0,3.0,,,3.0,,3.0,,,2.0,1.0,1.0,3.0,,2.0,,,,1.0,2.0
11360033,away,1. FC Kaiserslautern,Richmond Tachie,,,richmond-tachie,R. Tachie,F,179.0,158,M,941562,EUR,924652800.0,M,29,29,True,18.0,14.0,1.0,,2.0,2.0,14.0,18.0,,,4.0,,,,,,,,,,,45.0,29.0,7.1,7.0,1,18,,,3.0,2.0,,,,,,,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,1.0,
11360033,away,1. FC Kaiserslautern,Daniel Hanslik,,,daniel-hanslik,D. Hanslik,F,186.0,174,M,886170,EUR,844560000.0,F,19,19,True,20.0,18.0,2.0,1.0,6.0,6.0,12.0,14.0,5.0,,4.0,3.0,1.0,,,,,,,,,45.0,29.0,7.5,4.0,2,19,,2.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,1.0,1.0,
11360033,away,1. FC Kaiserslautern,Kevin Kraus,,,kevin-kraus,K. Kraus,D,190.0,27,M,124822,EUR,713577600.0,D,5,5,True,15.0,14.0,1.0,,12.0,12.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,21.0,15.0,6.5,1.0,0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Ben Zolinski,,,ben-zolinski,B. Zolinski,M,180.0,16,M,126670,EUR,704851200.0,M,31,31,True,8.0,7.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,,,1.0,,1.0,,,,,,,,21.0,16.0,6.7,2.0,1,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,
11360033,away,1. FC Kaiserslautern,Hendrick Zuck,,,hendrick-zuck,H. Zuck,D,176.0,32,M,124776,EUR,648518400.0,M,21,21,True,7.0,6.0,,,1.0,1.0,6.0,7.0,,,,,,,,,,,,,,15.0,12.0,6.7,1.0,0,21,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
11360033,away,1. FC Kaiserslautern,Avdo Spahić,,,avdo-spahic,A. Spahić,G,189.0,65,M,794449,EUR,855705600.0,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Erik Durm,,,erik-durm,E. Durm,D,183.0,89,M,142104,EUR,705628800.0,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Philipp Klement,Philipp,Klement,philipp-klement,P. Klement,M,176.0,80,M,147306,EUR,715996800.0,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360033,away,1. FC Kaiserslautern,Ragnar Ache,,,ragnar-ache,R. Ache,F,182.0,1321,M,877544,EUR,901584000.0,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,
