match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot
10411675,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,15.0,6.0,12.0,3.0,4.0,6.0,2.0,9.0,1.0,5.0,1.0,1.0,1.0,90.0,20.0,7.1,9.0,0.0,0.0,0.000385,0,0.1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411675,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,48.0,30.0,15.0,6.0,17.0,23.0,13.0,25.0,3.0,5.0,,,,90.0,56.0,6.7,18.0,0.0797,0.0,0.0116675,1,,23,True,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411675,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192,1660,M,,47741,EUR,627696000,D,6,6,False,53.0,37.0,7.0,2.0,25.0,35.0,12.0,18.0,2.0,8.0,,,,90.0,59.0,7.2,16.0,0.0,0.0,0.00525654,0,,5,,1.0,11.0,3.0,12.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411675,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,34.0,27.0,4.0,2.0,20.0,21.0,7.0,13.0,2.0,10.0,,,,90.0,52.0,7.7,12.0,0.0,0.0,0.357848,0,,3,,1.0,3.0,2.0,7.0,1.0,,,1.0,,1.0,1.0,4.0,1.0,,,1.0,2.0,2.0,5.0,,,,,,,,,
10411675,home,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,182,705,M,,363792,EUR,792460800,M,2,2,False,30.0,21.0,4.0,1.0,9.0,9.0,12.0,21.0,1.0,6.0,,,,70.0,44.0,6.1,13.0,0.0,0.0,0.0308775,0,,,,,1.0,6.0,3.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,3.0,,,,,,,,
10411675,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,61.0,49.0,6.0,4.0,22.0,26.0,27.0,35.0,2.0,9.0,,,,90.0,77.0,7.7,12.0,0.0,0.0,0.0209673,0,,4,,1.0,4.0,6.0,14.0,3.0,,1.0,1.0,2.0,,,,1.0,,,,9.0,5.0,,,,,,,,,,
10411675,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,False,32.0,25.0,,,16.0,18.0,9.0,14.0,,4.0,,,,90.0,55.0,6.8,14.0,0.0,0.0,0.00421569,0,,15,,1.0,1.0,8.0,11.0,3.0,,,4.0,2.0,2.0,2.0,1.0,,,,,4.0,1.0,5.0,2.0,,,,,,,,
10411675,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,M,37,37,False,35.0,25.0,6.0,3.0,6.0,8.0,20.0,30.0,,7.0,,,,90.0,57.0,7.1,15.0,0.0245,0.1708,0.100701,1,,37,,1.0,2.0,8.0,7.0,4.0,,,,,6.0,4.0,,2.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,
10411675,home,Roma,Ola Solbakken,ola-solbakken,O. Solbakken,F,186,648,M,,920744,EUR,905126400,F,18,18,False,23.0,14.0,1.0,,4.0,7.0,13.0,19.0,,6.0,,,,70.0,43.0,7.1,16.0,0.3187,0.8817,0.143663,4,,9,,4.0,1.0,8.0,5.0,1.0,3.0,,4.0,,1.0,,,,,,,,,3.0,2.0,,3.0,3.0,1.0,1.0,,,
10411675,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,178,5712,M,stewel92,45925,EUR,720144000,F,92,92,False,30.0,27.0,1.0,,10.0,10.0,17.0,20.0,,6.0,,,,87.0,47.0,6.9,8.0,0.1101,0.2685,0.0280053,2,,22,,,,3.0,4.0,,,,2.0,3.0,1.0,,,,,,,2.0,1.0,3.0,,,,,2.0,,,,
