match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_totalCross,stat_aerialWon,stat_accurateCross,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_goalAssist,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt
11396325,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,59.0,46.0,22.0,9.0,42.0,45.0,4.0,14.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,90.0,64.0,6.6,14.0,0.00499697,0,-0.7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396325,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,30.0,22.0,2.0,2.0,13.0,14.0,9.0,16.0,1.0,3.0,,,,,,74.0,48.0,7.1,9.0,0.00864891,2,,,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0711,0.267,,,,,,,,,,,,,,,,,,
11396325,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,42.0,40.0,7.0,6.0,29.0,31.0,11.0,11.0,5.0,7.0,,,,,,90.0,56.0,6.8,2.0,0.0257569,0,,,,4.0,1.0,,,,2.0,2.0,1.0,,,,,True,4.0,,,,,,,,,,,,,,,,
11396325,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,61.0,56.0,5.0,3.0,49.0,52.0,7.0,10.0,1.0,4.0,,,,,,90.0,67.0,6.3,6.0,0.0479127,0,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11396325,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,46.0,37.0,4.0,2.0,25.0,30.0,13.0,19.0,2.0,4.0,,,,,,90.0,76.0,6.5,20.0,0.171815,0,,,,4.0,5.0,2.0,1.0,,,1.0,3.0,,1.0,,,,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,
11396325,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,42.0,32.0,2.0,,23.0,25.0,9.0,17.0,,3.0,,,,,,74.0,46.0,6.5,11.0,0.0937648,0,,,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
11396325,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,32.0,30.0,2.0,1.0,15.0,16.0,16.0,17.0,1.0,5.0,,,,,,90.0,47.0,6.9,6.0,0.0852701,0,,,,5.0,5.0,,,,1.0,1.0,4.0,1.0,3.0,,,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,
11396325,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,30.0,22.0,4.0,3.0,7.0,9.0,15.0,21.0,,4.0,,,,,,84.0,46.0,7.5,13.0,0.308146,1,,,,9.0,6.0,4.0,3.0,1.0,,,2.0,1.0,3.0,0.0786,0.3171,,,,,,3.0,2.0,1.0,3.0,2.0,,XaviSimons,1.0,,,,,
11396325,home,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,False,29.0,21.0,5.0,3.0,8.0,10.0,14.0,21.0,,3.0,,,,,,74.0,41.0,7.2,14.0,0.304166,1,,,,7.0,3.0,3.0,2.0,,,,1.0,,1.0,0.0381,,,,2.0,,1.0,2.0,,2.0,2.0,3.0,1.0,DaniOlmo,,2.0,1.0,,,
11396325,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,16.0,10.0,,,4.0,4.0,7.0,13.0,,6.0,,,,,,90.0,31.0,7.8,10.0,0.157105,2,,,,4.0,5.0,2.0,1.0,2.0,,1.0,,4.0,1.0,0.6329,0.9647,,2.0,1.0,,1.0,,,3.0,1.0,,,l_openda,1.0,,,1.0,,
