match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,stat_keyPass,stat_shotOffTarget,stat_errorLeadToAShot,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_penaltyConceded,stat_totalOffside
12709454,home,Leicester City,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182.0,1542,M,605338,EUR,896572800,F,10,10,False,70.0,61.0,3.0,2.0,0.0,10.0,12.0,4.0,,,,90.0,96.0,8.1,17.0,5,,,,52.0,62.0,4.0,,,3.0,6.0,,6.0,4.0,,1.0,,,2.0,2.0,,2.0,2.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,
12709454,home,Leicester City,Hamza Choudhury,hamza-choudhury,H. Choudhury,M,17,178.0,85684,M,833057,EUR,875664000,M,17,17,True,37.0,34.0,4.0,3.0,1.0,15.0,17.0,1.0,,,,27.0,42.0,7.3,5.0,1,,,,19.0,21.0,1.0,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,1.0,,HChoudhury,,,,,,,
12709454,home,Leicester City,Conor Coady,conor-coady,C. Coady,D,15,184.0,633,M,98449,EUR,730598400,D,4,4,True,22.0,22.0,2.0,2.0,0.0,17.0,17.0,2.0,,,,18.0,22.0,6.7,,0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,home,Leicester City,Will Alves,alves-william,W. Alves,M,27,179.0,241,M,1804786,EUR,1115164800,M,37,37,True,10.0,9.0,,,0.0,1.0,1.0,,,,,18.0,14.0,6.6,4.0,0,,,,8.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,home,Leicester City,Christopher Popov,christopher-popov,C. Popov,F,42,190.0,99,M,1138097,EUR,1098748800,M,48,48,True,1.0,1.0,,,0.0,,,1.0,,,,17.0,4.0,6.4,1.0,1,Christopher Popov,,,1.0,1.0,,2.0,,3.0,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
12709454,home,Leicester City,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180.0,10601,M,1103589,EUR,1078704000,F,7,7,True,7.0,7.0,,,0.0,,,,,,,12.0,10.0,6.5,2.0,0,,,,7.0,8.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,issahaku10,,,,,,,
12709454,home,Leicester City,Daniel Iversen,daniel-iversen,D. Iversen,G,1,193.0,283,M,796986,EUR,869270400,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,home,Leicester City,Benjamin Nelson,benjamin-nelson,B. Nelson,D,4,193.0,230,M,1391844,EUR,1082246400,D,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183.0,1172,M,827681,EUR,888192000,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,home,Leicester City,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170.0,1214,M,151499,EUR,728611200,F,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Joe Murphy,joe-murphy,J. Murphy,G,13,188.0,22,M,1051,EUR,367200000,G,13,13,False,43.0,31.0,22.0,11.0,0.0,28.0,30.0,7.0,2.0,,,90.0,57.0,6.9,12.0,0,Joe,Murphy,,3.0,13.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,,
12709454,away,Tranmere Rovers,Cameron Norman,cameron-norman,C. Norman,D,2,188.0,8,M,824217,EUR,813456000,D,2,2,False,25.0,18.0,9.0,4.0,0.0,11.0,12.0,6.0,,,,90.0,52.0,6.7,16.0,1,Cameron,Norman,,7.0,16.0,3.0,,,2.0,5.0,,2.0,,5.0,,2.0,2.0,,3.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Tom Davies,tom-davies,T. Davies,D,5,180.0,11,M,582210,EUR,703555200,D,5,5,False,39.0,31.0,4.0,,0.0,30.0,33.0,,,,,90.0,51.0,6.0,8.0,0,,,True,1.0,6.0,,,1.0,3.0,1.0,2.0,,,6.0,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Brad Walker,brad-walker,B. Walker,M,38,186.0,4,M,314378,EUR,798768000,D,4,4,False,32.0,28.0,4.0,1.0,0.0,25.0,26.0,,,,,62.0,43.0,6.4,7.0,0,,,,3.0,7.0,1.0,,,1.0,,,,,6.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
12709454,away,Tranmere Rovers,Jordan Turnbull,jordan-turnbull,J. Turnbull,D,4,185.0,15,M,329433,EUR,783475200,D,6,6,False,32.0,25.0,1.0,,0.0,22.0,28.0,1.0,,,,90.0,55.0,6.1,11.0,0,Jordan,Turnbull,,3.0,5.0,1.0,,1.0,5.0,2.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,,,,,3.0,,,2.0,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Connor Jennings,connor-jennings,C. Jennings,F,18,183.0,32,M,215976,EUR,688694400,M,18,18,False,34.0,26.0,2.0,1.0,0.0,18.0,20.0,8.0,,,,90.0,49.0,6.2,10.0,0,Connor,Jennings,,8.0,14.0,,2.0,,7.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,4.0,,,,,,,,,,,,,,1.0,
12709454,away,Tranmere Rovers,Lee O'Connor,oconnor-lee,L. O'Connor,D,22,185.0,73,M,880223,EUR,964742400,M,22,22,False,21.0,16.0,2.0,1.0,0.0,12.0,14.0,,,,,75.0,33.0,6.4,8.0,0,,,,4.0,7.0,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,
12709454,away,Tranmere Rovers,Chris Merrie,chris-merrie,C. Merrie,M,6,175.0,4,M,892370,EUR,909964800,M,16,16,False,37.0,34.0,1.0,,0.0,24.0,25.0,2.0,,,,90.0,42.0,6.4,3.0,0,Chris,Merrie,,10.0,12.0,,1.0,,3.0,3.0,2.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Omari Patrick,omari-patrick,O. Patrick,M,11,185.0,111,M,827191,EUR,832896000,M,30,30,False,19.0,15.0,2.0,2.0,0.0,12.0,13.0,4.0,,,,75.0,34.0,6.2,9.0,1,Omari,Patrick,,3.0,6.0,,2.0,1.0,7.0,4.0,3.0,4.0,3.0,1.0,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,
12709454,away,Tranmere Rovers,Harvey Saunders,harvey-saunders,H. Saunders,F,15,180.0,25,M,987019,EUR,869356800,F,19,19,False,2.0,1.0,,,0.0,,,,,,,62.0,10.0,6.4,4.0,0,,,,1.0,3.0,1.0,3.0,,3.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Josh Davison,davison-josh,J. Davison,F,9,180.0,40,M,1002098,EUR,937440000,F,10,10,False,9.0,4.0,,,0.0,2.0,5.0,1.0,,,,62.0,19.0,6.4,7.0,0,,,,2.0,4.0,,3.0,1.0,5.0,2.0,,2.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0
12709454,away,Tranmere Rovers,Zak Bradshaw,zak-bradshaw,Z. Bradshaw,D,22,188.0,12,M,1394299,EUR,1069459200,D,3,3,True,9.0,7.0,1.0,,0.0,5.0,5.0,3.0,,,,28.0,16.0,6.4,3.0,0,Zak,Bradshaw,,2.0,4.0,,3.0,1.0,3.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Connor Wood,wood-connor,C. Wood,D,23,177.0,8,M,920495,EUR,837561600,D,23,23,True,10.0,8.0,,,0.0,5.0,7.0,,,,,28.0,14.0,6.4,2.0,0,,,,3.0,3.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Kristian Dennis,kristian-dennis,K. Dennis,F,9,180.0,30,M,32130,EUR,637200000,F,14,14,True,11.0,8.0,1.0,1.0,0.0,6.0,6.0,1.0,,,,28.0,14.0,6.5,4.0,1,,,,2.0,5.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Sol Solomon,sol-solomon,S. Solomon,M,17,,22,M,1580844,EUR,984787200,F,21,21,True,5.0,5.0,,,0.0,3.0,3.0,,,,,15.0,7.0,6.5,2.0,0,Sol Solomon,,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Josh Williams,williams-josh,J. Williams,M,24,,4,M,351438,EUR,1089676800,M,24,24,True,7.0,6.0,1.0,,0.0,5.0,5.0,1.0,,,,15.0,8.0,6.4,1.0,0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Luke McGee,luke-mcgee,L. McGee,G,1,188.0,20,M,769785,EUR,810000000,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709454,away,Tranmere Rovers,Kieron Morris,kieron-morris,K. Morris,M,28,178.0,9,M,254807,EUR,770601600,M,7,7,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
