match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_wasFouled,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,captain,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_punches
10385474,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,38.0,32.0,11.0,7.0,28.0,29.0,4.0,9.0,10.0,3.0,2.0,3.0,90.0,51.0,6.8,6.0,0.0,0.0,0.00248574,0,0.1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385474,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,46.0,42.0,2.0,2.0,23.0,25.0,19.0,23.0,3.0,,,,76.0,59.0,6.8,6.0,0.038,0.0692,0.00827696,1,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385474,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,67.0,59.0,4.0,1.0,50.0,51.0,9.0,16.0,6.0,,,,90.0,81.0,6.9,10.0,0.0,0.0,0.00941936,0,,,3.0,3.0,6.0,,1.0,,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385474,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,66.0,54.0,7.0,5.0,41.0,45.0,13.0,21.0,3.0,,,,90.0,79.0,7.1,13.0,0.0,0.0,0.0050824,0,,,,1.0,6.0,,1.0,,5.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,
10385474,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,25.0,21.0,5.0,3.0,13.0,14.0,8.0,12.0,2.0,,,,76.0,43.0,6.9,10.0,0.0,0.0,0.0548047,0,,1.0,1.0,4.0,6.0,,3.0,,2.0,,1.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10385474,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,,856260,EUR,909100800,M,10,10,False,31.0,29.0,,,9.0,9.0,21.0,23.0,1.0,,,,63.0,43.0,6.4,9.0,0.0,0.0,0.0991998,0,,1.0,,5.0,3.0,,,2.0,,,,,,2.0,1.0,,,,2.0,1.0,1.0,3.0,,,,,,,,,
10385474,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,,135256,EUR,763257600,M,6,6,False,45.0,34.0,4.0,1.0,14.0,17.0,21.0,29.0,9.0,,,,83.0,65.0,7.0,12.0,0.3022,0.0242,0.0769673,3,,1.0,1.0,5.0,3.0,1.0,2.0,,1.0,3.0,,,1.0,,1.0,,,2.0,,,1.0,1.0,True,2.0,1.0,,,,,,
10385474,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,63.0,50.0,13.0,8.0,19.0,20.0,35.0,47.0,4.0,,,,90.0,84.0,7.5,18.0,0.0,0.0,0.340329,0,,4.0,,4.0,5.0,,2.0,,2.0,,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,4.0,,,,4.0,,,,,,
10385474,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,42.0,35.0,2.0,2.0,12.0,13.0,24.0,36.0,3.0,,,,90.0,67.0,6.9,22.0,0.0256,0.0,0.139908,1,,7.0,2.0,8.0,4.0,,,2.0,,1.0,,,,4.0,,,,1.0,5.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,
10385474,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,ivantoney,290927,EUR,826934400,F,17,17,False,20.0,14.0,2.0,,3.0,4.0,11.0,18.0,3.0,,,,90.0,35.0,6.9,14.0,0.1353,0.4039,0.032722,3,,2.0,3.0,5.0,5.0,2.0,,1.0,4.0,1.0,,,,5.0,2.0,,,,,,,,,1.0,,,,2.0,,,
