match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_wasFouled,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox
13473438,home,Sport Recife,Caíque França,caique-franca,C. França,G,22,186,465,M,799667,EUR,802137600,G,22,22,False,26.0,20.0,13.0,8.0,0.0,15.0,18.0,5.0,8.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,90.0,34.0,6.8,7.0,0.00081171,0,-0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473438,home,Sport Recife,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186,169,M,794139,EUR,853977600,D,3,3,False,27.0,19.0,6.0,2.0,0.0,12.0,15.0,7.0,12.0,2.0,4.0,4.0,2.0,,,,79.0,36.0,6.6,8.0,0.00447429,0,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13473438,home,Sport Recife,Antônio Carlos,antonio-carlos,A. Carlos,D,3,191,278,M,242209,EUR,731462400,D,25,25,False,26.0,24.0,2.0,2.0,0.0,16.0,17.0,8.0,9.0,2.0,2.0,6.0,3.0,,,,90.0,34.0,6.7,2.0,0.00391198,0,,5.0,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
13473438,home,Sport Recife,Chico,chico,Chico,D,4,188,327,M,877904,EUR,905731200,D,44,44,False,32.0,28.0,4.0,2.0,0.0,14.0,15.0,14.0,17.0,8.0,10.0,12.0,1.0,,,,90.0,49.0,7.4,5.0,0.00835364,0,,2.0,,1.0,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13473438,home,Sport Recife,Diogo Hereda,diogo-hereda,D. Hereda,D,32,178,202,M,981295,EUR,906249600,M,32,32,False,25.0,18.0,2.0,,0.0,7.0,11.0,11.0,14.0,,10.0,2.0,6.0,,,,90.0,62.0,8.0,15.0,0.216494,2,,4.0,2.0,2.0,1.0,4.0,4.0,1.0,,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0.0198,,,,,,,,,,,
13473438,home,Sport Recife,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,991493,EUR,707443200,M,27,27,False,21.0,16.0,1.0,,0.0,6.0,6.0,10.0,15.0,1.0,6.0,3.0,4.0,,,,70.0,41.0,7.2,9.0,0.189605,2,,4.0,2.0,,1.0,4.0,2.0,,1.0,,1.0,3.0,,,2.0,1.0,1.0,,,,0.0523,1.0,0.0791,,,,,,,,,
13473438,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174,3013,M,2040561,EUR,1206144000,M,58,58,False,28.0,22.0,3.0,2.0,0.0,9.0,11.0,13.0,17.0,1.0,5.0,,7.0,,,,89.0,52.0,6.8,15.0,0.00908459,0,,7.0,1.0,1.0,2.0,2.0,1.0,,4.0,6.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,
13473438,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183,303,M,874195,EUR,736214400,M,16,16,False,25.0,17.0,2.0,2.0,0.0,5.0,6.0,12.0,19.0,6.0,10.0,3.0,3.0,,,,89.0,60.0,7.3,17.0,0.188613,1,,4.0,,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,,1.0,,,,,2.0,0.0683,1.0,0.0499,1.0,,,,,,,,
13473438,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,F,10,10,False,27.0,22.0,5.0,2.0,0.0,6.0,6.0,16.0,21.0,,2.0,,2.0,,,,90.0,47.0,7.3,15.0,0.310901,2,,7.0,2.0,,,,,1.0,,2.0,4.0,7.0,5.0,4.0,3.0,2.0,,2.0,,,0.0887,,,,True,1.0,,,,,,
13473438,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178,1164,M,1035765,EUR,994291200,F,30,30,False,17.0,13.0,3.0,1.0,0.0,3.0,3.0,10.0,14.0,2.0,4.0,1.0,2.0,,,,70.0,34.0,7.5,11.0,0.40672,3,,4.0,1.0,,,,,1.0,,5.0,,,,1.0,3.0,2.0,1.0,,,,0.4484,2.0,1.0233,,,,1.0,,,,,
