match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_shotOffTarget,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
11067336,home,Coritiba,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,23.0,14.0,17.0,8.0,10.0,13.0,4.0,10.0,2.0,9.0,1.0,1.0,2.0,2.0,90.0,34.0,6.4,10.0,0.00190757,0,-0.6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067336,home,Coritiba,Diogo Batista de Souza,diogo-batista-de-souza,D. B. d. Souza,D,25,173,100,M,1588320,EUR,1062115200,D,29,29,False,41.0,33.0,6.0,5.0,15.0,20.0,19.0,27.0,3.0,5.0,1.0,,,,90.0,70.0,6.9,16.0,0.0697411,0,,Diogo,Batista de Souza,6.0,1.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11067336,home,Coritiba,Thalisson Gabriel,thalisson-gabriel,Thalisson Gabriel,D,6,190,175,M,1109577,EUR,1011484800,D,14,14,False,39.0,32.0,5.0,4.0,19.0,23.0,13.0,16.0,7.0,5.0,4.0,,,,90.0,60.0,7.3,11.0,0.00551949,0,,Thalisson,Gabriel,,,1.0,1.0,4.0,5.0,2.0,,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
11067336,home,Coritiba,Henrique,henrique,Henrique,D,,185,55,,37288,EUR,529632000,D,3,3,False,35.0,30.0,3.0,2.0,19.0,21.0,11.0,14.0,4.0,8.0,,,,,90.0,46.0,6.9,5.0,0.00411752,0,,,,,,,1.0,,3.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
11067336,home,Coritiba,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,252781,EUR,740793600,D,26,26,False,38.0,34.0,3.0,2.0,18.0,21.0,17.0,23.0,2.0,4.0,,,,,79.0,64.0,7.2,11.0,0.0233724,1,,,,6.0,1.0,3.0,1.0,5.0,5.0,2.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,,1.0,0.0154,,,,,,,,,,,,,,
11067336,home,Coritiba,Willian Farias,willian-farias,W. Farias,M,5,176,330,M,243239,EUR,613094400,M,8,8,False,54.0,46.0,2.0,1.0,29.0,35.0,17.0,19.0,1.0,7.0,1.0,,,,90.0,74.0,6.9,10.0,0.0134808,1,,,,,,1.0,4.0,3.0,10.0,,1.0,3.0,3.0,4.0,3.0,3.0,1.0,,,1.0,,0.0171,True,1.0,1.0,,,,,,,,,,,
11067336,home,Coritiba,Robson,robson,Robson,F,11,179,708,M,850987,EUR,675561600,M,30,30,False,33.0,25.0,1.0,1.0,4.0,5.0,21.0,32.0,1.0,,,,,,79.0,48.0,7.5,14.0,0.0316674,3,,,,4.0,,4.0,3.0,7.0,5.0,,1.0,1.0,,2.0,2.0,2.0,1.0,,,,,0.8444,,2.0,,1.0,1.0,0.9143,,,,,,,,
11067336,home,Coritiba,Matheus Bianqui,matheus-bianqui,M. Bianqui,M,17,187,122,M,981746,EUR,886204800,M,17,17,False,21.0,12.0,2.0,1.0,2.0,6.0,10.0,15.0,2.0,3.0,1.0,,,,45.0,34.0,7.1,12.0,0.00924959,2,,,,,,1.0,4.0,2.0,7.0,,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,0.0372,,2.0,,,,,,,,,,,,
11067336,home,Coritiba,Sebastian Gomez,sebastian-gomez,S. Gomez,M,19,172,521,M,925142,EUR,833760000,M,19,19,False,26.0,20.0,1.0,,8.0,11.0,12.0,16.0,1.0,3.0,2.0,,,,73.0,42.0,6.8,10.0,0.0131182,1,,,,1.0,,1.0,,3.0,4.0,1.0,,3.0,2.0,3.0,1.0,1.0,,2.0,,1.0,1.0,0.011,,,,,,,,,,,,,,
11067336,home,Coritiba,Marcelino Moreno,marcelino-moreno,M. Moreno,M,10,175,936,M,848472,EUR,804038400,M,10,10,False,44.0,38.0,4.0,2.0,10.0,10.0,29.0,41.0,,6.0,4.0,,,,90.0,68.0,7.2,20.0,0.238934,0,,,,7.0,1.0,1.0,,6.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,
