match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11352437,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,True,36.0,21.0,19.0,8.0,17.0,23.0,4.0,13.0,7.0,1.0,4.0,4.0,90.0,46.0,7.0,17.0,0.0,0.0,0.00049956,0,0.8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,,943645,EUR,946944000,D,37,37,False,,44.0,30.0,5.0,3.0,18.0,23.0,13.0,22.0,8.0,,,,90.0,66.0,7.1,15.0,0.0,0.0,0.0720271,0,,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,,53.0,48.0,4.0,2.0,32.0,34.0,16.0,19.0,11.0,,,,90.0,71.0,7.0,6.0,0.0,0.0,0.0169662,0,,,,4.0,10.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
11352437,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,5,5,False,,47.0,39.0,8.0,2.0,28.0,30.0,11.0,17.0,7.0,,,,90.0,52.0,6.3,8.0,0.0,0.0,0.00582268,0,,,,3.0,5.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,,33.0,26.0,,,10.0,12.0,16.0,26.0,2.0,,,,90.0,59.0,7.0,15.0,0.0,0.0,0.0159051,0,,5.0,,2.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,,Milos,Kerkez,1.0,,,,,,,,,,,
11352437,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,,23.0,18.0,7.0,4.0,4.0,4.0,16.0,23.0,1.0,,,,60.0,35.0,6.9,9.0,0.021,0.1567,0.145241,1,,4.0,2.0,7.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,
11352437,home,Bournemouth,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,268,M,,190853,EUR,789782400,M,8,8,False,,19.0,19.0,,,9.0,9.0,10.0,11.0,5.0,,,,45.0,29.0,6.5,5.0,0.0,0.0,0.0155807,0,,1.0,,5.0,3.0,2.0,5.0,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,,15.0,13.0,,,3.0,3.0,10.0,13.0,3.0,,,,73.0,31.0,6.2,9.0,0.1667,0.0,0.0193418,2,,1.0,,12.0,5.0,,3.0,,,,3.0,1.0,1.0,2.0,5.0,,2.0,,,,,2.0,,,1.0,1.0,,,,,,,
11352437,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,,26.0,20.0,3.0,3.0,7.0,10.0,13.0,18.0,8.0,,,,86.0,43.0,7.2,11.0,0.2904,0.078,0.0331574,3,,2.0,,7.0,6.0,2.0,2.0,,1.0,,2.0,,1.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,1.0,,1.0,1.0,,,,,,,
11352437,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,,17.0,14.0,,,4.0,4.0,10.0,15.0,2.0,,,,60.0,32.0,6.7,11.0,0.03,0.0,0.0232772,1,,2.0,,4.0,4.0,,2.0,2.0,,,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,2.0,,1.0,,1.0,,,,,,,
11352437,home,Bournemouth,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,9,9,False,,11.0,9.0,,,3.0,3.0,6.0,8.0,2.0,,,,90.0,22.0,6.5,7.0,0.065,0.0,0.041205,1,,,,4.0,2.0,,3.0,,1.0,,,,2.0,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,
11352437,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,True,,25.0,21.0,2.0,2.0,13.0,14.0,8.0,13.0,3.0,,,,45.0,36.0,7.1,7.0,0.0257,0.0,0.00960575,1,,2.0,,1.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,3.0,,,,,,1.0,,,,,,,,
11352437,home,Bournemouth,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,,892924,EUR,950659200,M,22,22,True,,11.0,7.0,,,1.0,1.0,6.0,12.0,1.0,,,,30.0,20.0,6.1,11.0,0.0,0.0,0.0110871,0,,2.0,,6.0,1.0,1.0,3.0,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
11352437,home,Bournemouth,Jaidon Anthony,jaidon-anthony,J. Anthony,M,11,177,1095,M,,1020680,EUR,944006400,F,32,32,True,,15.0,15.0,1.0,1.0,5.0,5.0,10.0,12.0,3.0,,,,30.0,26.0,7.0,5.0,0.0683,0.0295,0.0238554,2,,2.0,,2.0,2.0,,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,
11352437,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,True,,12.0,9.0,,,2.0,2.0,7.0,10.0,3.0,,,,17.0,13.0,6.7,3.0,0.0,0.0,0.013568,0,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Kieffer Moore,kieffer-moore,K. Moore,F,19,195,1373,M,,298366,EUR,713232000,F,21,21,True,,4.0,3.0,,,,,3.0,4.0,,,,,13.0,4.0,6.6,1.0,0.0,0.0,0.0109378,0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,,815202,EUR,864777600,G,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Chris Mepham,chris-mepham,C. Mepham,D,2,191,391,M,,865740,EUR,878688000,D,6,6,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352437,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352437,away,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,,33.0,24.0,15.0,6.0,23.0,26.0,1.0,7.0,8.0,,1.0,3.0,90.0,42.0,7.4,9.0,0.0,0.0,0.00016346,0,0.2642,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,
