match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goals,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox
12624880,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,31.0,27.0,11.0,7.0,0.0,25.0,25.0,2.0,6.0,8.0,3.0,90.0,38.0,6.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624880,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,62.0,52.0,10.0,6.0,0.0,42.0,43.0,10.0,19.0,13.0,,90.0,82.0,7.2,13.0,1,,,3,1.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12624880,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182.0,329,M,880083,EUR,646099200,D,15,15,False,50.0,43.0,12.0,8.0,1.0,27.0,30.0,16.0,20.0,3.0,,90.0,66.0,7.7,8.0,4,,,5,2.0,6.0,8.0,,2.0,1.0,3.0,3.0,1.0,3.0,1.0,,,1.0,1.0,True,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,
12624880,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,172.0,51,M,818705,EUR,736128000,D,13,13,False,46.0,36.0,11.0,4.0,0.0,19.0,21.0,19.0,27.0,2.0,,90.0,63.0,6.7,11.0,0,,,13,4.0,7.0,2.0,,,,,5.0,3.0,,,,1.0,2.0,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,,
12624880,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,,23,M,965309,EUR,892857600,M,51,51,False,21.0,16.0,4.0,3.0,0.0,8.0,9.0,8.0,13.0,3.0,,62.0,35.0,6.8,10.0,0,,,15,,4.0,6.0,1.0,,,,1.0,,3.0,3.0,2.0,1.0,2.0,,,2.0,1.0,,,,1.0,,,,,,,,,
12624880,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171.0,4005,M,108673,EUR,736732800,M,32,32,False,23.0,20.0,2.0,2.0,0.0,6.0,6.0,16.0,23.0,,,90.0,46.0,6.8,14.0,4,,,8,,3.0,3.0,3.0,,,2.0,,,2.0,,4.0,1.0,,1.0,,,,,1.0,,6.0,2.0,1.0,,,,,,,
12624880,home,Damac FC,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,172.0,54,M,1217924,EUR,1057536000,M,6,6,False,30.0,24.0,5.0,4.0,0.0,12.0,12.0,12.0,18.0,3.0,,75.0,36.0,6.4,8.0,0,,,6,,5.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,4.0,,,,,,,,,,,,,
12624880,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,170.0,42,M,1214301,EUR,957571200,M,20,20,False,30.0,21.0,3.0,1.0,0.0,8.0,9.0,14.0,23.0,5.0,,75.0,47.0,6.6,13.0,0,Dhari Al-Enezi,,20,,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,
12624880,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,F,11,11,False,30.0,24.0,2.0,1.0,0.0,9.0,9.0,16.0,24.0,7.0,,90.0,48.0,6.8,15.0,2,,,45,,1.0,3.0,,1.0,,1.0,,,2.0,2.0,6.0,1.0,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,
12624880,home,Damac FC,Habib Diallo,habib-diallo,H. Diallo,F,186.0,7474,M,802159,EUR,803433600,F,80,80,False,8.0,5.0,,,0.0,2.0,3.0,5.0,7.0,1.0,,90.0,24.0,6.8,8.0,1,,,30,1.0,2.0,,1.0,,,1.0,3.0,,,,4.0,,,3.0,,,,,,,2.0,2.0,,1.0,habibdiallo28,,,,,
