match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_aerialLost,captain,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed
11392824,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,31.0,15.0,21.0,5.0,0.0,14.0,17.0,1.0,14.0,1.0,1.0,1.0,6.0,1.0,3.0,6.0,90.0,41.0,7.9,16.0,0.0001894,0,1.5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392824,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,34.0,29.0,1.0,1.0,0.0,14.0,16.0,15.0,19.0,5.0,6.0,5.0,4.0,2.0,,,86.0,60.0,8.2,11.0,0.010881,1,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.1051,0.5994,,,,,,,,,,,,,,,,,
11392824,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,31.0,23.0,6.0,2.0,0.0,20.0,23.0,3.0,8.0,1.0,4.0,9.0,5.0,,,,90.0,43.0,7.1,8.0,0.00098687,0,,,,,,,,,,,,,YL15,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11392824,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,21.0,16.0,3.0,,0.0,11.0,13.0,5.0,8.0,2.0,4.0,12.0,2.0,1.0,,,90.0,44.0,7.3,7.0,0.012209,0,,,4.0,1.0,,,,4.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11392824,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,29.0,26.0,5.0,3.0,0.0,14.0,14.0,12.0,15.0,2.0,8.0,4.0,4.0,1.0,,,90.0,47.0,7.5,5.0,0.0215709,0,,,2.0,2.0,,,,2.0,2.0,,,,,2.0,2.0,3.0,2.0,,,,,,,,,,,,
11392824,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,50.0,38.0,5.0,1.0,0.0,22.0,27.0,16.0,23.0,3.0,8.0,4.0,7.0,2.0,,,90.0,67.0,7.1,13.0,0.0115744,0,,,5.0,1.0,,,1.0,3.0,,2.0,,,,1.0,,3.0,1.0,1.0,True,,,,,,,,,,
11392824,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,39.0,32.0,6.0,4.0,0.0,16.0,19.0,16.0,20.0,,1.0,4.0,8.0,,,,90.0,52.0,6.5,11.0,0.012484,1,,,11.0,2.0,1.0,,,,1.0,4.0,0.0136,0.1124,nabilbentaleb,,,1.0,1.0,2.0,,3.0,,,,,,,,,
11392824,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,22.0,18.0,2.0,1.0,2.0,9.0,11.0,12.0,16.0,1.0,6.0,,4.0,1.0,,,72.0,41.0,8.0,11.0,0.221457,2,,5.0,5.0,,1.0,,,,2.0,,0.0543,0.0442,edonzhegrova10,5.0,3.0,1.0,,2.0,,1.0,3.0,1.0,1.0,2.0,,,,,
11392824,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,26.0,23.0,1.0,1.0,0.0,12.0,13.0,11.0,13.0,,3.0,2.0,4.0,3.0,,,86.0,35.0,6.7,5.0,0.0222002,1,,,6.0,,,,,,1.0,3.0,0.0509,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,
11392824,home,Lille,Ivan Cavaleiro,,,ivan-cavaleiro,I. Cavaleiro,F,,175,358,M,110950,EUR,750902400,M,17,17,False,16.0,10.0,1.0,,0.0,5.0,10.0,5.0,8.0,2.0,5.0,1.0,2.0,,,,86.0,28.0,7.2,13.0,0.0161594,1,,2.0,7.0,2.0,1.0,1.0,,,5.0,1.0,0.2051,0.4473,,,,3.0,2.0,4.0,,,,,,,,,,,
