match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_outfielderBlock,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_punches
14025261,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,33.0,23.0,11.0,2.0,0.0,22.0,28.0,1.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,2.0,90.0,43.0,6.7,12.0,0.00012487,0.2047,0,-0.4225,-0.01,0.0,-0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025261,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,100.0,96.0,6.0,4.0,0.0,32.0,33.0,64.0,67.0,2.0,7.0,,8.0,,,,90.0,127.0,7.2,14.0,0.121097,,0,,0.41,0.25,-0.31,,,,True,10.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14025261,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,23,23,False,105.0,101.0,4.0,2.0,0.0,65.0,67.0,36.0,38.0,3.0,4.0,7.0,8.0,,,,90.0,119.0,6.5,6.0,0.0202794,,1,,0.15,0.16,-0.26,,,,,1.0,,3.0,6.0,1.0,,,,,1.0,2.0,,1.0,1.0,0.0204,0.0254,-0.01,,,,,,,,,,
14025261,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,False,90.0,88.0,1.0,1.0,0.0,44.0,44.0,44.0,46.0,1.0,3.0,3.0,1.0,,,,76.0,100.0,7.7,2.0,0.0323595,,0,,0.25,0.28,0.62,,Josh Acheampong,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,
14025261,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,37.0,32.0,4.0,2.0,0.0,16.0,16.0,16.0,21.0,1.0,6.0,1.0,3.0,,,,90.0,57.0,6.6,7.0,0.221597,,1,,0.3,-0.38,-0.19,,,,,1.0,1.0,2.0,5.0,,,2.0,2.0,1.0,3.0,3.0,3.0,,,0.1151,,0.01,1.0,1.0,,,,,,,,
14025261,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,78.0,71.0,5.0,4.0,0.0,31.0,34.0,40.0,44.0,,3.0,2.0,4.0,,,,90.0,94.0,6.9,12.0,0.158577,,2,,0.29,0.27,-0.09,,,,,,,1.0,7.0,3.0,,1.0,1.0,,2.0,1.0,2.0,,,0.039,,-0.12,,2.0,1.0,1.0,2.0,,,,,
14025261,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,73.0,60.0,4.0,1.0,0.0,21.0,21.0,39.0,52.0,,2.0,1.0,5.0,,,,90.0,86.0,8.0,18.0,0.430769,,4,,1.0,0.29,-0.1,,,,,3.0,,,2.0,2.0,2.0,,,1.0,,1.0,3.0,3.0,,0.1318,0.5105,0.03,,,,1.0,,1.0,1.0,,,
14025261,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,38.0,33.0,3.0,2.0,1.0,8.0,9.0,25.0,29.0,,4.0,,3.0,,,,85.0,50.0,6.8,13.0,0.0280374,,0,,-0.2,0.31,-0.19,,,,,5.0,,1.0,4.0,2.0,2.0,,,3.0,2.0,,1.0,,,,,,,,3.0,,,1.0,,,,
14025261,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,joaopedro,975079,EUR,1001462400,M,20,20,False,17.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,11.0,,3.0,1.0,2.0,,,,85.0,31.0,6.3,9.0,0.0159738,,0,,-0.3,0.06,0.19,,,,,2.0,,3.0,6.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,3.0,,,,,,
14025261,home,Chelsea,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,False,22.0,18.0,,,0.0,5.0,7.0,13.0,15.0,,1.0,1.0,1.0,,,,58.0,38.0,7.7,11.0,0.0362202,,4,,-0.29,0.45,-0.05,,,,,4.0,,,3.0,1.0,,,,1.0,1.0,1.0,,2.0,,0.2171,0.3477,0.55,,,,1.0,,,2.0,1.0,1.0,
