match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalShots,player_jerseyNumber,player_gender,captain,player_firstName,player_lastName,stat_goals,stat_goalAssist
11204751,home,FC Tampa Bay Rowdies,Connor Sparrow,connor-sparrow,C. Sparrow,G,188,1,884765,EUR,768528000,G,1,1,False,0,,,,,,,
11204751,home,FC Tampa Bay Rowdies,Conner Antley,conner-antley,C. Antley,D,185,14,935827,EUR,795830400,D,2,2,False,0,12,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Forrest Lasso,forrest-lasso,F. Lasso,D,196,9,881519,EUR,737078400,D,3,3,False,0,3,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Aaron Guillén,aaron-guillen,A. Guillén,D,180,13,829218,EUR,740793600,D,33,33,False,0,33,M,True,,,,
11204751,home,FC Tampa Bay Rowdies,Sebastian Dalgaard,sebastian-dalgaard,S. Dalgaard,M,188,1,181097,EUR,682905600,M,23,23,False,0,,,,,,,
11204751,home,FC Tampa Bay Rowdies,Jordan Doherty,jordan-doherty,J. Doherty,D,181,12,921215,EUR,967507200,M,22,22,False,0,22,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Charlie Dennis,charlie-dennis,C. Dennis,M,187,12,981104,EUR,812246400,M,14,14,False,0,12,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Yann Ekra,yann-ekra,Y. Ekra,M,180,4,51020,EUR,660787200,M,7,7,False,0,,,,,,,
11204751,home,FC Tampa Bay Rowdies,Tate Johnson,tate-johnson,T. Johnson,D,170,75,1199103,EUR,1120953600,M,17,17,False,0,28,M,,Tate Johnson,,,
11204751,home,FC Tampa Bay Rowdies,Felix Schröter,felix-schroter,F. Schröter,F,177,11,311682,EUR,822355200,F,10,10,False,0,,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Jerome Williams,jerome-williams,J. Williams,F,193,13,881586,EUR,883872000,F,9,9,False,0,9,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Zachary Herivaux,zachary-herivaux,Z. Herivaux,M,185,250,799288,EUR,823132800,M,20,20,True,0,20,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Dayonn Harris,dayonn-harris,D. Harris,M,170,11,984451,EUR,872812800,M,21,21,True,0,5,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Cal Jennings,cal-jennings,C. Jennings,F,178,42,1036384,EUR,863827200,F,26,26,True,0,26,M,,Cal Jennings,,,
11204751,home,FC Tampa Bay Rowdies,Ryan Spaulding,ryan-spaulding,R. Spaulding,M,173,13,1046124,EUR,905385600,M,34,34,True,0,3,M,,Ryan Spaulding,,,
11204751,home,FC Tampa Bay Rowdies,Lucky Mkosana,mkosana-lucky,L. Mkosana,F,175,3,794763,EUR,559958400,F,77,77,True,0,,,,,,,
11204751,home,FC Tampa Bay Rowdies,Philip Breno,philip-breno,P. Breno,G,188,1,983962,EUR,818640000,G,15,15,True,0,,M,,,,,
11204751,home,FC Tampa Bay Rowdies,Ariel Martinez,martinez-ariel,A. Martinez,F,174,16,798437,EUR,515980800,F,30,30,True,0,,,,,,,
11204751,away,Houston Dynamo,Andrew Tarbell,andrew-tarbell,A. Tarbell,G,190,26,829203,EUR,749952000,G,13,13,False,0,,M,,,,,
11204751,away,Houston Dynamo,Daniel Steres,daniel-steres,D. Steres,D,183,26,800378,EUR,658281600,D,5,5,False,0,,M,,,,,
11204751,away,Houston Dynamo,Ethan Bartlow,ethan-bartlow,E. Bartlow,D,183,30,1107880,EUR,949449600,D,4,4,False,0,,M,,Ethan Bartlow,,,
11204751,away,Houston Dynamo,Teenage Hadebe,teenage-hadebe,T. L. Hadebe,D,180,280,864666,EUR,811296000,D,17,17,False,0,15,M,,,,,
11204751,away,Houston Dynamo,Chase Gasper,chase-gasper,C. Gasper,D,183,33,884612,EUR,822528000,D,30,30,False,0,,M,,,,,
11204751,away,Houston Dynamo,Luis Caicedo,luis-caicedo,L. Caicedo,M,172,59,824938,EUR,832377600,M,27,27,False,0,,M,,,,,
11204751,away,Houston Dynamo,Brooklyn Raines,brooklyn-raines,B. Raines,M,173,136,1150252,EUR,1110499200,M,35,35,False,0,35,M,,Brooklyn Raines,,1.0,
11204751,away,Houston Dynamo,Héctor Herrera,hector-herrera,H. Herrera,M,180,1537,204790,EUR,640483200,M,16,16,False,0,16,M,True,,,,
11204751,away,Houston Dynamo,Corey Baird,corey-baird,C. Baird,F,178,102,921567,EUR,822960000,F,11,11,False,0,,,,,,,1.0
11204751,away,Houston Dynamo,Sebastián Ferreira,sebastian-ferreira,S. Ferreira,F,181,444,822783,EUR,887328000,F,9,9,False,0,11,M,,,,,
11204751,away,Houston Dynamo,Amine Bassi,amine-bassi,A. Bassi,M,173,379,879780,EUR,880588800,F,8,8,False,0,,M,,,,,
11204751,away,Houston Dynamo,Adalberto Carrasquilla,adalberto-carrasquilla,A. Carrasquilla,M,170,2046,796330,EUR,912211200,M,20,20,True,0,28,M,,,,,
11204751,away,Houston Dynamo,Artur,artur,Artur,M,181,181,840452,EUR,826502400,M,6,6,True,0,6,M,,,,,
11204751,away,Houston Dynamo,Franco Escobar,franco-escobar,F. Escobar,D,179,194,595300,EUR,793324800,D,2,2,True,0,2,M,,,,,
11204751,away,Houston Dynamo,Iván Franco,ivan-franco,I. Franco,M,165,154,924933,EUR,955843200,M,7,7,True,0,18,M,,,,,
11204751,away,Houston Dynamo,Griffin Dorsey,griffin-dorsey,G. Dorsey,D,182,65,973288,EUR,920592000,M,25,25,True,0,25,M,,,,,
11204751,away,Houston Dynamo,Steve Clark,steve-clark,S. Clark,G,190,53,109561,EUR,513820800,G,12,12,True,0,,M,,,,,
11204751,away,Houston Dynamo,Þorleifur Úlfarsson,thorleifur-ulfarsson,Þ. Úlfarsson,F,185,37,1025993,EUR,977875200,F,34,34,True,0,45,M,,,,,
