match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,confirmed,length,playerName,reason,rescinded
11401862,FT,3.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11401862,,,,,90,3.0,,1,,,substitution,122045988.0,False,True,regular,,,,,,,
11401862,,,,,90,3.0,,1,,,substitution,122046002.0,False,True,regular,,,,,,,
11401862,,3.0,0.0,,90,2.0,,1,,,goal,172481000.0,,True,regular,606190.0,Philippe Rommens,,,,,
11401862,,,,,90,1.0,,1,,,varDecision,20361.0,,True,penaltyAwarded,606190.0,Philippe Rommens,False,,,,
11401862,,,,,90,0.0,,1,,,injuryTime,,,,,,,,9.0,,,
11401862,,,,,88,,,3,,,card,120916133.0,,False,yellow,905458.0,Rodrigo Guth,,,Rodrigo Guth,Foul,False
11401862,,,,,86,,,5,,,substitution,122045943.0,False,True,regular,,,,,,,
11401862,,,,,81,,,10,,,substitution,122045887.0,False,False,regular,,,,,,,
11401862,,2.0,0.0,,77,,,14,,,goal,172480455.0,,True,regular,845995.0,Sylla Sow,,,,,
11401862,,,,,75,,,16,,,card,120916088.0,,False,yellow,137642.0,Oğuzhan Özyakup,,,Oğuzhan Özyakup,Foul,False
11401862,,,,,74,,,17,,,substitution,122045843.0,False,False,regular,,,,,,,
11401862,,,,,74,,,17,,,substitution,122045842.0,False,False,regular,,,,,,,
11401862,,,,,69,,,22,,,substitution,122045812.0,False,True,regular,,,,,,,
11401862,,,,,69,,,22,,,substitution,122045811.0,False,True,regular,,,,,,,
11401862,,,,,61,,,30,,,substitution,122045742.0,False,False,regular,,,,,,,
11401862,,,,,61,,,30,,,substitution,122045741.0,False,False,regular,,,,,,,
11401862,,,,,60,,,31,,,card,120916003.0,,False,yellow,921089.0,Deroy Duarte,,,Deroy Duarte,Foul,False
11401862,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11401862,,,,,45,1.0,,1,,,card,120915908.0,,False,yellow,954812.0,Rosier Loreintz,,,Rosier Loreintz,Foul,False
11401862,,,,,45,0.0,,1,,,injuryTime,,,,,,,,1.0,,,
11401862,,1.0,0.0,,37,,,9,,,goal,172477812.0,,True,regular,878599.0,Oliver Edvardsen,,,,,
11401862,,,,,-5,,,6,,,card,120938067.0,,True,yellow,,,,,Rene Hake,Argument,False
