match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,captain,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_goalAssist
11067611,home,América Mineiro,Mateus Pasinato,,,mateus-pasinato,Mateus Pasinato,G,41,192,80,M,914169,EUR,709689600,G,14,14,False,25.0,20.0,9.0,4.0,19.0,20.0,1.0,5.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,90.0,38.0,5.5,5.0,0.0,0.0,0.00026794,0,-2.0243,,,,,,,,,,,,,,,,,,,,,,,,,,
11067611,home,América Mineiro,Daniel Borges,,,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,43.0,36.0,8.0,2.0,10.0,13.0,26.0,33.0,1.0,3.0,2.0,6.0,,,,,,,,,90.0,66.0,6.5,13.0,0.0,0.0,0.132233,0,,3.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
11067611,home,América Mineiro,Éder,,,eder-ferreira,Éder,D,33,184,208,M,842072,EUR,797126400,D,33,33,False,46.0,41.0,4.0,3.0,26.0,27.0,15.0,19.0,1.0,1.0,6.0,10.0,,,,,,,,,90.0,60.0,7.0,5.0,0.0111,0.0,0.115599,1,,,3.0,3.0,,,,1.0,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,
11067611,home,América Mineiro,Iago Maidana,,,iago-maidana,I. Maidana,D,36,194,211,M,599686,EUR,823564800,D,3,3,False,32.0,22.0,2.0,,14.0,15.0,8.0,17.0,2.0,3.0,1.0,7.0,,,,,,,,,90.0,38.0,6.1,11.0,0.0307,0.1267,0.00240765,2,,,4.0,4.0,,,,,,,1.0,,2.0,,,,,2.0,,,,,,,,,
11067611,home,América Mineiro,Nicolas,,,nicolas,Nicolas,D,30,180,238,M,841336,EUR,856742400,D,30,30,False,31.0,29.0,2.0,1.0,8.0,8.0,22.0,26.0,,4.0,1.0,5.0,,,,,,,,,90.0,55.0,6.9,9.0,0.0384,0.4803,0.0253052,1,,3.0,,4.0,1.0,2.0,1.0,1.0,3.0,,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,
11067611,home,América Mineiro,Alê,,,ale,Alê,M,16,184,96,M,869564,EUR,644630400,M,16,16,False,43.0,38.0,,,17.0,17.0,21.0,27.0,1.0,7.0,,4.0,,,,,,,,,71.0,54.0,6.2,10.0,0.0,0.0,0.016403,0,,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,True,2.0,,,,,
11067611,home,América Mineiro,Emmanuel Martínez,,,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,5,5,False,44.0,38.0,2.0,2.0,11.0,12.0,27.0,37.0,,9.0,,8.0,,,,,,,,,84.0,68.0,6.3,17.0,0.0501,0.1261,0.138333,2,,5.0,,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,1.0,,,,2.0,1.0,,,,
11067611,home,América Mineiro,Paulinho Bóia,,,paulinho-boia,Paulinho Bóia,M,11,171,272,M,912781,EUR,898819200,M,47,47,False,28.0,20.0,,,7.0,10.0,14.0,20.0,1.0,4.0,,6.0,,,,,,,,,57.0,35.0,6.4,11.0,0.0,0.0,0.0411889,0,,2.0,,3.0,,3.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,1.0,,,,,
11067611,home,América Mineiro,Martín Benítez,,,martin-benitez,M. Benítez,M,7,173,425,M,155715,EUR,771811200,M,10,10,False,27.0,22.0,1.0,1.0,7.0,8.0,15.0,19.0,,1.0,,,,,,,,,,,57.0,38.0,6.7,9.0,0.0628,0.0,0.243028,1,,,,3.0,,1.0,1.0,1.0,,,1.0,2.0,,2.0,1.0,,,,,,,1.0,,1.0,,,
11067611,home,América Mineiro,Pedrinho,,,pedrinho,Pedrinho,M,29,176,312,M,896248,EUR,942192000,M,29,29,False,22.0,16.0,3.0,2.0,1.0,1.0,15.0,22.0,1.0,10.0,,5.0,,,,,,,,,90.0,45.0,6.1,15.0,0.2098,0.0784,0.059087,4,,1.0,,5.0,4.0,6.0,3.0,2.0,,,3.0,2.0,,,2.0,,,2.0,,,,2.0,,,,,
11067611,home,América Mineiro,Gonzalo Mastriani,,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,17,17,False,10.0,9.0,,,6.0,6.0,3.0,4.0,1.0,2.0,,,,,,,,,,,57.0,15.0,6.4,2.0,0.783,0.0,0.01495,2,,,,2.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,1.0,,
11067611,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,True,16.0,14.0,,,6.0,6.0,8.0,12.0,1.0,2.0,,2.0,,,,,,,,,33.0,20.0,6.8,4.0,0.0,0.0,0.133339,0,,2.0,1.0,3.0,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,,,
