match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_dispossessed,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,player_sofascoreId,stat_wonContest,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_penaltyConceded,stat_totalOffside
14131955,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,1,1,False,43.0,33.0,12.0,2.0,0.0,30.0,31.0,3.0,12.0,10.0,1.0,1.0,1.0,90.0,50.0,6.4,10.0,0.0006984,0,-0.0514,0.06,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,476,M,965263,EUR,955324800,D,14,14,False,63.0,53.0,7.0,,0.0,37.0,39.0,16.0,24.0,2.0,,,,90.0,83.0,7.4,10.0,0.00779685,0,,0.21,0.04,0.78,3.0,2.0,5.0,9.0,1.0,7.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,56.0,48.0,9.0,1.0,0.0,40.0,42.0,8.0,14.0,,,,,90.0,72.0,6.9,9.0,0.188634,1,,0.53,0.07,0.21,1.0,5.0,2.0,6.0,,11.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.572,-0.62,,,,,,,,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,31.0,30.0,1.0,,0.0,24.0,24.0,6.0,7.0,3.0,,,,90.0,44.0,6.5,3.0,0.093899,0,,0.25,0.02,-0.13,,,2.0,2.0,,1.0,,,2.0,1.0,,2.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Mario Dorgeles,mario-dorgeles,M. Dorgeles,M,20,177,1549,M,1396015,EUR,1091836800,M,20,20,False,22.0,18.0,1.0,1.0,0.0,8.0,10.0,10.0,12.0,1.0,,,,66.0,38.0,6.5,9.0,0.0518534,0,,0.07,-0.52,-0.04,,,4.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,Mario Dorgeles,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,61.0,55.0,5.0,2.0,0.0,34.0,36.0,21.0,25.0,3.0,,,,90.0,75.0,6.8,9.0,0.0203137,0,,0.07,0.11,0.17,,,3.0,3.0,,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,44.0,38.0,3.0,1.0,0.0,17.0,19.0,21.0,25.0,1.0,,,,67.0,53.0,7.6,8.0,0.429601,0,,0.63,0.1,-0.03,,,3.0,3.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,14.0,11.0,2.0,,0.0,7.0,8.0,4.0,6.0,,,,,45.0,24.0,6.6,6.0,0.00589181,0,,-0.09,-0.21,0.21,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14131955,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,F,10,10,False,42.0,35.0,2.0,2.0,0.0,9.0,10.0,26.0,32.0,8.0,,,,83.0,63.0,7.8,14.0,0.0706147,3,,0.37,0.37,0.18,1.0,,8.0,6.0,,1.0,,,1.0,1.0,5.0,2.0,3.0,,1.0,1.0,0.8487,0.31,,,2.0,,2.0,1.0,3.0,,1.0,1.0,1.0,0.9013,,,,,,,,,,,
14131955,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,37.0,31.0,1.0,,0.0,8.0,10.0,23.0,27.0,4.0,,,,90.0,57.0,7.5,16.0,0.0550629,3,,-0.05,-0.36,-0.04,1.0,2.0,5.0,5.0,1.0,,,,3.0,1.0,,,1.0,,2.0,,0.4237,0.42,,,1.0,1.0,9.0,2.0,2.0,,1.0,,1.0,0.2876,True,1.0,,,,,,,,,
