match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
10411412,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,50.0,29.0,31.0,10.0,21.0,22.0,8.0,28.0,1.0,11.0,1.0,1.0,1.0,90.0,57.0,6.4,21.0,0.0,0.0,0.00314922,0,-0.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411412,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184.0,149,M,158235,EUR,723081600,D,26,26,False,75.0,68.0,6.0,1.0,50.0,53.0,18.0,22.0,3.0,9.0,,,,90.0,87.0,6.9,7.0,0.0,0.0,0.00785344,0,,,,1.0,2.0,2.0,6.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411412,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191.0,3972,M,870263,EUR,928627200,D,4,4,False,66.0,54.0,2.0,,40.0,50.0,14.0,16.0,4.0,8.0,,,,90.0,81.0,6.9,12.0,0.1453,0.0,0.00533787,1,,,,2.0,4.0,5.0,6.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411412,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,13,13,False,62.0,53.0,7.0,4.0,29.0,32.0,25.0,32.0,3.0,6.0,,,,90.0,75.0,7.1,11.0,0.0,0.0,0.0614874,0,,,,,,2.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411412,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190.0,12125,M,978285,EUR,977702400,M,17,17,False,29.0,20.0,4.0,1.0,9.0,11.0,12.0,20.0,1.0,6.0,,,,56.0,42.0,6.9,10.0,0.0438,0.0,0.0434694,1,,,,1.0,3.0,2.0,7.0,,2.0,1.0,1.0,,,,2.0,,2.0,1.0,,1.0,stephane_singo,1.0,,,,,,,,,,,,
10411412,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,930189,EUR,998352000,M,28,28,False,27.0,25.0,1.0,1.0,11.0,12.0,14.0,15.0,,2.0,,,,38.0,33.0,6.6,4.0,0.0,0.0,0.00703141,0,,,,1.0,,2.0,3.0,,1.0,1.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,
10411412,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185.0,1776,M,877371,EUR,984787200,M,8,8,False,70.0,61.0,4.0,3.0,26.0,30.0,35.0,41.0,,3.0,,,,90.0,79.0,6.6,12.0,0.0069,0.0,0.0177841,1,,,,2.0,1.0,6.0,3.0,,,,3.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,
10411412,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187.0,1424,M,798147,EUR,791596800,M,27,27,False,50.0,37.0,2.0,1.0,17.0,20.0,22.0,33.0,,6.0,,,,90.0,72.0,7.1,19.0,0.1654,0.2825,0.470584,3,,,,2.0,2.0,6.0,2.0,,,,2.0,1.0,,1.0,,,3.0,2.0,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
10411412,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182.0,4256,M,324353,EUR,813888000,F,59,59,False,25.0,23.0,,,5.0,6.0,18.0,19.0,,2.0,,,,82.0,37.0,7.2,7.0,0.0609,0.0,0.310199,2,,,,,2.0,4.0,3.0,,,,,1.0,,,,,,,1.0,3.0,Miranchuk,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,,
10411412,home,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185.0,4597,M,802665,EUR,824342400,F,49,49,False,25.0,18.0,1.0,,4.0,5.0,14.0,25.0,,6.0,,,,82.0,55.0,7.3,19.0,0.7526,0.6116,0.053712,6,,,,1.0,1.0,6.0,8.0,,,,,1.0,,,3.0,,5.0,,2.0,2.0,n.radonjic7,2.0,1.0,7.0,4.0,,3.0,,,1.0,,,,
