match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_totalContest,stat_wonContest,stat_totalOffside,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11399506,home,FC Utrecht,Mats Seuntjens,,,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,21,21,False,14.0,11.0,2.0,2.0,6.0,6.0,7.0,13.0,5.0,,4.0,,,,,90.0,33.0,7.2,12.0,0.0,0.0,0.22337,0,,5.0,1.0,,4.0,1.0,,1.0,1.0,4.0,1.0,3.0,,,1.0,,3.0,2.0,,,,,,,,3.0,2.0,,,,
11399506,home,FC Utrecht,Bart Ramselaar,,,bart-ramselaar,B. Ramselaar,M,10,180,132,M,788951,EUR,836006400,M,23,23,True,5.0,3.0,,,2.0,2.0,1.0,3.0,2.0,1.0,,,,,,26.0,10.0,6.3,2.0,0.1489,0.0,0.00090543,2,,,1.0,,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185,13950,M,921948,EUR,961459200,F,77,77,True,10.0,6.0,1.0,,5.0,5.0,1.0,7.0,,,3.0,,,,,26.0,14.0,6.5,6.0,0.0,0.0,0.0003767,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,oleromeny,,,
11399506,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,True,7.0,6.0,,,4.0,4.0,2.0,3.0,2.0,,3.0,,,,,13.0,15.0,6.2,4.0,0.0,0.0,0.00311983,0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,True,13.0,12.0,1.0,,8.0,8.0,4.0,5.0,2.0,,,,,,,13.0,15.0,6.3,2.0,0.0,0.0,0.019487,0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
11399506,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,True,12.0,12.0,,,10.0,10.0,2.0,2.0,1.0,1.0,,,,,,9.0,13.0,6.3,,0.0,0.0,0.00103767,0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Mattijs Branderhorst,,,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Calvin Raatsie,,,calvin-raatsie,C. Raatsie,G,16,188,83,M,961616,EUR,1013212800,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,zidaneiqbal,,,
11399506,home,FC Utrecht,Zakaria Labyad,,,zakaria-labyad,Z. Labyad,M,,173,933,M,106142,EUR,731635200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,33.0,24.0,9.0,2.0,23.0,27.0,1.0,6.0,,,7.0,,,,,90.0,40.0,6.4,11.0,0.0,0.0,0.00027189,0,-0.4259,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,
11399506,away,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,46.0,42.0,2.0,2.0,19.0,20.0,23.0,27.0,1.0,,6.0,,,,,90.0,63.0,6.9,7.0,0.0723,0.0,0.0553312,1,,1.0,,1.0,4.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,65.0,61.0,3.0,2.0,35.0,35.0,26.0,30.0,2.0,,5.0,,,,,74.0,72.0,7.0,4.0,0.0151,0.1487,0.021728,1,,,,1.0,3.0,,1.0,1.0,1.0,,,2.0,True,,,,1.0,1.0,,,,1.0,,,,,,,,,
11399506,away,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,88.0,76.0,12.0,3.0,52.0,53.0,24.0,35.0,2.0,,11.0,,,,,90.0,97.0,7.5,13.0,0.0399,0.0,0.387284,1,,,1.0,1.0,3.0,1.0,2.0,,,,2.0,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,2.0,,,,,
11399506,away,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,66.0,54.0,3.0,3.0,30.0,36.0,25.0,33.0,6.0,2.0,8.0,,,,,90.0,86.0,6.6,17.0,0.0,0.0,0.0618155,0,,3.0,1.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,,,,,,,1.0,,,,
11399506,away,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,71.0,64.0,6.0,2.0,33.0,33.0,31.0,39.0,8.0,1.0,14.0,,,,,90.0,89.0,7.0,10.0,0.0343,0.0,0.107562,1,,1.0,2.0,,6.0,,1.0,3.0,,,1.0,3.0,,,1.0,,2.0,2.0,,2.0,1.0,,,,,,,,,,
11399506,away,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,35.0,32.0,1.0,1.0,9.0,11.0,23.0,24.0,4.0,,5.0,,,,,85.0,57.0,7.5,10.0,0.1337,0.0,0.443028,3,,,,1.0,9.0,1.0,1.0,3.0,2.0,2.0,3.0,,,1.0,,,4.0,2.0,,2.0,2.0,,,,1.0,2.0,,,,,
11399506,away,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,13.0,10.0,,,2.0,2.0,9.0,15.0,5.0,,1.0,,,,,55.0,30.0,6.8,12.0,0.0657,0.0511,0.0295542,2,,4.0,2.0,,2.0,1.0,,,,3.0,1.0,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,
11399506,away,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,31.0,25.0,2.0,2.0,6.0,7.0,19.0,29.0,6.0,,3.0,,,,,85.0,51.0,8.5,19.0,0.6553,0.754,0.0986493,1,,5.0,,,1.0,1.0,,1.0,1.0,4.0,,2.0,,,,,4.0,,,,,1.0,1.0,1.0,2.0,6.0,,,,,
11399506,away,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,M,17,17,False,39.0,32.0,1.0,1.0,5.0,7.0,27.0,32.0,5.0,1.0,4.0,,,,,90.0,61.0,8.4,13.0,0.1424,0.1035,0.556742,2,,,,2.0,9.0,1.0,2.0,2.0,2.0,3.0,,1.0,,,,,6.0,5.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,LukaIvanusec,,,
11399506,away,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,6.0,5.0,,,2.0,3.0,3.0,3.0,6.0,,1.0,,,,,55.0,18.0,8.1,4.0,1.0787,0.359,0.00589103,5,,,4.0,,3.0,,,1.0,,1.0,1.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,sant.gimenez,,,1.0
11399506,away,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,F,19,19,True,10.0,6.0,1.0,,2.0,4.0,4.0,6.0,3.0,,4.0,,,,,35.0,21.0,7.6,6.0,0.9951,0.9786,0.038837,1,,,,1.0,5.0,,2.0,1.0,1.0,,,1.0,,,,,5.0,3.0,,,,1.0,1.0,,,,,minteh01,,,
11399506,away,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,True,3.0,3.0,,,1.0,1.0,2.0,2.0,6.0,1.0,,,,,,35.0,13.0,6.4,4.0,1.2493,1.1595,0.00231013,3,,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,1.0,,,2.0,,3.0,1.0,,,,,bee18,,,2.0
11399506,away,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,16.0,11.0,6.6,4.0,0.0,0.0,0.00064645,0,,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11399506,away,Feyenoord,Ondrej Lingr,,,lingr-ondrej,O. Lingr,M,9,175,293,M,794968,EUR,907718400,M,32,32,True,5.0,5.0,,,,,5.0,5.0,2.0,,2.0,,,,,9.0,7.0,7.2,2.0,0.0,0.0,0.0152063,0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,
11399506,away,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,True,5.0,5.0,,,1.0,1.0,4.0,4.0,,,1.0,,,,,9.0,5.0,6.6,,0.0,0.0,0.0168267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,rramizz_,,,
11399506,away,Feyenoord,Kostas Lamprou,,,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Marcos López,,,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Alireza Jahanbakhsh,,,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,alirezajb,,,
11399506,away,Feyenoord,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,F,25,25,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399506,away,Feyenoord,Thomas Van den Belt,,,thomas-van-den-belt,T. V. d. Belt,M,20,181,290,M,945233,EUR,992822400,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
