match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_fouls,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_accurateCross,stat_errorLeadToAShot
12504371,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,43.0,35.0,10.0,2.0,0.0,34.0,37.0,1.0,6.0,5.0,1.0,1.0,2.0,90.0,48.0,7.1,8.0,0.00019318,0,0.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504371,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,62.0,57.0,5.0,3.0,0.0,29.0,29.0,28.0,34.0,2.0,,,,90.0,70.0,6.9,8.0,0.0276075,0,,True,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504371,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,False,57.0,51.0,2.0,1.0,0.0,29.0,30.0,22.0,27.0,6.0,,,,90.0,67.0,7.6,6.0,0.0107951,1,,,,1.0,1.0,2.0,3.0,,,1.0,1.0,aussenrist15,1.0,1.0,5.0,2.0,2.0,0.0783,,,,,,,,,,,,,,,
12504371,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,87.0,85.0,3.0,3.0,0.0,55.0,56.0,30.0,31.0,7.0,,,,90.0,89.0,7.2,2.0,0.0113304,1,,,,,1.0,2.0,1.0,,,,2.0,evanndicka,1.0,,,,,0.0446,,,1.0,,,,,,,,,,,,
12504371,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,M,56,56,False,56.0,49.0,,,0.0,12.0,14.0,37.0,44.0,5.0,,,,70.0,77.0,7.7,18.0,0.0445994,2,,,2.0,,,6.0,4.0,1.0,1.0,,,AS56,1.0,,1.0,1.0,1.0,0.0471,,,3.0,6.0,2.0,1.0,1.0,4.0,1.0,0.2472,,,,,
12504371,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,97.0,90.0,4.0,4.0,1.0,20.0,21.0,70.0,77.0,9.0,,,,90.0,111.0,9.1,10.0,0.0892045,4,,,1.0,,1.0,3.0,5.0,1.0,1.0,,1.0,,1.0,,,4.0,3.0,0.1587,,,4.0,,,1.0,1.0,1.0,,0.2175,2.0,,,,
12504371,home,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180,2244,M,1175821,EUR,1095897600,M,61,61,False,97.0,93.0,5.0,4.0,0.0,29.0,29.0,64.0,68.0,9.0,,,,90.0,109.0,7.6,5.0,0.0433325,3,,,,1.0,,2.0,4.0,1.0,,,,,3.0,,,3.0,,0.3606,,,2.0,,,,,,1.0,,,1.0,1.0,,
12504371,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,58.0,55.0,2.0,1.0,0.0,18.0,19.0,39.0,43.0,3.0,,,,80.0,82.0,7.5,12.0,0.048881,2,,,4.0,,1.0,5.0,4.0,,2.0,1.0,,,,,1.0,1.0,,0.0522,,,2.0,3.0,,1.0,1.0,,2.0,0.2714,1.0,,,2.0,
12504371,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,F,35,35,False,35.0,33.0,,,0.0,6.0,6.0,28.0,30.0,1.0,,,,62.0,47.0,7.1,4.0,0.0421892,2,,,1.0,2.0,,2.0,7.0,,,,,,,,,2.0,2.0,0.1405,,,,3.0,3.0,1.0,,2.0,2.0,0.1271,1.0,,1.0,1.0,
12504371,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,55.0,51.0,3.0,2.0,1.0,7.0,8.0,49.0,54.0,4.0,,,,90.0,82.0,8.6,10.0,0.539771,2,,,7.0,2.0,,4.0,3.0,,,1.0,,matiassoule11,,,,2.0,1.0,0.0459,,,6.0,3.0,1.0,1.0,,1.0,,0.0092,1.0,2.0,,5.0,
