match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,captain,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_penaltyWon
10411522,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,324,M,43970,EUR,667872000,G,1,1,False,26.0,22.0,9.0,6.0,22.0,24.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,90.0,36.0,6.8,4.0,0.0,0.0,7.962e-05,0,1.8154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411522,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184.0,3369,M,913401,EUR,961804800,D,18,18,False,56.0,45.0,10.0,3.0,33.0,36.0,21.0,1.0,2.0,,4.0,,,,,90.0,65.0,6.7,13.0,0.0,0.0,0.0488287,0,,,,12.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411522,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192.0,2511,M,886930,EUR,918172800,D,29,29,False,46.0,40.0,7.0,4.0,30.0,32.0,14.0,2.0,4.0,6.0,5.0,,,,,90.0,64.0,6.9,9.0,0.0951,0.0857,0.0049494,1,,,,10.0,,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10411522,home,Udinese,Adam Masina,adam-masina,A. Masina,D,,189.0,5428,M,259995,EUR,757468800,D,3,3,False,45.0,38.0,12.0,5.0,28.0,30.0,15.0,2.0,5.0,4.0,6.0,,,,,90.0,56.0,6.2,8.0,0.0,0.0,0.00535997,0,,,,10.0,,6.0,2.0,,,2.0,2.0,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
10411522,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184.0,1199,M,122701,EUR,663206400,M,37,37,False,39.0,35.0,,,18.0,18.0,24.0,,4.0,1.0,2.0,,,,,90.0,54.0,6.7,9.0,0.0,0.0,0.0903279,0,,,,18.0,3.0,6.0,2.0,,1.0,1.0,1.0,2.0,1.0,,5.0,3.0,,,,True,1.0,,,,,,,,,,,,
10411522,home,Udinese,Tolgay Arslan,tolgay-arslan,T. Arslan,F,30,180.0,393,M,71203,EUR,650764800,M,5,5,False,28.0,22.0,2.0,,7.0,9.0,20.0,1.0,4.0,,6.0,,,,,71.0,41.0,6.8,8.0,0.0,0.0,0.127016,0,,,,16.0,1.0,2.0,1.0,,3.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,
10411522,home,Udinese,Walace,walace,Walace,M,5,188.0,1455,M,553686,EUR,796953600,M,11,11,False,61.0,54.0,8.0,6.0,25.0,28.0,33.0,1.0,6.0,,5.0,,,,,90.0,71.0,6.9,7.0,0.0,0.0,0.0415944,0,,,,29.0,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,
10411522,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,807,M,575852,EUR,891043200,M,4,4,False,32.0,28.0,2.0,2.0,12.0,14.0,21.0,,,1.0,5.0,,,,,90.0,46.0,6.6,8.0,0.2228,0.0,0.0189093,4,,,,16.0,3.0,5.0,,,1.0,,,3.0,1.0,1.0,,,,,,,,1.0,,3.0,1.0,,,,,,,,
10411522,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186.0,5941,M,983572,EUR,1038441600,M,13,13,False,26.0,24.0,1.0,1.0,16.0,17.0,11.0,1.0,8.0,1.0,7.0,,,,,70.0,53.0,7.2,7.0,0.0231,0.1648,0.0117188,1,,,,8.0,2.0,2.0,1.0,,2.0,2.0,2.0,,1.0,,2.0,1.0,1.0,2.0,,,,,4.0,,,udogiethree,,,,,,,
10411522,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183.0,4807,M,980624,EUR,1014508800,F,24,24,False,33.0,30.0,4.0,3.0,12.0,12.0,23.0,,1.0,1.0,2.0,,,,,87.0,53.0,6.7,13.0,0.1115,0.0,0.0693778,3,,,,18.0,2.0,5.0,,,1.0,,,,1.0,1.0,3.0,1.0,,4.0,,,,2.0,,2.0,1.0,lakisamar10,,,,,,,
10411522,home,Udinese,Beto,beto,Beto,F,9,194.0,3398,M,987489,EUR,886204800,F,9,9,False,7.0,7.0,,,1.0,1.0,6.0,2.0,2.0,,2.0,,,,,87.0,18.0,6.5,6.0,0.0969,0.0,0.0201571,3,,,,6.0,,8.0,1.0,,1.0,,,2.0,1.0,3.0,1.0,,,4.0,,,,1.0,,1.0,2.0,,1.0,,,,,,
10411522,home,Udinese,Marvin Zeegelaar,marvin-zeegelaar,M. Zeegelaar,D,,186.0,84,,74506,EUR,650419200,D,8,8,True,10.0,9.0,1.0,,5.0,5.0,5.0,1.0,2.0,,2.0,,,,,20.0,16.0,6.7,4.0,0.0,0.0,0.00342618,0,,,,4.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
10411522,home,Udinese,Ilija Nestorovski,ilija-nestorovski,I. Nestorovski,F,90,182.0,255,M,55314,EUR,637200000,F,30,30,True,4.0,2.0,1.0,,,1.0,3.0,,,,1.0,,,,,19.0,6.0,6.4,4.0,0.0,0.0,0.00194836,0,,Ilija,Nestorovski,2.0,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,
