match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_lastManTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork
12514123,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,27.0,11.0,26.0,10.0,0.0,4.0,5.0,7.0,22.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,90.0,37.0,6.7,16.0,0.00287699,0,-0.4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514123,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,41.0,37.0,3.0,1.0,0.0,19.0,21.0,18.0,20.0,5.0,7.0,4.0,7.0,,,,,90.0,51.0,6.8,4.0,0.0744444,1,,Kévin Boma,,3.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0983,1.0,,,,,,,,,,,,,,,,,,,,,,
12514123,home,Estoril Praia,Felix Bacher,felix-bacher,F. Bacher,D,25,190,92,M,943525,EUR,972432000,D,25,25,False,29.0,28.0,4.0,3.0,0.0,20.0,20.0,8.0,9.0,4.0,5.0,7.0,2.0,,,,,90.0,42.0,6.7,2.0,0.00636056,0,,,,5.0,6.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12514123,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,24.0,19.0,5.0,3.0,0.0,13.0,17.0,6.0,7.0,1.0,1.0,8.0,1.0,,,,,90.0,33.0,6.4,5.0,0.0034769,0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
12514123,home,Estoril Praia,Pedro Carvalho,carvalho-pedro,P. Carvalho,D,22,169,64,M,1511977,EUR,1045180800,M,22,22,False,43.0,31.0,4.0,1.0,0.0,7.0,10.0,26.0,39.0,2.0,14.0,3.0,5.0,,,,,90.0,85.0,7.9,22.0,0.384812,0,,,,,4.0,,1.0,4.0,2.0,2.0,2.0,,1.0,,1.0,,6.0,2.0,1.0,7.0,6.0,1.0,1.0,,,,,,,,,,,,
12514123,home,Estoril Praia,Jandro Orellana,jandro-orellana,J. Orellana,M,6,178,224,M,877920,EUR,965606400,M,6,6,False,49.0,44.0,1.0,,0.0,20.0,22.0,24.0,28.0,1.0,3.0,1.0,6.0,,,,,87.0,68.0,6.8,10.0,0.0281774,4,,,,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5538,1.0,,2.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,0.5075,,,,,,,,
12514123,home,Estoril Praia,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,10,10,False,80.0,67.0,5.0,3.0,0.0,31.0,32.0,38.0,54.0,,8.0,,5.0,,,,,90.0,110.0,7.4,23.0,0.195355,2,,,,2.0,5.0,,3.0,1.0,,4.0,1.0,0.2218,2.0,,4.0,,6.0,2.0,1.0,4.0,3.0,,,,1.0,,0.0695,1.0,1.0,,,,,,
12514123,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,M,24,24,False,32.0,24.0,2.0,,0.0,10.0,13.0,15.0,20.0,,1.0,,5.0,,,,,90.0,47.0,6.5,11.0,0.172217,0,,,,1.0,5.0,,1.0,,,1.0,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,
12514123,home,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,99,99,False,35.0,29.0,,,1.0,5.0,6.0,24.0,32.0,,11.0,,3.0,,,,,78.0,65.0,7.7,20.0,0.486434,0,,,,,10.0,,,1.0,1.0,4.0,1.0,,2.0,,2.0,,3.0,,7.0,8.0,6.0,1.0,,,,,,,,,,,,,
12514123,home,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,False,7.0,5.0,1.0,,0.0,,,5.0,7.0,2.0,3.0,1.0,3.0,,,,,67.0,19.0,7.0,8.0,0.00641866,2,,,,2.0,8.0,1.0,,,,1.0,3.0,0.7885,,,3.0,,,,1.0,2.0,,,,,1.0,,0.9913,,,1.0,,,,,
