match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,injury,from
11369439,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11369439,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,,,
11369439,,1.0,1.0,,88,,,3,,,goal,,176244670.0,True,regular,158241.0,Germán Pezzella,,,,,
11369439,,,,,82,,,9,,,card,,121067702.0,False,yellow,796047.0,Aleix García,Aleix García,Foul,False,,
11369439,,,,,79,,,12,,,substitution,,122293093.0,False,regular,,,,,,False,
11369439,,,,,79,,,12,,,substitution,,122293092.0,False,regular,,,,,,False,
11369439,,,,,66,,,25,,,substitution,,122293043.0,True,regular,,,,,,False,
11369439,,,,,66,,,25,,,substitution,,122293044.0,True,regular,,,,,,False,
11369439,,,,,66,,,25,,,substitution,,122293042.0,True,regular,,,,,,False,
11369439,,,,,65,,,26,,,substitution,,122293032.0,False,regular,,,,,,False,
11369439,,,,,64,,,27,,,substitution,,122293031.0,False,regular,,,,,,False,
11369439,,,,,46,,,45,,,substitution,,122292978.0,True,regular,,,,,,False,
11369439,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11369439,,,,,45,6.0,,1,,,card,,121067658.0,True,yellow,847128.0,Marc Roca,Marc Roca,Foul,False,,
11369439,,,,,45,3.0,,1,,,card,,121067655.0,True,yellow,14942.0,Andrés Guardado,Andrés Guardado,Foul,False,,
11369439,,,,,45,0.0,,1,,,injuryTime,6.0,,,,,,,,,,
11369439,,,,,43,,,3,,,card,,121067654.0,False,yellow,798820.0,Artem Dovbyk,Artem Dovbyk,Foul,False,,
11369439,,0.0,1.0,,39,,,7,,,goal,,176241226.0,False,penalty,798820.0,Artem Dovbyk,,,,,penalty
11369439,,,,,34,,,12,,,substitution,,122292947.0,False,injury,,,,,,True,
11369439,,,,,15,,,31,,,substitution,,122292934.0,True,injury,,,,,,True,
