match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAGoal,stat_ownGoals,stat_penaltyWon
10389854,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,26.0,24.0,6.0,4.0,22.0,22.0,2.0,4.0,1.0,9.0,1.0,1.0,3.0,1.0,90.0,35.0,5.7,2.0,0.0,0.0,0.00144218,0,-0.4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389854,home,Stade Rennais,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,27,27,False,54.0,48.0,7.0,5.0,29.0,29.0,20.0,26.0,5.0,3.0,,2.0,,,86.0,61.0,6.5,6.0,0.1253,0.327,0.129572,1,,,,hamarintos27,True,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389854,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,15,15,False,67.0,65.0,5.0,3.0,45.0,45.0,20.0,22.0,4.0,3.0,,2.0,,,90.0,76.0,6.6,2.0,0.0,0.0,0.00550072,0,,,,chriswooh,,,,2.0,5.0,,,,,,,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10389854,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,80.0,73.0,5.0,2.0,45.0,49.0,28.0,31.0,,4.0,,,,,76.0,86.0,6.6,7.0,0.0,0.0,0.0117475,0,,,,,,,,,1.0,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,
10389854,home,Stade Rennais,Birger Meling,birger-meling,B. Meling,D,24,172,241,M,606530,EUR,787622400,D,25,25,False,75.0,63.0,3.0,2.0,41.0,43.0,23.0,34.0,8.0,4.0,,1.0,,,90.0,106.0,5.8,19.0,0.0,0.0,0.0460149,0,,,,,,2.0,1.0,,2.0,3.0,3.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10389854,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,52.0,47.0,4.0,4.0,32.0,35.0,15.0,17.0,3.0,2.0,,,,,90.0,56.0,6.5,5.0,0.0386,0.0,0.0110649,1,,,,,,,,1.0,3.0,2.0,,,,,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
10389854,home,Stade Rennais,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,934386,EUR,1022457600,M,10,10,False,33.0,30.0,,,5.0,5.0,25.0,29.0,5.0,4.0,,1.0,,,86.0,54.0,9.2,9.0,0.2245,0.7861,0.715121,2,,,,Dokss,,1.0,,1.0,9.0,,9.0,7.0,,2.0,,3.0,,,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,
10389854,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,43.0,39.0,5.0,4.0,10.0,11.0,33.0,44.0,1.0,5.0,,2.0,,,90.0,65.0,8.0,14.0,0.4587,0.0,0.295755,3,,,,,,12.0,4.0,,1.0,,1.0,1.0,2.0,,,4.0,,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,,
10389854,home,Stade Rennais,Flavien Tait,flavien-tait,F. Tait,M,,175,102,M,312388,EUR,728611200,M,20,20,False,26.0,22.0,2.0,2.0,8.0,10.0,14.0,16.0,7.0,2.0,,,,,55.0,32.0,6.0,8.0,0.0,0.0,0.0212073,0,,,,,,,,1.0,3.0,4.0,,,,,,,1.0,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,
10389854,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,M,19,19,False,26.0,22.0,1.0,1.0,5.0,5.0,17.0,21.0,8.0,2.0,,4.0,,,90.0,44.0,8.3,9.0,0.3296,0.8743,0.680432,2,,,,amine_gouiri,,,,1.0,7.0,2.0,1.0,1.0,,1.0,,2.0,,,3.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,,,,
